,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
Continued HS,SANC618R,RANC618R,DANC6X18R,DBNC6X18R,DHNC6X18R,DWNC6X18R,DINC6X18R,D3NC6X18R,D4NC6X18R,D2NC6X18R,DSNC6X18R,DENC6X18R,DLNC6X18R,,,,,
Dropped Out,SADC618R,RADC618R,DADC6X18R,DBDC6X18R,DHDC6X18R,DWDC6X18R,DIDC6X18R,D3DC6X18R,D4DC6X18R,D2DC6X18R,DSDC6X18R,DEDC6X18R,DLDC6X18R,,,,,
Graduates and TxCHSE,SA3C618R,RA3C618R,DA3C6X18R,DB3C6X18R,DH3C6X18R,DW3C6X18R,DI3C6X18R,D33C6X18R,D43C6X18R,D23C6X18R,DS3C6X18R,DE3C6X18R,DL3C6X18R,,,,,
"Grads, TxCHSE, & Cont",SA2C618R,RA2C618R,DA2C6X18R,DB2C6X18R,DH2C6X18R,DW2C6X18R,DI2C6X18R,D32C6X18R,D42C6X18R,D22C6X18R,DS2C6X18R,DE2C6X18R,DL2C6X18R,,,,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2021,SAGC421R,RAGC421R,DAGC421R,DBGC421R,DHGC421R,DWGC421R,DIGC421R,D3GC421R,D4GC421R,D2GC421R,DSGC421R,DEGC421R,DLGC421R,,,,,
Class of 2020,SAGC420R,RAGC420R,DAGC420R,DBGC420R,DHGC420R,DWGC420R,DIGC420R,D3GC420R,D4GC420R,D2GC420R,DSGC420R,DEGC420R,DLGC420R,,,,,
RHSP/DAP Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2021,SARC421R,RARC421R,DARC4X21R,DBRC4X21R,DHRC4X21R,DWRC4X21R,DIRC4X21R,D3RC4X21R,D4RC4X21R,D2RC4X21R,DSRC4X21R,DERC4X21R,DLRC4X21R,,,,,
Class of 2020,SARC420R,RARC420R,DARC4X20R,DBRC4X20R,DHRC4X20R,DWRC4X20R,DIRC4X20R,D3RC4X20R,D4RC4X20R,D2RC4X20R,DSRC4X20R,DERC4X20R,DLRC4X20R,,,,,
FHSP-E Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2021,SAPC421R,RAPC421R,DAPC4X21R,DBPC4X21R,DHPC4X21R,DWPC4X21R,DIPC4X21R,D3PC4X21R,D4PC4X21R,D2PC4X21R,DSPC4X21R,DEPC4X21R,DLPC4X21R,,,,,
Class of 2020,SAPC420R,RAPC420R,DAPC4X20R,DBPC4X20R,DHPC4X20R,DWPC4X20R,DIPC4X20R,D3PC4X20R,D4PC4X20R,D2PC4X20R,DSPC4X20R,DEPC4X20R,DLPC4X20R,,,,,
FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2021,SAAC421R,RAAC421R,DAAC4X21R,DBAC4X21R,DHAC4X21R,DWAC4X21R,DIAC4X21R,D3AC4X21R,D4AC4X21R,D2AC4X21R,DSAC4X21R,DEAC4X21R,DLAC4X21R,,,,,
Class of 2020,SAAC420R,RAAC420R,DAAC4X20R,DBAC4X20R,DHAC4X20R,DWAC4X20R,DIAC4X20R,D3AC4X20R,D4AC4X20R,D2AC4X20R,DSAC4X20R,DEAC4X20R,DLAC4X20R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2021,SASC421R,RASC421R,DASC4X21R,DBSC4X21R,DHSC4X21R,DWSC4X21R,DISC4X21R,D3SC4X21R,D4SC4X21R,D2SC4X21R,DSSC4X21R,DESC4X21R,DLSC4X21R,,,,,
Class of 2020,SASC420R,RASC420R,DASC4X20R,DBSC4X20R,DHSC4X20R,DWSC4X20R,DISC4X20R,D3SC4X20R,D4SC4X20R,D2SC4X20R,DSSC4X20R,DESC4X20R,DLSC4X20R,,,,,
RHSP/DAP Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GH21R,RA0GH21R,DA0GH21R,DB0GH21R,DH0GH21R,DW0GH21R,DI0GH21R,D30GH21R,D40GH21R,D20GH21R,DS0GH21R,DE0GH21R,DL0GH21R,,,,,
2019-20,SA0GH20R,RA0GH20R,DA0GH20R,DB0GH20R,DH0GH20R,DW0GH20R,DI0GH20R,D30GH20R,D40GH20R,D20GH20R,DS0GH20R,DE0GH20R,DL0GH20R,,,,,
FHSP-E Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GE21R,RA0GE21R,DA0GE21R,DB0GE21R,DH0GE21R,DW0GE21R,DI0GE21R,D30GE21R,D40GE21R,D20GE21R,DS0GE21R,DE0GE21R,DL0GE21R,,,,,
2019-20,SA0GE20R,RA0GE20R,DA0GE20R,DB0GE20R,DH0GE20R,DW0GE20R,DI0GE20R,D30GE20R,D40GE20R,D20GE20R,DS0GE20R,DE0GE20R,DL0GE20R,,,,,
FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GA21R,RA0GA21R,DA0GA21R,DB0GA21R,DH0GA21R,DW0GA21R,DI0GA21R,D30GA21R,D40GA21R,D20GA21R,DS0GA21R,DE0GA21R,DL0GA21R,,,,,
2019-20,SA0GA20R,RA0GA20R,DA0GA20R,DB0GA20R,DH0GA20R,DW0GA20R,DI0GA20R,D30GA20R,D40GA20R,D20GA20R,DS0GA20R,DE0GA20R,DL0GA20R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GS21R,RA0GS21R,DA0GS21R,DB0GS21R,DH0GS21R,DW0GS21R,"DI0GS21R
:unselected:",D30GS21R,D40GS21R,D20GS21R,DS0GS21R,DE0GS21R,DL0GS21R,,,,,
2019-20,SA0GS20R,RA0GS20R,DA0GS20R,DB0GS20R,DH0GS20R,DW0GS20R,"DI0GS20R
:unselected:",D30GS20R,D40GS20R,D20GS20R,DS0GS20R,DE0GS20R,DL0GS20R,,,,,
,,,,,,,,,,,,,,,,,,
Student Information,District Count,District Percent,State Count,State Percent,,,,,,,,,,,,,,
Graduates (2020-21 Annual Graduates),,,,,,,,,,,,,,,,,,
Total Graduates,DA0GR21N,100.0%,SA0GR21N,100.0%,,,,,,,,,,,,,,
By Ethnicity:,,,,,,,,,,,,,,,,,,
African American,DB0GR21N,DB0GR21R,SB0GR21N,SB0GR21R,,,,,,,,,,,,,,
Hispanic,DH0GR21N,DH0GR21R,SH0GR21N,SH0GR21R,,,,,,,,,,,,,,
White,DW0GR21N,DW0GR21R,SW0GR21N,SW0GR21R,,,,,,,,,,,,,,
American Indian,DI0GR21N,DI0GR21R,SI0GR21N,SI0GR21R,,,,,,,,,,,,,,
Asian,D30GR21N,D30GR21R,S30GR21N,S30GR21R,,,,,,,,,,,,,,
Pacific Islander,D40GR21N,D40GR21R,S40GR21N,S40GR21R,,,,,,,,,,,,,,
Two or More Races,D21GR21N,D21GR21R,S21GR21N,S21GR21R,,,,,,,,,,,,,,
By Graduation Type:,,,,,,,,,,,,,,,,,,
Minimum H.S. Program,DA0GM21N,DA0GM21P,SA0GM21N,SA0GM21P,,,,,,,,,,,,,,
Recommended H.S. Program/DAP,DA0GH21N,DA0GH21P,SA0GH21N,SA0GH21P,,,,,,,,,,,,,,
Foundation H.S. Program (No Endorsement),DA0GN21N,DA0GN21P,SA0GN21N,SA0GN21P,,,,,,,,,,,,,,
Foundation H.S. Program (Endorsement),DA0GE21N,DA0GE21P,SA0GE21N,SA0GE21P,,,,,,,,,,,,,,
Foundation H.S. Program (DLA),DA0GA21N,DA0GA21P,SA0GA21N,SA0GA21P,,,,,,,,,,,,,,
Special Education Graduates,DS0GR21N,DS0GR21R,SS0GR21N,SS0GR21R,,,,,,,,,,,,,,
Economically Disadvantaged Graduates,DE0GR21N,DE0GR21R,SE0GR21N,SE0GR21R,,,,,,,,,,,,,,
Emergent Bilingual (EB)/English Learner (EL) Graduates,DL0GR21N,DL0GR21R,SL0GR21N,SL0GR21R,,,,,,,,,,,,,,
At-Risk Graduates,DR0GR21N,DR0GR21R,SR0GR21N,SR0GR21R,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
"College, Career, and Military Ready Graduates (Student Achievement)",,,,,,,,,,,,,,,,,,
"College, Career, or Military Ready (Annual Graduates)",,,,,,,,,,,,,,,,,,
2020-21,SA0GP21R,RA0GP21R,DA0GP21R,DB0GP21R,DH0GP21R,DW0GP21R,DI0GP21R,D30GP21R,D40GP21R,D20GP21R,DS0GP21R,DE0GP21R,DL0GP21R,,,,,
2019-20,SA0GP20R,RA0GP20R,DA0GP20R,DB0GP20R,DH0GP20R,DW0GP20R,DI0GP20R,D30GP20R,D40GP20R,D20GP20R,DS0GP20R,DE0GP20R,DL0GP20R,,,,,
College Ready Graduates,,,,,,,,,,,,,,,,,,
College Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SA1GG21R,RA1GG21R,DA1GG21R,DB1GG21R,DH1GG21R,DW1GG21R,DI1GG21R,D31GG21R,D41GG21R,D21GG21R,DS1GG21R,DE1GG21R,DL1GG21R,,,,,
2019-20,SA1GG20R,RA1GG20R,DA1GG20R,DB1GG20R,DH1GG20R,DW1GG20R,DI1GG20R,D31GG20R,D41GG20R,D21GG20R,DS1GG20R,DE1GG20R,DL1GG20R,,,,,
TSI Criteria Graduates (Annual Graduates),,,,,,,,,,,,,,,,,,
English Language Arts,,,,,,,,,,,,,,,,,,
2020-21,SACRR21R,RACRR21R,DACRR21R,DBCRR21R,DHCRR21R,DWCRR21R,DICRR21R,D3CRR21R,D4CRR21R,D2CRR21R,DSCRR21R,DECRR21R,DLCRR21R,,,,,
2019-20,SACRR20R,RACRR20R,DACRR20R,DBCRR20R,DHCRR20R,DWCRR20R,DICRR20R,D3CRR20R,D4CRR20R,D2CRR20R,DSCRR20R,DECRR20R,DLCRR20R,,,,,
Mathematics 2020-21,SACRM21R,RACRM21R,DACRM21R,DBCRM21R,DHCRM21R,DWCRM21R,DICRM21R,D3CRM21R,D4CRM21R,D2CRM21R,DSCRM21R,DECRM21R,DLCRM21R,,,,,
2019-20,SACRM20R,RACRM20R,DACRM20R,DBCRM20R,DHCRM20R,DWCRM20R,DICRM20R,D3CRM20R,D4CRM20R,D2CRM20R,DSCRM20R,DECRM20R,DLCRM20R,,,,,
Both Subjects 2020-21,SACRB21R,RACRB21R,DACRB21R,DBCRB21R,DHCRB21R,DWCRB21R,DICRB21R,D3CRB21R,D4CRB21R,D2CRB21R,DSCRB21R,DECRB21R,DLCRB21R,,,,,
2019-20,SACRB20R,RACRB20R,DACRB20R,DBCRB20R,DHCRB20R,DWCRB20R,DICRB20R,D3CRB20R,D4CRB20R,D2CRB20R,DSCRB20R,DECRB20R,DLCRB20R,,,,,
Either Subject (download only),,,,,,,,,,,,,,,,,,
2020-21,SACRE21R,RACRE21R,DACRE21R,DBCRE21R,DHCRE21R,DWCRE21R,DICRE21R,D3CRE21R,D4CRE21R,D2CRE21R,DSCRE21R,DECRE21R,DLCRE21R,,,,,
2019-20,SACRE20R,RACRE20R,DACRE20R,DBCRE20R,DHCRE20R,DWCRE20R,DICRE20R,D3CRE20R,D4CRE20R,D2CRE20R,DSCRE20R,DECRE20R,DLCRE20R,,,,,
AP/IB Met Criteria in Any Subject (Annual Graduates),,,,,,,,,,,,,,,,,,
Any Subject,,,,,,,,,,,,,,,,,,
2020-21,SA0GY21R,RA0GY21R,DA0GY21R,DB0GY21R,DH0GY21R,DW0GY21R,DI0GY21R,D30GY21R,D40GY21R,D20GY21R,DS0GY21R,DE0GY21R,DL0GY21R,,,,,
2019-20,SA0GY20R,RA0GY20R,DA0GY20R,DB0GY20R,DH0GY20R,DW0GY20R,DI0GY20R,D30GY20R,D40GY20R,D20GY20R,DS0GY20R,DE0GY20R,DL0GY20R,,,,,
Associate's Degree (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SA0GJ21R,RA0GJ21R,DA0GJ21R,DB0GJ21R,DH0GJ21R,DW0GJ21R,DI0GJ21R,D30GJ21R,D40GJ21R,D20GJ21R,DS0GJ21R,DE0GJ21R,DL0GJ21R,,,,,
2019-20,SA0GJ20R,RA0GJ20R,DA0GJ20R,DB0GJ20R,DH0GJ20R,DW0GJ20R,DI0GJ20R,D30GJ20R,D40GJ20R,D20GJ20R,DS0GJ20R,DE0GJ20R,DL0GJ20R,,,,,
Dual Course Credits (Annual Graduates),,,,,,,,,,,,,,,,,,
Any Subject,,,,,,,,,,,,,,,,,,
2020-21,SA0GUA21R,RA0GUA21R,DA0GUA21R,DB0GUA21R,DH0GUA21R,DW0GUA21R,DI0GUA21R,D30GUA21R,D40GUA21R,D20GUA21R,DS0GUA21R,DE0GUA21R,DL0GUA21R,,,,,
2019-20,SA0GUA20R,RA0GUA20R,DA0GUA20R,DB0GUA20R,DH0GUA20R,DW0GUA20R,DI0GUA20R,D30GUA20R,D40GUA20R,D20GUA20R,DS0GUA20R,DE0GUA20R,DL0GUA20R,,,,,
OnRamps Course Credits (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SA0GZ21R,RA0GZ21R,DA0GZ21R,DB0GZ21R,DH0GZ21R,DW0GZ21R,DI0GZ21R,D30GZ21R,D40GZ21R,D20GZ21R,DS0GZ21R,DE0GZ21R,DL0GZ21R,,,,,
2019-20,SA0GZ20R,RA0GZ20R,DA0GZ20R,DB0GZ20R,"DH0GZ20R
:unselected:",DW0GZ20R,DI0GZ20R,D30GZ20R,"D40GZ20R
:unselected:",D20GZ20R,DS0GZ20R,DE0GZ20R,DL0GZ20R,,,,,
Career/Military Ready Graduates,,,,,,,,,,,,,,,,,,
Career or Military Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SA3GG21R,RA3GG21R,DA3GG21R,DB3GG21R,"DH3GG21R
:unselected:",DW3GG21R,"DI3GG21R
:unselected:","D33GG21R
:unselected:","D43GG21R
:unselected:",D23GG21R,DS3GG21R,DE3GG21R,DL3GG21R,,,,,
2019-20,SA3GG20R,RA3GG20R,DA3GG20R,DB3GG20R,"DH3GG20R
:unselected:",DW3GG20R,"DI3GG20R
:unselected:",D33GG20R,"D43GG20R
:unselected:",D23GG20R,DS3GG20R,DE3GG20R,DL3GG20R,,,,,
Approved Industry-Based Certification (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SA0GI21R,RA0GI21R,DA0GI21R,DB0GI21R,"DH0GI21R
:unselected:",DW0GI21R,DI0GI21R,D30GI21R,"D40GI21R
:unselected:",D20GI21R,DS0GI21R,DE0GI21R,DL0GI21R,,,,,
2019-20,SA0GI20R,RA0GI20R,DA0GI20R,DB0GI20R,"DH0GI20R
:unselected:",DW0GI20R,DI0GI20R,D30GI20R,"D40GI20R
:unselected:",D20GI20R,DS0GI20R,DE0GI20R,DL0GI20R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SA3G421R,RA3G421R,DA3G421R,DB3G421R,DH3G421R,DW3G421R,"DI3G421R
:unselected:",D33G421R,"D43G421R
:unselected:","D23G421R
:unselected:","DS3G421R
:unselected:",DE3G421R,DL3G421R,,,,,
2019-20,SA3G420R,RA3G420R,DA3G420R,DB3G420R,DH3G420R,DW3G420R,"DI3G420R
:unselected:",D33G420R,"D43G420R
:unselected:","D23G420R
:unselected:","DS3G420R
:unselected:",DE3G420R,DL3G420R,,,,,
Graduate with Completed IEP and Workforce Readiness (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SA0GW21R,RA0GW21R,DA0GW21R,DB0GW21R,DH0GW21R,DW0GW21R,"DI0GW21R
:unselected:",D30GW21R,"D40GW21R
:unselected:",D20GW21R,"DS0GW21R
:unselected:",DE0GW21R,DL0GW21R,,,,,
2019-20,SA0GW20R,RA0GW20R,DA0GW20R,DB0GW20R,"DH0GW20R
:unselected:",DW0GW20R,"DI0GW20R
:unselected:",D30GW20R,"D40GW20R
:unselected:",D20GW20R,"DS0GW20R
:unselected:",DE0GW20R,DL0GW20R,,,,,
Graduates under an Advanced Degree Plan and Identified as a current Special Education Student (Annual Graduates),,,,,,,,,,,,,,,,,,
2020-21,SASGA21R,RASGA21R,DASGA21R,DBSGA21R,DHSGA21R,DWSGA21R,"DISGA21R
:unselected:","D3SGA21R
:unselected:","D4SGA21R
:unselected:","D2SGA21R
:unselected:","DSSGA21R
:unselected:",DESGA21R,DLSGA21R,,,,,
2019-20,SASGA20R,RASGA20R,DASGA20R,DBSGA20R,DHSGA20R,DWSGA20R,"DISGA20R
:unselected:",D3SGA20R,"D4SGA20R
:unselected:","D2SGA20R
:unselected:","DSSGA20R
:unselected:",DESGA20R,DLSGA20R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
TSIA Results (Graduates >= Criterion) (Annual Graduates),,,,,,,,,,,,,,,,,,
Reading,,,,,,,,,,,,,,,,,,
2020-21,SAEGT21R,RAEGT21R,DAEGT21R,DBEGT21R,DHEGT21R,DWEGT21R,DIEGT21R,D3EGT21R,D4EGT21R,D2EGT21R,DSEGT21R,DEEGT21R,DLEGT21R,,,,,
2019-20,SAEGT20R,RAEGT20R,DAEGT20R,DBEGT20R,DHEGT20R,DWEGT20R,DIEGT20R,D3EGT20R,D4EGT20R,D2EGT20R,DSEGT20R,DEEGT20R,DLEGT20R,,,,,
Mathematics 2020-21,SAMGT21R,RAMGT21R,DAMGT21R,DBMGT21R,DHMGT21R,DWMGT21R,DIMGT21R,D3MGT21R,D4MGT21R,D2MGT21R,DSMGT21R,DEMGT21R,DLMGT21R,,,,,
2019-20,SAMGT20R,RAMGT20R,DAMGT20R,DBMGT20R,DHMGT20R,DWMGT20R,DIMGT20R,D3MGT20R,D4MGT20R,D2MGT20R,DSMGT20R,DEMGT20R,DLMGT20R,,,,,
Both Subjects 2020-21,SABGT21R,RABGT21R,DABGT21R,DBBGT21R,DHBGT21R,DWBGT21R,DIBGT21R,D3BGT21R,D4BGT21R,D2BGT21R,DSBGT21R,DEBGT21R,DLBGT21R,,,,,
2019-20,SABGT20R,RABGT20R,DABGT20R,DBBGT20R,DHBGT20R,DWBGT20R,DIBGT20R,D3BGT20R,D4BGT20R,D2BGT20R,DSBGT20R,DEBGT20R,DLBGT20R,,,,,
Completed and Received Credit for College Prep Courses (Annual Graduates),,,,,,,,,,,,,,,,,,
English Language Arts,,,,,,,,,,,,,,,,,,
2020-21,SAEGC21R,RAEGC21R,DAEGC21R,DBEGC21R,DHEGC21R,DWEGC21R,DIEGC21R,D3EGC21R,D4EGC21R,D2EGC21R,DSEGC21R,DEEGC21R,DLEGC21R,,,,,
2019-20,SAEGC20R,RAEGC20R,DAEGC20R,DBEGC20R,DHEGC20R,DWEGC20R,DIEGC20R,D3EGC20R,D4EGC20R,D2EGC20R,DSEGC20R,DEEGC20R,DLEGC20R,,,,,
Mathematics 2020-21,SAMGC21R,RAMGC21R,DAMGC21R,DBMGC21R,DHMGC21R,DWMGC21R,DIMGC21R,D3MGC21R,D4MGC21R,D2MGC21R,DSMGC21R,DEMGC21R,DLMGC21R,,,,,
2019-20,SAMGC20R,RAMGC20R,DAMGC20R,DBMGC20R,DHMGC20R,DWMGC20R,DIMGC20R,D3MGC20R,D4MGC20R,D2MGC20R,DSMGC20R,DEMGC20R,DLMGC20R,,,,,
Both Subjects 2020-21 2019-20,SABGC21R SABGC20R,RABGC21R RABGC20R,DABGC21R DABGC20R,DBBGC21R DBBGC20R,DHBGC21R DHBGC20R,DWBGC21R DWBGC20R,DIBGC21R DIBGC20R,D3BGC21R D3BGC20R,D4BGC21R D4BGC20R,D2BGC21R D2BGC20R,DSBGC21R DSBGC20R,DEBGC21R DEBGC20R,DLBGC21R DLBGC20R,,,,,
AP/IB Results (Participation) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,,,,
2020-21,SA0BTA21R,RA0BTA21R,DA0BTA21R,DB0BTA21R,DH0BTA21R,DW0BTA21R,DI0BTA21R,D30BTA21R,D40BTA21R,D20BTA21R,DS0BTA21R,DE0BTA21R,DL0BTA21R,,,,,
2019-20,SA0BTA20R,RA0BTA20R,DA0BTA20R,DB0BTA20R,DH0BTA20R,DW0BTA20R,DI0BTA20R,D30BTA20R,D40BTA20R,D20BTA20R,DS0BTA20R,DE0BTA20R,DL0BTA20R,,,,,
English Language Arts 2020-21,SA0BTE21R,RA0BTE21R,DA0BTE21R,DB0BTE21R,DH0BTE21R,DW0BTE21R,DI0BTE21R,D30BTE21R,D40BTE21R,D20BTE21R,DS0BTE21R,DE0BTE21R,DL0BTE21R,,,,,
2019-20,SA0BTE20R,RA0BTE20R,DA0BTE20R,DB0BTE20R,DH0BTE20R,DW0BTE20R,DI0BTE20R,D30BTE20R,D40BTE20R,D20BTE20R,DS0BTE20R,DE0BTE20R,DL0BTE20R,,,,,
Mathematics 2020-21,SA0BTM21R,RA0BTM21R,DA0BTM21R,DB0BTM21R,DH0BTM21R,DW0BTM21R,DI0BTM21R,D30BTM21R,D40BTM21R,D20BTM21R,DS0BTM21R,DE0BTM21R,DL0BTM21R,,,,,
2019-20,SA0BTM20R,RA0BTM20R,DA0BTM20R,DB0BTM20R,DH0BTM20R,DW0BTM20R,DI0BTM20R,D30BTM20R,D40BTM20R,D20BTM20R,DS0BTM20R,DE0BTM20R,DL0BTM20R,,,,,
Science,,,,,,,,,,,,,,,,,,
2020-21,SA0BTC21R,RA0BTC21R,DA0BTC21R,DB0BTC21R,DH0BTC21R,DW0BTC21R,DI0BTC21R,D30BTC21R,D40BTC21R,D20BTC21R,DS0BTC21R,DE0BTC21R,DL0BTC21R,,,,,
2019-20,SA0BTC20R,RA0BTC20R,DA0BTC20R,DB0BTC20R,DH0BTC20R,DW0BTC20R,DI0BTC20R,D30BTC20R,D40BTC20R,D20BTC20R,DS0BTC20R,DE0BTC20R,DL0BTC20R,,,,,
Social Studies 2020-21,SA0BTS21R,RA0BTS21R,DA0BTS21R,DB0BTS21R,DH0BTS21R,DW0BTS21R,DI0BTS21R,D30BTS21R,D40BTS21R,D20BTS21R,DS0BTS21R,DE0BTS21R,DL0BTS21R,,,,,
2019-20,SA0BTS20R,RA0BTS20R,DA0BTS20R,DB0BTS20R,DH0BTS20R,DW0BTS20R,DI0BTS20R,D30BTS20R,D40BTS20R,D20BTS20R,DS0BTS20R,DE0BTS20R,DL0BTS20R,,,,,
AP/IB Results (Examinees >= Criterion) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,,,,
2021,SA0BKA21R,RA0BKA21R,DA0BKA21R,DB0BKA21R,DH0BKA21R,DW0BKA21R,DI0BKA21R,D30BKA21R,D40BKA21R,D20BKA21R,DS0BKA21R,DE0BKA21R,DL0BKA21R,,,,,
2020,SA0BKA20R,RA0BKA20R,DA0BKA20R,DB0BKA20R,DH0BKA20R,DW0BKA20R,DI0BKA20R,D30BKA20R,D40BKA20R,D20BKA20R,DS0BKA20R,DE0BKA20R,DL0BKA20R,,,,,
English Language Arts 2021,SA0BKE21R,RA0BKE21R,DA0BKE21R,DB0BKE21R,DH0BKE21R,DW0BKE21R,DI0BKE21R,D30BKE21R,D40BKE21R,D20BKE21R,DS0BKE21R,DE0BKE21R,DL0BKE21R,,,,,
2020,SA0BKE20R,RA0BKE20R,DA0BKE20R,DB0BKE20R,DH0BKE20R,DW0BKE20R,DI0BKE20R,D30BKE20R,D40BKE20R,D20BKE20R,DS0BKE20R,DE0BKE20R,DL0BKE20R,,,,,
Mathematics 2021,SA0BKM21R,RA0BKM21R,DA0BKM21R,DB0BKM21R,DH0BKM21R,DW0BKM21R,DI0BKM21R,D30BKM21R,D40BKM21R,D20BKM21R,DS0BKM21R,DE0BKM21R,DL0BKM21R,,,,,
2020,SA0BKM20R,RA0BKM20R,DA0BKM20R,DB0BKM20R,DH0BKM20R,DW0BKM20R,DI0BKM20R,D30BKM20R,D40BKM20R,D20BKM20R,DS0BKM20R,DE0BKM20R,DL0BKM20R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Science 2021,SA0BKC21R,RA0BKC21R,DA0BKC21R,DB0BKC21R,DH0BKC21R,DW0BKC21R,DI0BKC21R,D30BKC21R,D40BKC21R,D20BKC21R,DS0BKC21R,DE0BKC21R,DL0BKC21R,,,,,
2020,SA0BKC20R,RA0BKC20R,DA0BKC20R,DB0BKC20R,DH0BKC20R,DW0BKC20R,DI0BKC20R,D30BKC20R,D40BKC20R,D20BKC20R,DS0BKC20R,DE0BKC20R,DL0BKC20R,,,,,
Social Studies,,,,,,,,,,,,,,,,,,
2021,SA0BKS21R,RA0BKS21R,DA0BKS21R,DB0BKS21R,DH0BKS21R,DW0BKS21R,DI0BKS21R,D30BKS21R,D40BKS21R,D20BKS21R,DS0BKS21R,DE0BKS21R,DL0BKS21R,,,,,
2020,SA0BKS20R,RA0BKS20R,DA0BKS20R,DB0BKS20R,DH0BKS20R,DW0BKS20R,DI0BKS20R,D30BKS20R,D40BKS20R,D20BKS20R,DS0BKS20R,DE0BKS20R,DL0BKS20R,,,,,
SAT/ACT Results (Annual Graduates),,,,,,,,,,,,,,,,,,
Tested,,,,,,,,,,,,,,,,,,
2020-21,SA0CT21R,RA0CT21R,DA0CT21R,DB0CT21R,DH0CT21R,DW0CT21R,DI0CT21R,D30CT21R,D40CT21R,D20CT21R,DS0CT21R,DE0CT21R,DL0CT21R,,,,,
2019-20,SA0CT20R,RA0CT20R,DA0CT20R,DB0CT20R,DH0CT20R,DW0CT20R,DI0CT20R,D30CT20R,D40CT20R,D20CT20R,DS0CT20R,DE0CT20R,DL0CT20R,,,,,
At/Above Criterion for All Examinees,,,,,,,,,,,,,,,,,,
2020-21,SA0CC21R,RA0CC21R,DA0CC21R,DB0CC21R,DH0CC21R,DW0CC21R,DI0CC21R,D30CC21R,D40CC21R,D20CC21R,DS0CC21R,DE0CC21R,DL0CC21R,,,,,
2019-20,SA0CC20R,RA0CC20R,DA0CC20R,DB0CC20R,DH0CC20R,DW0CC20R,DI0CC20R,D30CC20R,D40CC20R,D20CC20R,DS0CC20R,DE0CC20R,DL0CC20R,,,,,
Average SAT Score (Annual Graduates),,,,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,,,,
2020-21,SA0CSA21R,RA0CSA21R,DA0CSA21R,DB0CSA21R,DH0CSA21R,DW0CSA21R,DI0CSA21R,D30CSA21R,D40CSA21R,D20CSA21R,DS0CSA21R,DE0CSA21R,DL0CSA21R,,,,,
2019-20,SA0CSA20R,RA0CSA20R,DA0CSA20R,DB0CSA20R,DH0CSA20R,DW0CSA20R,DI0CSA20R,D30CSA20R,D40CSA20R,D20CSA20R,DS0CSA20R,DE0CSA20R,DL0CSA20R,,,,,
English Language Arts and Writing,,,,,,,,,,,,,,,,,,
