DISTRICT,DD000A00200022R,DD000AA1200022R,DD000AE2200022R,DD000AM0200022R,DD000AR0200022R,DD004AM0200022R,DD004AR0200022R,DD005AM0200022R,DD005AR0200022R,DD006AM0200022R,DD006AR0200022R,DD007AM0200022R,DD007AR0200022R,DD008AM0200022R,DD008AR0200022R,DD200A00200022R,DD200AA1200022R,DD200AE2200022R,DD200AM0200022R,DD200AR0200022R,DD204AM0200022R,DD204AR0200022R,DD205AM0200022R,DD205AR0200022R,DD206AM0200022R,DD206AR0200022R,DD207AM0200022R,DD207AR0200022R,DD208AM0200022R,DD208AR0200022R,DD300A00200022R,DD300AA1200022R,DD300AE2200022R,DD300AM0200022R,DD300AR0200022R,DD304AM0200022R,DD304AR0200022R,DD305AM0200022R,DD305AR0200022R,DD306AM0200022R,DD306AR0200022R,DD307AM0200022R,DD307AR0200022R,DD308AM0200022R,DD308AR0200022R,DD400A00200022R,DD400AA1200022R,DD400AE2200022R,DD400AM0200022R,DD400AR0200022R,DD404AM0200022R,DD404AR0200022R,DD405AM0200022R,DD405AR0200022R,DD406AM0200022R,DD406AR0200022R,DD407AM0200022R,DD407AR0200022R,DD408AM0200022R,DD408AR0200022R,DDA00A00200022R,DDA00AA1200022R,DDA00AE2200022R,DDA00AM0200022R,DDA00AR0200022R,DDA04AM0200022R,DDA04AR0200022R,DDA05AM0200022R,DDA05AR0200022R,DDA06AM0200022R,DDA06AR0200022R,DDA07AM0200022R,DDA07AR0200022R,DDA08AM0200022R,DDA08AR0200022R,DDB00A00200022R,DDB00AA1200022R,DDB00AE2200022R,DDB00AM0200022R,DDB00AR0200022R,DDB04AM0200022R,DDB04AR0200022R,DDB05AM0200022R,DDB05AR0200022R,DDB06AM0200022R,DDB06AR0200022R,DDB07AM0200022R,DDB07AR0200022R,DDB08AM0200022R,DDB08AR0200022R,DDE00A00200022R,DDE00AA1200022R,DDE00AE2200022R,DDE00AM0200022R,DDE00AR0200022R,DDE04AM0200022R,DDE04AR0200022R,DDE05AM0200022R,DDE05AR0200022R,DDE06AM0200022R,DDE06AR0200022R,DDE07AM0200022R,DDE07AR0200022R,DDE08AM0200022R,DDE08AR0200022R,DDF00A00200022R,DDF00AA1200022R,DDF00AE2200022R,DDF00AM0200022R,DDF00AR0200022R,DDF04AM0200022R,DDF04AR0200022R,DDF05AM0200022R,DDF05AR0200022R,DDF06AM0200022R,DDF06AR0200022R,DDF07AM0200022R,DDF07AR0200022R,DDF08AM0200022R,DDF08AR0200022R,DDH00A00200022R,DDH00AA1200022R,DDH00AE2200022R,DDH00AM0200022R,DDH00AR0200022R,DDH04AM0200022R,DDH04AR0200022R,DDH05AM0200022R,DDH05AR0200022R,DDH06AM0200022R,DDH06AR0200022R,DDH07AM0200022R,DDH07AR0200022R,DDH08AM0200022R,DDH08AR0200022R,DDI00A00200022R,DDI00AA1200022R,DDI00AE2200022R,DDI00AM0200022R,DDI00AR0200022R,DDI04AM0200022R,DDI04AR0200022R,DDI05AM0200022R,DDI05AR0200022R,DDI06AM0200022R,DDI06AR0200022R,DDI07AM0200022R,DDI07AR0200022R,DDI08AM0200022R,DDI08AR0200022R,DDM00A00200022R,DDM00AA1200022R,DDM00AE2200022R,DDM00AM0200022R,DDM00AR0200022R,DDM04AM0200022R,DDM04AR0200022R,DDM05AM0200022R,DDM05AR0200022R,DDM06AM0200022R,DDM06AR0200022R,DDM07AM0200022R,DDM07AR0200022R,DDM08AM0200022R,DDM08AR0200022R,DDR00A00200022R,DDR00AA1200022R,DDR00AE2200022R,DDR00AM0200022R,DDR00AR0200022R,DDR04AM0200022R,DDR04AR0200022R,DDR05AM0200022R,DDR05AR0200022R,DDR06AM0200022R,DDR06AR0200022R,DDR07AM0200022R,DDR07AR0200022R,DDR08AM0200022R,DDR08AR0200022R,DDS00A00200022R,DDS00AA1200022R,DDS00AE2200022R,DDS00AM0200022R,DDS00AR0200022R,DDS04AM0200022R,DDS04AR0200022R,DDS05AM0200022R,DDS05AR0200022R,DDS06AM0200022R,DDS06AR0200022R,DDS07AM0200022R,DDS07AR0200022R,DDS08AM0200022R,DDS08AR0200022R,DDW00A00200022R,DDW00AA1200022R,DDW00AE2200022R,DDW00AM0200022R,DDW00AR0200022R,DDW04AM0200022R,DDW04AR0200022R,DDW05AM0200022R,DDW05AR0200022R,DDW06AM0200022R,DDW06AR0200022R,DDW07AM0200022R,DDW07AR0200022R,DDW08AM0200022R,DDW08AR0200022R,DISTNAME,DNC00A00200022R,DNC00AA1200022R,DNC00AE2200022R,DNC00AM0200022R,DNC00AR0200022R,DNC04AM0200022R,DNC04AR0200022R,DNC05AM0200022R,DNC05AR0200022R,DNC06AM0200022R,DNC06AR0200022R,DNC07AM0200022R,DNC07AR0200022R,DNC08AM0200022R,DNC08AR0200022R,DNM00A00200022R,DNM00AA1200022R,DNM00AE2200022R,DNM00AM0200022R,DNM00AR0200022R,DNM04AM0200022R,DNM04AR0200022R,DNM05AM0200022R,DNM05AR0200022R,DNM06AM0200022R,DNM06AR0200022R,DNM07AM0200022R,DNM07AR0200022R,DNM08AM0200022R,DNM08AR0200022R,DNS00A00200022R,DNS00AA1200022R,DNS00AE2200022R,DNS00AM0200022R,DNS00AR0200022R,DNS04AM0200022R,DNS04AR0200022R,DNS05AM0200022R,DNS05AR0200022R,DNS06AM0200022R,DNS06AR0200022R,DNS07AM0200022R,DNS07AR0200022R,DNS08AM0200022R,DNS08AR0200022R
"'227814",91,-1,-1,94,88,92,92,100,100,.,.,-1,-1,-1,-1,80,.,-1,-1,83,-1,-1,.,.,-1,-1,-1,-1,.,.,89,-1,-1,88,90,-1,-1,100,100,64,64,100,100,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,100,78,85,85,82,88,90,90,58,61,100,97,88,96,86,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,88,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,88,100,77,92,85,-1,70,100,83,90,78,100,100,83,94,83,-1,-1,89,78,-1,-1,-1,80,50,-1,100,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,100,80,80,84,93,100,86,93,22,44,100,93,92,100,90,-1,-1,90,90,86,94,86,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,100,86,81,83,-1,-1,71,86,60,60,-1,-1,83,92,"CHAPARRAL STAR ACADEMY",83,100,75,81,86,-1,-1,88,100,53,68,100,100,90,100,87,100,80,89,84,75,89,92,85,-1,-1,100,95,86,93,-1,.,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.
"'227816",80,67,87,76,83,87,80,78,91,74,69,67,91,86,83,89,.,.,95,83,83,67,-1,-1,100,83,-1,-1,-1,-1,90,83,-1,88,92,93,93,89,96,71,81,97,100,81,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,72,85,78,84,84,83,79,91,77,68,73,93,86,85,85,-1,-1,81,89,72,80,89,95,78,81,85,98,100,100,80,-1,-1,78,82,88,83,75,91,76,64,67,92,87,83,81,80,93,78,83,84,86,74,91,77,64,72,95,86,81,78,68,75,75,81,87,84,69,86,76,64,66,91,85,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,67,71,79,83,88,82,79,88,78,73,74,90,86,86,79,66,81,76,83,85,81,78,91,74,68,67,91,85,83,67,46,64,64,71,70,80,64,76,67,68,52,70,76,63,82,100,-1,84,80,84,76,85,96,80,64,80,91,100,78,"HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS",83,71,88,79,86,85,85,80,92,80,71,77,96,87,86,79,74,75,78,81,84,82,78,89,75,65,68,89,86,83,81,-1,88,68,89,50,80,80,80,-1,-1,-1,-1,-1,-1
"'227817",90,-1,75,89,90,63,90,100,100,100,100,92,100,-1,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,93,75,85,92,50,93,88,100,100,100,94,100,-1,92,82,.,-1,71,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,100,79,87,92,44,91,88,100,100,100,97,100,-1,90,86,-1,83,78,93,33,83,80,100,-1,-1,-1,-1,-1,100,91,100,76,89,91,60,92,100,100,100,100,94,100,-1,89,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,91,-1,71,91,91,67,100,-1,-1,-1,100,93,100,-1,83,89,-1,70,88,89,63,90,100,100,-1,-1,94,100,-1,83,76,-1,50,68,81,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,"CEDARS INTERNATIONAL ACADEMY",90,-1,79,85,92,50,91,88,100,-1,100,97,100,-1,100,87,-1,-1,85,88,-1,-1,.,.,-1,100,-1,-1,-1,-1,67,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'227819",72,.,.,71,72,60,60,83,88,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,100,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,.,.,81,82,74,70,88,94,.,.,.,.,.,.,77,.,.,73,82,67,78,-1,-1,.,.,.,.,.,.,75,.,.,78,72,74,61,86,92,.,.,.,.,.,.,84,.,.,84,85,76,65,89,100,.,.,.,.,.,.,77,.,.,77,78,75,60,79,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,.,77,79,72,75,85,85,.,.,.,.,.,.,77,.,.,78,77,71,67,87,93,.,.,.,.,.,.,65,.,.,75,56,67,42,92,83,.,.,.,.,.,.,91,.,.,93,89,83,92,100,88,.,.,.,.,.,.,"UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL",81,.,.,81,82,75,70,87,96,.,.,.,.,.,.,82,.,.,82,81,71,71,90,89,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'227820",76,62,81,70,82,79,84,78,85,66,72,64,90,100,83,75,83,73,70,80,67,67,75,88,71,86,50,100,.,69,90,98,77,91,89,92,87,90,100,86,71,88,100,.,93,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,76,63,77,69,82,75,82,76,85,67,71,65,92,94,85,76,62,71,70,82,69,81,79,87,72,70,66,92,-1,86,76,62,77,69,82,75,82,76,85,67,71,65,91,100,85,78,67,81,71,84,75,84,78,88,69,71,66,94,83,89,76,62,78,69,82,77,83,75,85,65,71,65,91,100,85,65,54,70,58,72,50,67,63,50,65,60,55,100,.,78,74,59,73,67,80,75,81,74,83,65,71,65,89,100,82,75,57,79,68,81,78,83,76,85,65,71,63,90,100,82,65,35,76,58,71,62,69,71,70,64,68,52,75,94,71,75,62,69,68,81,55,84,77,96,68,68,76,95,.,83,"KIPP TEXAS PUBLIC SCHOOLS",77,65,77,71,82,76,83,78,86,69,70,67,92,91,85,74,59,77,66,82,72,82,73,84,64,71,64,92,100,85,67,43,82,61,73,76,70,68,73,57,61,54,92,.,75
"'227821",-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,58,.,.,33,83,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,.,.,59,85,57,76,81,94,30,50,38,94,64,100,-1,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,70,.,.,53,87,67,75,-1,-1,-1,-1,-1,-1,-1,-1,69,.,.,56,82,50,78,88,97,20,40,25,86,-1,-1,70,.,.,61,79,-1,-1,78,100,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,75,.,.,63,87,72,72,73,90,40,60,45,100,67,100,70,.,.,59,82,-1,-1,-1,-1,.,.,30,100,-1,-1,75,.,.,59,91,-1,-1,83,92,-1,-1,-1,-1,-1,-1,74,.,.,61,87,60,83,83,90,50,67,36,92,56,100,"AUSTIN DISCOVERY SCHOOL",74,.,.,67,81,69,77,92,95,33,17,31,89,63,100,70,.,.,50,89,46,75,63,92,-1,-1,44,100,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'227824",74,-1,71,68,80,89,100,85,96,61,43,50,92,50,71,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,63,77,73,74,85,86,85,86,49,38,71,93,81,72,91,-1,-1,94,88,-1,-1,-1,-1,.,.,-1,-1,-1,-1,76,63,74,76,75,87,91,88,86,55,33,70,93,83,69,75,58,85,72,78,82,82,89,95,44,24,70,100,86,93,72,58,75,71,73,84,85,84,86,49,38,70,93,77,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,-1,67,73,71,88,91,81,80,52,48,73,87,79,65,74,50,81,72,76,88,92,82,87,54,44,57,88,84,73,75,.,-1,79,70,100,86,88,75,57,43,-1,-1,-1,-1,92,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,"VALERE PUBLIC SCHOOLS",78,67,74,81,76,84,82,85,93,71,38,73,83,100,72,70,-1,-1,67,73,87,93,85,81,39,38,71,100,71,72,88,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.
"'227825",66,49,69,60,71,66,69,48,77,71,59,65,83,50,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,52,68,61,72,66,69,48,79,72,61,67,85,50,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,71,63,75,64,77,62,78,52,79,72,68,68,89,40,79,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,43,60,59,68,71,58,46,79,73,55,66,82,-1,69,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,55,50,70,51,57,33,40,60,45,60,44,55,67,50,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AUSTIN ACHIEVE PUBLIC SCHOOLS",67,47,69,58,74,64,66,45,78,76,68,61,93,60,72,68,57,63,64,71,68,71,51,80,70,57,71,80,-1,75,54,.,-1,64,43,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'227826",80,.,.,67,93,50,94,67,100,-1,-1,.,.,.,.,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,.,.,70,78,55,69,82,86,76,82,.,.,.,.,58,.,.,57,60,50,60,83,50,-1,-1,.,.,.,.,75,.,.,65,84,47,79,73,87,88,88,.,.,.,.,74,.,.,66,82,47,71,82,89,69,88,.,.,.,.,81,.,.,74,88,63,78,75,100,94,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,.,.,73,76,61,68,83,83,83,78,.,.,.,.,79,.,.,65,93,50,94,63,100,-1,-1,.,.,.,.,68,.,.,64,71,40,80,80,60,-1,-1,.,.,.,.,73,.,.,69,76,50,65,84,88,-1,-1,.,.,.,.,"MONTESSORI FOR ALL",76,.,.,70,82,56,73,82,90,73,85,.,.,.,.,67,.,.,72,63,50,50,83,67,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'227827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE EXCEL CENTER - FOR ADULTS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'227829",62,60,.,45,79,-1,-1,80,90,-1,-1,0,91,-1,100,76,-1,-1,73,79,-1,-1,80,100,78,67,-1,-1,-1,-1,82,-1,-1,86,79,78,89,-1,-1,100,80,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,69,83,74,80,81,73,82,88,75,66,54,92,64,88,88,-1,.,97,80,-1,-1,-1,-1,100,67,-1,-1,.,.,72,59,-1,63,80,63,72,84,89,67,50,38,96,70,88,82,72,-1,79,86,82,79,89,91,81,72,61,92,75,100,72,58,-1,63,80,73,80,76,88,61,50,45,88,70,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,66,75,69,74,81,67,75,85,67,57,45,92,50,72,73,30,-1,63,83,74,62,74,88,76,76,38,90,70,94,66,-1,-1,61,71,59,59,57,86,83,68,-1,50,-1,92,79,72,86,77,81,85,70,84,88,74,69,58,93,64,90,"VALOR PUBLIC SCHOOLS",77,67,70,74,79,86,68,84,84,69,68,50,92,90,82,78,70,93,74,81,79,75,81,90,77,65,57,92,50,93,84,.,.,81,88,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'227901",72,54,69,69,74,79,73,89,88,51,51,54,83,67,78,83,85,78,80,85,84,87,89,97,69,76,69,91,72,83,85,94,71,85,85,88,92,95,94,73,74,74,97,75,92,76,-1,75,78,75,-1,-1,.,.,-1,-1,.,-1,-1,.,76,68,72,73,78,80,80,88,91,60,59,61,88,69,82,70,47,67,67,73,72,81,86,88,54,42,56,82,67,72,71,52,70,68,74,77,76,87,88,51,49,54,83,68,78,77,70,75,74,80,79,81,89,92,58,60,61,90,71,82,72,55,71,69,75,78,75,87,89,54,52,56,84,68,80,83,-1,60,80,86,-1,-1,-1,-1,75,100,-1,-1,-1,-1,75,66,70,73,77,82,79,86,90,61,58,60,87,66,83,72,53,70,70,75,78,76,88,89,56,49,56,84,68,79,68,40,65,65,71,69,70,82,84,57,51,59,77,63,74,81,90,74,79,83,83,85,87,94,68,67,73,95,70,88,"AUSTIN ISD",77,69,73,74,79,81,80,88,92,60,60,62,90,69,84,72,61,68,69,75,78,79,86,89,58,55,57,83,66,75,83,73,79,81,84,87,82,88,96,73,67,67,89,61,79
"'227904",69,44,71,64,75,78,68,79,85,56,60,55,85,61,75,73,77,66,69,76,72,70,68,90,64,59,60,87,69,85,81,81,79,79,82,84,83,88,90,68,71,73,93,73,86,70,-1,-1,68,71,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,71,59,72,66,76,74,72,76,88,60,61,55,88,66,79,69,55,73,64,75,68,71,76,87,62,52,53,86,65,80,68,47,70,62,73,70,66,76,86,60,55,51,84,62,78,73,60,75,67,79,74,74,78,90,58,62,56,92,70,84,69,50,70,63,75,73,70,75,88,57,58,53,86,64,77,60,-1,-1,61,59,-1,-1,-1,-1,.,.,-1,-1,-1,30,70,58,70,65,74,74,71,73,87,62,59,55,86,63,74,68,44,70,63,74,73,69,78,87,61,57,54,84,63,76,62,21,58,57,68,65,56,73,84,62,61,49,75,56,72,75,71,74,69,79,75,73,74,90,60,67,66,96,69,80,"PFLUGERVILLE ISD",72,62,72,66,77,76,73,77,90,59,61,54,89,66,80,70,49,71,64,75,68,70,74,86,63,60,58,88,66,78,73,65,76,69,77,77,67,83,94,54,61,57,83,70,78
"'227907",66,41,64,59,72,67,80,73,88,52,55,45,74,62,76,70,-1,80,57,81,61,79,70,90,65,68,29,83,50,100,78,60,76,74,81,91,91,89,87,56,62,70,100,68,85,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,67,41,67,59,74,66,80,75,89,53,56,44,78,58,78,67,38,73,55,77,61,84,81,88,52,63,38,85,52,81,67,42,67,60,73,66,79,76,88,53,54,46,79,60,78,69,35,70,60,77,68,82,79,92,52,54,39,86,65,88,66,39,64,59,72,66,79,73,88,52,54,46,76,57,75,65,-1,-1,70,60,-1,-1,-1,-1,-1,-1,.,.,-1,-1,64,45,64,57,70,64,78,71,86,53,58,49,72,51,70,66,36,64,59,73,65,80,75,88,54,56,45,78,60,77,58,23,41,54,62,55,77,68,73,53,55,52,70,58,62,68,53,61,61,75,60,78,67,100,56,50,41,75,81,86,"MANOR ISD",66,43,66,58,73,65,84,74,88,52,55,45,79,56,78,67,35,69,60,75,67,73,77,91,54,60,43,78,60,79,62,-1,-1,57,67,39,44,67,94,56,69,-1,-1,100,-1
"'227909",82,83,90,80,84,79,83,65,81,94,88,78,89,100,83,84,84,60,86,83,94,77,80,96,100,74,83,97,84,88,88,98,71,90,87,94,87,82,89,94,86,85,98,87,95,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,81,86,65,81,82,83,83,76,89,86,69,75,96,83,91,75,-1,50,66,83,-1,-1,-1,-1,-1,-1,50,100,-1,.,70,47,50,67,73,65,88,53,75,100,60,69,89,75,92,83,84,67,82,84,84,82,77,91,88,73,77,97,87,94,79,86,62,79,79,80,85,68,84,86,70,71,91,86,88,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,80,88,64,80,80,81,83,76,88,84,66,73,95,79,87,78,73,57,77,78,83,81,75,90,91,61,65,94,78,85,72,51,54,70,74,77,81,71,80,91,70,59,86,68,73,80,84,65,80,81,80,82,77,89,85,66,74,96,81,90,"EANES ISD",81,86,66,81,82,82,84,78,90,86,68,75,95,81,90,81,85,63,81,82,85,78,70,85,86,76,74,97,90,94,79,100,60,73,84,90,60,65,92,-1,71,78,100,50,100
"'227910",72,57,70,69,75,82,63,86,81,61,61,42,86,72,85,79,83,50,81,77,75,75,100,80,88,81,-1,100,75,82,83,-1,-1,81,84,80,100,93,100,70,42,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,58,73,69,76,77,69,86,82,63,61,44,86,73,85,75,60,79,72,77,64,76,91,79,70,53,61,87,82,89,72,56,73,68,76,78,69,86,82,63,61,44,87,72,85,75,67,83,71,80,80,72,88,85,60,59,42,90,75,91,72,57,73,68,76,79,68,85,82,62,62,43,86,72,86,75,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,70,50,65,67,73,74,67,83,80,66,64,46,83,72,80,71,53,71,68,75,79,66,86,81,63,60,44,85,72,84,59,27,54,55,63,60,50,73,70,58,54,32,75,65,79,71,50,77,67,74,75,75,87,80,71,66,25,82,89,72,"DEL VALLE ISD",73,60,76,68,77,80,68,86,83,60,63,44,86,71,88,71,51,67,69,73,74,71,85,80,69,59,44,89,77,79,80,-1,-1,78,82,85,70,89,88,100,93,67,92,50,-1
"'227912",63,30,-1,51,75,33,83,50,60,59,50,44,83,86,100,78,70,67,73,83,-1,-1,-1,-1,80,60,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,75,55,66,72,78,65,72,82,88,76,57,64,95,83,92,-1,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,.,66,34,62,59,72,50,63,74,77,55,45,48,92,88,88,78,68,66,74,80,55,84,87,91,73,54,66,97,86,93,71,45,57,65,78,63,77,77,78,73,55,54,91,75,100,75,.,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,73,47,66,70,76,71,66,78,85,80,60,63,91,80,91,65,38,54,60,70,62,81,58,62,59,44,53,79,85,100,63,17,30,58,68,73,64,69,92,54,36,55,80,73,91,77,58,68,76,78,65,72,85,91,77,58,77,96,87,88,"LAGO VISTA ISD",75,53,63,73,76,68,71,83,85,76,64,66,95,84,90,76,59,75,71,80,62,73,81,92,77,41,63,94,82,95,89,-1,-1,80,98,80,100,85,100,-1,-1,.,-1,-1,-1
"'227913",62,65,60,57,67,58,45,64,81,52,56,42,90,67,63,78,82,67,77,79,67,79,78,82,89,72,68,95,78,79,85,95,68,87,83,89,82,82,98,78,64,67,98,91,91,92,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,76,82,70,74,77,77,72,74,86,69,58,58,92,77,86,73,93,58,75,72,95,68,66,77,72,39,-1,95,77,88,63,65,65,58,68,59,57,61,77,60,48,44,88,60,69,77,80,67,74,79,77,75,77,89,65,59,60,94,81,91,69,73,67,65,73,72,63,68,79,56,58,48,89,72,77,70,-1,-1,56,81,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,75,85,72,73,76,77,69,71,83,72,58,56,89,73,81,68,59,61,63,73,60,57,71,84,60,59,47,89,77,79,64,47,56,62,66,65,59,68,78,59,48,49,81,78,70,76,84,71,75,78,77,72,75,87,71,58,62,91,76,89,"LAKE TRAVIS ISD",75,83,71,73,77,77,71,73,86,67,60,55,90,77,86,76,78,65,75,77,77,74,76,86,75,55,67,95,75,85,80,91,83,78,81,81,74,89,87,70,64,39,93,76,86
"'228901",83,.,.,83,83,-1,-1,-1,-1,-1,-1,.,.,.,.,83,-1,-1,68,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,100,.,.,-1,-1,.,.,.,.,.,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,77,55,75,71,83,66,85,85,78,85,81,58,98,75,84,71,-1,-1,67,75,-1,-1,-1,-1,86,57,-1,-1,80,80,77,47,76,72,81,65,78,78,73,88,82,68,100,78,85,79,62,79,74,84,65,88,88,73,83,86,64,95,91,85,83,75,100,77,88,77,91,88,50,100,100,60,100,60,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,46,71,69,82,67,83,82,81,87,77,54,100,67,83,70,45,83,61,79,-1,-1,80,60,81,75,-1,-1,44,82,58,33,75,54,63,63,25,69,63,65,77,-1,-1,54,62,76,51,66,70,82,60,82,83,81,82,81,60,97,81,84,"GROVETON ISD",78,68,78,73,83,63,85,82,83,90,77,59,97,64,80,76,28,63,68,84,73,85,93,61,76,90,56,100,100,96,71,.,.,57,86,-1,-1,.,.,-1,-1,-1,-1,-1,-1
