DISTRICT,DD008AMA1222R,DD008AMA1322R,DD008AMA1S22R,DD008ARE1222R,DD008ARE1322R,DD008ARE1S22R,DD008ASC1222R,DD008ASC1322R,DD008ASC1S22R,DD008ASS1222R,DD008ASS1322R,DD008ASS1S22R,DD208AMA1222R,DD208AMA1322R,DD208AMA1S22R,DD208ARE1222R,DD208ARE1322R,DD208ARE1S22R,DD208ASC1222R,DD208ASC1322R,DD208ASC1S22R,DD208ASS1222R,DD208ASS1322R,DD208ASS1S22R,DD308AMA1222R,DD308AMA1322R,DD308AMA1S22R,DD308ARE1222R,DD308ARE1322R,DD308ARE1S22R,DD308ASC1222R,DD308ASC1322R,DD308ASC1S22R,DD308ASS1222R,DD308ASS1322R,DD308ASS1S22R,DD408AMA1222R,DD408AMA1322R,DD408AMA1S22R,DD408ARE1222R,DD408ARE1322R,DD408ARE1S22R,DD408ASC1222R,DD408ASC1322R,DD408ASC1S22R,DD408ASS1222R,DD408ASS1322R,DD408ASS1S22R,DDA08AMA1222R,DDA08AMA1322R,DDA08AMA1S22R,DDA08ARE1222R,DDA08ARE1322R,DDA08ARE1S22R,DDA08ASC1222R,DDA08ASC1322R,DDA08ASC1S22R,DDA08ASS1222R,DDA08ASS1322R,DDA08ASS1S22R,DDB08AMA1222R,DDB08AMA1322R,DDB08AMA1S22R,DDB08ARE1222R,DDB08ARE1322R,DDB08ARE1S22R,DDB08ASC1222R,DDB08ASC1322R,DDB08ASC1S22R,DDB08ASS1222R,DDB08ASS1322R,DDB08ASS1S22R,DDE08AMA1222R,DDE08AMA1322R,DDE08AMA1S22R,DDE08ARE1222R,DDE08ARE1322R,DDE08ARE1S22R,DDE08ASC1222R,DDE08ASC1322R,DDE08ASC1S22R,DDE08ASS1222R,DDE08ASS1322R,DDE08ASS1S22R,DDF08AMA1222R,DDF08AMA1322R,DDF08AMA1S22R,DDF08ARE1222R,DDF08ARE1322R,DDF08ARE1S22R,DDF08ASC1222R,DDF08ASC1322R,DDF08ASC1S22R,DDF08ASS1222R,DDF08ASS1322R,DDF08ASS1S22R,DDH08AMA1222R,DDH08AMA1322R,DDH08AMA1S22R,DDH08ARE1222R,DDH08ARE1322R,DDH08ARE1S22R,DDH08ASC1222R,DDH08ASC1322R,DDH08ASC1S22R,DDH08ASS1222R,DDH08ASS1322R,DDH08ASS1S22R,DDI08AMA1222R,DDI08AMA1322R,DDI08AMA1S22R,DDI08ARE1222R,DDI08ARE1322R,DDI08ARE1S22R,DDI08ASC1222R,DDI08ASC1322R,DDI08ASC1S22R,DDI08ASS1222R,DDI08ASS1322R,DDI08ASS1S22R,DDL08AMA1222R,DDL08AMA1322R,DDL08AMA1S22R,DDL08ARE1222R,DDL08ARE1322R,DDL08ARE1S22R,DDL08ASC1222R,DDL08ASC1322R,DDL08ASC1S22R,DDL08ASS1222R,DDL08ASS1322R,DDL08ASS1S22R,DDM08AMA1222R,DDM08AMA1322R,DDM08AMA1S22R,DDM08ARE1222R,DDM08ARE1322R,DDM08ARE1S22R,DDM08ASC1222R,DDM08ASC1322R,DDM08ASC1S22R,DDM08ASS1222R,DDM08ASS1322R,DDM08ASS1S22R,DDR08AMA1222R,DDR08AMA1322R,DDR08AMA1S22R,DDR08ARE1222R,DDR08ARE1322R,DDR08ARE1S22R,DDR08ASC1222R,DDR08ASC1322R,DDR08ASC1S22R,DDR08ASS1222R,DDR08ASS1322R,DDR08ASS1S22R,DDS08AMA1222R,DDS08AMA1322R,DDS08AMA1S22R,DDS08ARE1222R,DDS08ARE1322R,DDS08ARE1S22R,DDS08ASC1222R,DDS08ASC1322R,DDS08ASC1S22R,DDS08ASS1222R,DDS08ASS1322R,DDS08ASS1S22R,DDW08AMA1222R,DDW08AMA1322R,DDW08AMA1S22R,DDW08ARE1222R,DDW08ARE1322R,DDW08ARE1S22R,DDW08ASC1222R,DDW08ASC1322R,DDW08ASC1S22R,DDW08ASS1222R,DDW08ASS1322R,DDW08ASS1S22R,DISTNAME,DNC08AMA1222R,DNC08AMA1322R,DNC08AMA1S22R,DNC08ARE1222R,DNC08ARE1322R,DNC08ARE1S22R,DNC08ASC1222R,DNC08ASC1322R,DNC08ASC1S22R,DNC08ASS1222R,DNC08ASS1322R,DNC08ASS1S22R,DNM08AMA1222R,DNM08AMA1322R,DNM08AMA1S22R,DNM08ARE1222R,DNM08ARE1322R,DNM08ARE1S22R,DNM08ASC1222R,DNM08ASC1322R,DNM08ASC1S22R,DNM08ASS1222R,DNM08ASS1322R,DNM08ASS1S22R,DNS08AMA1222R,DNS08AMA1322R,DNS08AMA1S22R,DNS08ARE1222R,DNS08ARE1322R,DNS08ARE1S22R,DNS08ASC1222R,DNS08ASC1322R,DNS08ASC1S22R,DNS08ASS1222R,DNS08ASS1322R,DNS08ASS1S22R
"'176901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,0,47,59,41,88,24,18,59,13,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,43,64,50,86,21,14,57,8,0,46,10,0,40,70,50,100,20,10,60,0,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,0,57,43,29,71,29,29,57,29,0,43,11,0,44,67,44,89,11,11,44,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,50,58,33,83,25,17,58,18,0,45,"BURKEVILLE ISD",11,0,56,56,33,78,22,22,67,11,0,56,38,0,38,63,50,100,25,13,50,14,0,43,.,.,.,.,.,.,.,.,.,.,.,.
"'176902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,7,72,43,20,84,50,34,84,44,27,80,15,0,60,29,0,86,38,19,81,38,14,81,26,9,70,38,13,81,48,27,85,40,21,79,24,6,65,52,35,83,43,35,83,52,30,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,8,75,38,13,85,53,34,85,40,26,81,21,7,63,20,7,75,34,18,77,30,18,73,44,25,63,41,24,65,53,35,71,53,29,76,41,13,78,50,30,84,59,43,86,48,34,80,"NEWTON ISD",22,8,64,38,21,83,50,38,85,44,29,79,43,5,86,55,18,86,50,27,82,45,23,82,.,.,.,.,.,.,.,.,.,.,.,.
"'176903",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,12,76,68,41,88,47,24,88,18,12,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,14,76,57,33,86,43,19,86,24,14,38,50,8,58,58,42,83,33,17,75,17,17,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,14,86,71,38,90,57,29,95,19,10,52,32,0,68,53,26,84,26,16,84,5,0,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,10,79,72,41,86,48,24,90,17,10,45,"DEWEYVILLE ISD",50,17,88,75,58,96,50,29,96,21,17,50,30,0,50,50,0,70,40,10,70,10,0,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'177901",.,.,.,38,25,63,.,.,.,0,0,13,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,39,84,.,.,.,20,8,45,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,50,21,75,.,.,.,8,4,21,.,.,.,44,26,78,.,.,.,7,4,30,.,.,.,40,20,70,.,.,.,5,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,25,63,.,.,.,0,0,13,.,.,.,64,55,91,.,.,.,36,14,64,.,.,.,35,16,74,.,.,.,0,0,23,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,64,56,96,.,.,.,32,12,64,"ROSCOE COLLEGIATE ISD",.,.,.,62,44,88,.,.,.,21,6,53,.,.,.,33,27,73,.,.,.,20,13,27,.,.,.,.,.,.,.,.,.,.,.,.
"'177902",20,0,80,40,0,60,0,0,20,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,25,6,54,45,17,68,14,3,43,11,3,29,9,0,55,18,0,73,0,0,27,0,0,9,13,3,43,36,10,63,10,1,33,6,2,22,22,3,54,49,18,76,12,1,39,3,0,21,19,3,46,44,7,59,10,0,32,5,0,22,.,.,.,.,.,.,.,.,.,.,.,.,20,0,80,40,0,60,0,0,20,0,0,0,27,9,55,41,16,62,16,4,46,17,6,36,15,1,46,38,9,62,4,1,33,7,1,20,10,3,24,17,0,31,7,0,17,7,0,21,36,13,64,52,33,81,22,7,59,21,9,41,"SWEETWATER ISD",21,4,55,44,13,68,13,2,43,9,3,27,39,16,52,48,32,71,19,6,42,19,6,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'177903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,6,75,63,44,100,25,6,75,25,19,63,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,0,86,71,57,100,14,0,71,29,14,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,0,89,78,44,100,33,0,78,33,22,78,"BLACKWELL CISD",20,10,70,60,40,100,20,10,80,30,30,60,50,0,83,67,50,100,33,0,67,17,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'177905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,31,94,56,44,88,44,13,69,38,13,69,.,.,.,.,.,.,.,.,.,.,.,.,80,20,80,40,20,60,0,0,40,0,0,40,100,33,100,78,67,100,44,0,78,44,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,29,86,29,14,71,43,29,57,29,29,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,42,100,75,58,92,50,17,75,50,17,75,"HIGHLAND ISD",82,45,91,64,55,91,64,18,82,55,18,91,100,0,100,40,20,80,0,0,40,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.
"'178801",0,0,100,60,0,100,60,20,100,0,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0,67,67,27,87,60,33,87,20,7,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,71,64,29,86,64,36,86,21,7,86,0,0,75,50,13,75,50,25,75,0,0,75,8,0,69,62,23,85,62,38,85,23,8,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,57,86,43,100,71,43,100,43,14,86,7,0,64,64,21,86,57,29,86,21,7,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,"DR M L GARZA-GONZALEZ CHARTER SCHOOL",20,0,80,60,40,100,60,40,100,40,20,100,0,0,60,70,20,80,60,30,80,10,0,70,.,.,.,.,.,.,.,.,.,.,.,.
"'178807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,38,64,57,86,14,0,50,7,0,14,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,80,70,100,20,0,70,10,0,10,0,0,17,55,55,82,18,0,36,9,0,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CORPUS CHRISTI MONTESSORI SCHOOL",-1,-1,-1,78,78,100,11,0,56,11,0,22,0,0,40,40,20,60,20,0,40,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'178808",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,60,31,90,85,57,96,50,33,89,72,50,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,21,83,83,50,92,33,21,79,54,29,79,46,31,77,77,54,92,46,38,77,62,54,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,43,100,86,64,100,68,45,100,91,73,100,25,0,75,67,25,92,25,8,75,42,25,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,27,94,87,53,97,50,27,93,73,43,87,"SEASHORE CHARTER SCHOOLS",59,30,92,86,55,100,55,31,93,76,48,93,60,33,87,82,59,88,41,35,82,65,53,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'178901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,65,76,43,93,55,24,83,30,19,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,58,75,38,91,50,22,78,24,12,73,0,0,60,83,57,96,57,22,87,26,17,78,0,0,60,70,36,91,48,21,79,30,18,73,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,69,68,26,89,53,26,79,35,20,80,9,9,64,88,47,100,59,24,88,24,12,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,75,100,75,38,100,33,22,100,"AGUA DULCE ISD",7,7,71,81,42,96,58,27,85,27,15,77,0,0,56,69,44,88,50,19,81,35,24,82,.,.,.,.,.,.,.,.,.,.,.,.
"'178902",50,33,83,50,50,83,33,17,67,50,33,50,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,25,82,59,42,88,46,20,76,42,26,70,.,.,.,.,.,.,.,.,.,.,.,.,51,27,80,62,48,90,39,13,72,38,20,62,47,20,76,56,44,89,43,11,70,31,19,67,54,27,85,59,42,92,45,18,77,42,24,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33,83,50,50,83,33,17,67,50,33,50,60,30,88,62,40,88,50,30,82,54,34,74,42,15,75,42,24,82,24,9,62,27,15,56,33,22,56,33,22,56,22,11,44,33,22,67,29,14,43,40,30,50,50,30,60,40,40,60,"BISHOP CISD",55,26,86,62,46,90,46,19,78,44,25,72,50,23,73,53,36,86,47,22,72,39,28,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'178903",71,36,93,43,43,79,29,21,86,14,7,43,-1,-1,-1,80,80,80,80,40,100,40,40,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,29,86,57,36,85,54,27,84,28,19,65,-1,-1,-1,40,20,100,60,20,80,20,20,60,55,23,79,47,27,77,41,15,76,18,10,52,71,26,90,64,44,88,54,28,86,23,17,61,63,25,83,54,31,83,48,22,82,25,14,60,.,.,.,.,.,.,.,.,.,.,.,.,75,50,88,13,13,63,25,25,75,13,13,38,62,31,82,49,29,82,53,26,83,35,20,69,43,11,69,23,9,67,27,5,68,6,4,38,19,3,38,19,11,35,21,8,47,11,8,30,75,35,92,63,46,90,63,37,90,36,29,76,"CALALLEN ISD",70,30,87,60,38,88,54,27,88,29,18,69,57,26,83,48,33,78,52,26,77,26,20,56,63,38,75,71,29,71,43,14,71,14,0,71
"'178904",22,3,62,48,29,76,25,9,57,13,8,41,39,9,78,78,48,93,44,24,84,48,26,70,73,40,100,88,71,98,77,46,97,62,42,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,6,61,53,32,81,31,12,63,19,10,48,25,7,57,53,29,81,33,11,62,20,11,50,20,4,55,46,25,77,24,8,56,12,6,39,26,6,61,59,38,85,28,10,61,15,8,43,22,4,58,50,29,79,27,10,60,14,7,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,50,32,14,67,19,4,45,4,2,22,26,7,61,48,27,77,33,15,65,22,12,52,12,1,48,34,15,72,14,3,48,6,2,30,19,10,36,24,10,50,22,10,34,18,9,27,42,15,73,68,45,87,49,25,77,37,22,67,"CORPUS CHRISTI ISD",26,7,62,53,32,81,31,13,63,19,10,48,24,3,56,54,33,80,31,11,63,20,9,47,48,9,88,70,43,85,56,31,75,31,15,69
"'178905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,9,100,88,65,100,81,42,96,31,19,73,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,0,100,87,61,100,78,39,96,22,17,70,50,0,100,93,71,100,71,36,100,14,7,64,40,10,100,91,64,100,77,41,95,32,18,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,20,100,83,58,100,92,50,92,50,33,83,14,14,100,75,38,100,50,13,88,25,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"DRISCOLL ISD",33,17,100,95,71,100,86,48,100,38,24,81,60,0,100,60,40,100,60,20,80,0,0,40,.,.,.,.,.,.,.,.,.,.,.,.
"'178906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,100,80,100,-1,-1,-1,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,66,25,91,84,61,98,61,42,90,71,50,93,.,.,.,.,.,.,.,.,.,.,.,.,70,20,100,80,47,93,64,50,79,67,53,93,68,28,92,86,67,97,55,42,88,66,49,91,67,22,93,81,54,99,59,38,90,60,35,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,21,90,81,50,100,72,44,94,79,52,95,33,5,81,52,24,90,33,14,76,35,10,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,25,85,88,68,98,63,52,89,84,68,92,"LONDON ISD",62,26,82,83,61,98,58,44,86,74,52,91,70,25,100,85,60,98,64,40,95,67,48,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'178908",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,4,87,89,57,100,77,48,95,55,30,89,.,.,.,.,.,.,.,.,.,.,.,.,33,0,83,89,67,100,67,44,89,44,33,89,36,9,82,95,65,100,65,40,90,45,25,85,-1,-1,-1,100,40,100,60,40,100,40,20,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,0,92,83,50,100,88,54,100,63,33,92,25,8,75,75,25,100,42,17,83,25,8,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,6,94,89,60,100,77,49,94,54,29,89,"PORT ARANSAS ISD",43,7,86,90,60,100,80,57,93,63,40,90,44,0,89,86,50,100,71,29,100,36,7,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'178909",25,0,75,54,31,62,15,8,46,15,0,38,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,17,3,47,46,19,73,11,2,39,8,2,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,3,46,44,16,70,10,2,35,7,2,29,20,3,54,51,24,80,8,0,40,5,0,26,18,3,46,46,19,73,11,2,39,8,2,30,.,.,.,.,.,.,.,.,.,.,.,.,14,0,71,40,20,50,0,0,30,10,0,20,14,3,40,41,14,66,13,3,38,10,3,34,9,1,38,33,10,64,2,0,22,5,1,17,26,11,42,26,11,53,26,5,37,26,11,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"ROBSTOWN ISD",19,4,48,47,19,73,13,2,42,8,2,32,11,0,41,38,17,72,0,0,24,3,0,21,-1,-1,-1,20,20,80,20,20,20,20,20,20
"'178912",47,9,88,45,18,82,55,24,88,33,15,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,6,80,63,40,89,50,21,85,35,21,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,6,78,59,37,87,47,17,81,30,15,70,46,4,83,71,48,94,46,17,83,22,10,67,42,7,80,63,40,88,50,20,85,33,18,72,.,.,.,.,.,.,.,.,.,.,.,.,41,4,85,41,15,78,52,22,85,30,11,74,39,8,78,55,34,84,53,25,87,47,30,73,25,2,71,42,24,80,26,5,76,17,6,55,20,5,45,21,11,47,15,5,45,20,10,25,50,5,83,63,42,92,50,26,86,46,32,64,"TULOSO-MIDWAY ISD",42,6,81,66,42,88,50,23,85,36,21,70,43,6,80,50,32,91,47,16,84,33,19,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'178913",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,6,77,68,35,89,63,32,87,21,4,63,.,.,.,.,.,.,.,.,.,.,.,.,48,10,72,66,34,88,63,34,83,22,5,56,62,0,79,72,37,95,63,30,88,26,2,63,54,7,78,67,33,91,61,30,86,20,2,61,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,13,74,63,31,81,63,34,84,16,6,63,36,3,67,51,27,80,44,17,76,5,2,37,22,11,33,44,0,56,33,0,44,22,0,33,67,0,67,78,44,78,78,44,89,33,22,78,"BANQUETE ISD",42,3,73,72,38,90,68,34,86,20,6,60,79,11,84,60,28,88,52,28,88,24,0,68,.,.,.,.,.,.,.,.,.,.,.,.
"'178914",31,23,54,36,21,79,21,14,50,14,14,43,56,11,89,64,52,92,76,32,96,44,24,88,77,69,85,86,71,93,79,71,93,57,57,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,24,77,63,45,89,56,32,83,41,26,73,10,0,50,46,8,77,23,15,62,23,15,62,39,15,67,51,35,83,45,20,74,28,18,64,49,25,79,70,53,93,54,28,84,32,21,72,45,21,73,60,41,87,46,21,80,32,18,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,38,22,11,67,0,0,44,0,0,22,49,23,75,57,38,84,58,35,81,48,31,74,24,6,62,40,20,80,33,13,68,21,12,55,20,10,45,24,9,58,29,11,49,23,16,50,53,27,80,66,48,90,65,41,84,49,34,78,"FLOUR BLUFF ISD",52,27,80,63,45,88,57,33,84,40,25,72,44,17,70,64,44,89,54,30,80,41,29,73,57,57,86,57,57,100,57,29,86,43,29,57
"'178915",27,0,55,50,36,57,36,21,64,7,0,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,7,61,47,32,74,23,9,52,11,5,38,17,17,50,56,39,83,32,11,53,11,0,47,27,7,60,47,32,74,23,9,52,11,5,38,29,9,68,61,42,86,27,9,60,12,6,43,28,6,61,44,29,72,20,8,52,10,4,35,.,.,.,.,.,.,.,.,.,.,.,.,27,0,55,46,31,54,31,23,62,8,0,31,25,4,54,30,20,61,18,8,44,9,4,32,25,4,58,42,28,71,16,5,48,5,2,32,30,15,50,35,20,50,25,5,30,25,5,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"WEST OSO ISD",24,4,57,48,33,74,22,8,51,11,5,38,36,14,69,44,27,73,24,10,56,10,5,38,20,20,80,-1,-1,-1,0,0,40,0,0,40
"'179901",34,11,74,57,32,86,48,25,80,19,5,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,17,79,70,46,90,63,38,89,30,17,65,.,.,.,.,.,.,.,.,.,.,.,.,42,16,77,65,39,88,57,31,87,29,13,63,55,17,79,82,51,96,64,37,91,30,16,62,43,13,78,67,43,90,59,35,87,25,12,61,.,.,.,.,.,.,.,.,.,.,.,.,28,7,67,41,20,80,38,16,73,0,0,39,43,17,79,61,42,85,61,39,88,30,17,69,29,5,67,47,27,81,39,20,80,8,6,45,8,0,46,29,4,58,25,8,63,17,8,29,65,32,85,82,58,91,77,51,97,48,33,82,"PERRYTON ISD",49,17,80,71,44,91,63,37,91,29,15,65,40,20,73,67,60,80,63,50,75,47,33,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
