,School Year,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
At Approaches Grade Level or Above,2021,SDA07AMA1S21R,DDA07AMA1S21R,CDA07AMA1S21R,CDB07AMA1S21R,CDH07AMA1S21R,CDW07AMA1S21R,CDI07AMA1S21R,CD307AMA1S21R,CD407AMA1S21R,CD207AMA1S21R,CDS07AMA1S21R,CNS07AMA1S21R,CNC07AMA1S21R,CNM07AMA1S21R,CDE07AMA1S21R,CD007AMA1S21R,
,2019,SDA07AMA1S19R,DDA07AMA1S19R,CDA07AMA1S19R,CDB07AMA1S19R,CDH07AMA1S19R,CDW07AMA1S19R,CDI07AMA1S19R,CD307AMA1S19R,CD407AMA1S19R,CD207AMA1S19R,CDS07AMA1S19R,CNS07AMA1S19R,CNC07AMA1S19R,CNM07AMA1S19R,CDE07AMA1S19R,CD007AMA1S19R,
At Meets Grade Level or Above,2021,SDA07AMA1221R,DDA07AMA1221R,CDA07AMA1221R,CDB07AMA1221R,CDH07AMA1221R,CDW07AMA1221R,CDI07AMA1221R,CD307AMA1221R,CD407AMA1221R,CD207AMA1221R,CDS07AMA1221R,CNS07AMA1221R,CNC07AMA1221R,CNM07AMA1221R,CDE07AMA1221R,CD007AMA1221R,
,2019,SDA07AMA1219R,DDA07AMA1219R,CDA07AMA1219R,CDB07AMA1219R,CDH07AMA1219R,CDW07AMA1219R,CDI07AMA1219R,CD307AMA1219R,CD407AMA1219R,CD207AMA1219R,CDS07AMA1219R,CNS07AMA1219R,CNC07AMA1219R,CNM07AMA1219R,CDE07AMA1219R,CD007AMA1219R,
At Masters Grade Level,2021,SDA07AMA1321R,DDA07AMA1321R,CDA07AMA1321R,CDB07AMA1321R,CDH07AMA1321R,CDW07AMA1321R,CDI07AMA1321R,CD307AMA1321R,CD407AMA1321R,CD207AMA1321R,CDS07AMA1321R,CNS07AMA1321R,CNC07AMA1321R,CNM07AMA1321R,CDE07AMA1321R,CD007AMA1321R,
,2019,SDA07AMA1319R,DDA07AMA1319R,CDA07AMA1319R,CDB07AMA1319R,CDH07AMA1319R,CDW07AMA1319R,CDI07AMA1319R,CD307AMA1319R,CD407AMA1319R,CD207AMA1319R,CDS07AMA1319R,CNS07AMA1319R,CNC07AMA1319R,CNM07AMA1319R,CDE07AMA1319R,CD007AMA1319R,
Grade 7 Writing,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA07AWR1S21R,DDA07AWR1S21R,CDA07AWR1S21R,CDB07AWR1S21R,CDH07AWR1S21R,CDW07AWR1S21R,CDI07AWR1S21R,CD307AWR1S21R,CD407AWR1S21R,CD207AWR1S21R,CDS07AWR1S21R,CNS07AWR1S21R,CNC07AWR1S21R,CNM07AWR1S21R,CDE07AWR1S21R,CD007AWR1S21R,
,2019,SDA07AWR1S19R,DDA07AWR1S19R,CDA07AWR1S19R,CDB07AWR1S19R,CDH07AWR1S19R,CDW07AWR1S19R,CDI07AWR1S19R,CD307AWR1S19R,CD407AWR1S19R,CD207AWR1S19R,CDS07AWR1S19R,CNS07AWR1S19R,CNC07AWR1S19R,CNM07AWR1S19R,CDE07AWR1S19R,CD007AWR1S19R,
At Meets Grade Level or Above,2021,SDA07AWR1221R,DDA07AWR1221R,CDA07AWR1221R,CDB07AWR1221R,CDH07AWR1221R,CDW07AWR1221R,CDI07AWR1221R,CD307AWR1221R,CD407AWR1221R,CD207AWR1221R,CDS07AWR1221R,CNS07AWR1221R,CNC07AWR1221R,CNM07AWR1221R,CDE07AWR1221R,CD007AWR1221R,
,2019,SDA07AWR1219R,DDA07AWR1219R,CDA07AWR1219R,CDB07AWR1219R,CDH07AWR1219R,CDW07AWR1219R,CDI07AWR1219R,CD307AWR1219R,CD407AWR1219R,CD207AWR1219R,CDS07AWR1219R,CNS07AWR1219R,CNC07AWR1219R,CNM07AWR1219R,CDE07AWR1219R,CD007AWR1219R,
At Masters Grade Level,2021,SDA07AWR1321R,DDA07AWR1321R,CDA07AWR1321R,CDB07AWR1321R,CDH07AWR1321R,CDW07AWR1321R,CDI07AWR1321R,CD307AWR1321R,CD407AWR1321R,CD207AWR1321R,CDS07AWR1321R,CNS07AWR1321R,CNC07AWR1321R,CNM07AWR1321R,CDE07AWR1321R,CD007AWR1321R,
,2019,SDA07AWR1319R,DDA07AWR1319R,CDA07AWR1319R,CDB07AWR1319R,CDH07AWR1319R,CDW07AWR1319R,CDI07AWR1319R,CD307AWR1319R,CD407AWR1319R,CD207AWR1319R,CDS07AWR1319R,CNS07AWR1319R,CNC07AWR1319R,CNM07AWR1319R,CDE07AWR1319R,CD007AWR1319R,
Grade 8 Reading+,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08ARE1S21R,DDA08ARE1S21R,CDA08ARE1S21R,CDB08ARE1S21R,CDH08ARE1S21R,CDW08ARE1S21R,CDI08ARE1S21R,CD308ARE1S21R,CD408ARE1S21R,CD208ARE1S21R,CDS08ARE1S21R,CNS08ARE1S21R,CNC08ARE1S21R,CNM08ARE1S21R,CDE08ARE1S21R,CD008ARE1S21R,
,2019,SDA08ARE1S19R,DDA08ARE1S19R,CDA08ARE1S19R,CDB08ARE1S19R,CDH08ARE1S19R,CDW08ARE1S19R,CDI08ARE1S19R,CD308ARE1S19R,CD408ARE1S19R,CD208ARE1S19R,CDS08ARE1S19R,CNS08ARE1S19R,CNC08ARE1S19R,CNM08ARE1S19R,CDE08ARE1S19R,CD008ARE1S19R,
At Meets Grade Level or Above,2021,SDA08ARE1221R,DDA08ARE1221R,CDA08ARE1221R,CDB08ARE1221R,CDH08ARE1221R,CDW08ARE1221R,CDI08ARE1221R,CD308ARE1221R,CD408ARE1221R,CD208ARE1221R,CDS08ARE1221R,CNS08ARE1221R,CNC08ARE1221R,CNM08ARE1221R,CDE08ARE1221R,CD008ARE1221R,
,2019,SDA08ARE1219R,DDA08ARE1219R,CDA08ARE1219R,CDB08ARE1219R,CDH08ARE1219R,CDW08ARE1219R,CDI08ARE1219R,CD308ARE1219R,CD408ARE1219R,CD208ARE1219R,CDS08ARE1219R,CNS08ARE1219R,CNC08ARE1219R,CNM08ARE1219R,CDE08ARE1219R,CD008ARE1219R,
At Masters Grade Level,2021,SDA08ARE1321R,DDA08ARE1321R,CDA08ARE1321R,CDB08ARE1321R,CDH08ARE1321R,CDW08ARE1321R,CDI08ARE1321R,CD308ARE1321R,CD408ARE1321R,CD208ARE1321R,CDS08ARE1321R,CNS08ARE1321R,CNC08ARE1321R,CNM08ARE1321R,CDE08ARE1321R,CD008ARE1321R,
,2019,SDA08ARE1319R,DDA08ARE1319R,CDA08ARE1319R,CDB08ARE1319R,CDH08ARE1319R,CDW08ARE1319R,CDI08ARE1319R,CD308ARE1319R,CD408ARE1319R,CD208ARE1319R,CDS08ARE1319R,CNS08ARE1319R,CNC08ARE1319R,CNM08ARE1319R,CDE08ARE1319R,CD008ARE1319R,
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08AMA1S21R,DDA08AMA1S21R,CDA08AMA1S21R,CDB08AMA1S21R,CDH08AMA1S21R,CDW08AMA1S21R,CDI08AMA1S21R,CD308AMA1S21R,CD408AMA1S21R,CD208AMA1S21R,CDS08AMA1S21R,CNS08AMA1S21R,CNC08AMA1S21R,CNM08AMA1S21R,CDE08AMA1S21R,CD008AMA1S21R,
,2019,SDA08AMA1S19R,DDA08AMA1S19R,CDA08AMA1S19R,CDB08AMA1S19R,CDH08AMA1S19R,CDW08AMA1S19R,CDI08AMA1S19R,CD308AMA1S19R,CD408AMA1S19R,CD208AMA1S19R,CDS08AMA1S19R,CNS08AMA1S19R,CNC08AMA1S19R,CNM08AMA1S19R,CDE08AMA1S19R,CD008AMA1S19R,
At Meets Grade Level or Above,2021,SDA08AMA1221R,DDA08AMA1221R,CDA08AMA1221R,CDB08AMA1221R,CDH08AMA1221R,CDW08AMA1221R,CDI08AMA1221R,CD308AMA1221R,CD408AMA1221R,CD208AMA1221R,CDS08AMA1221R,CNS08AMA1221R,CNC08AMA1221R,CNM08AMA1221R,CDE08AMA1221R,CD008AMA1221R,
,2019,SDA08AMA1219R,DDA08AMA1219R,CDA08AMA1219R,CDB08AMA1219R,CDH08AMA1219R,CDW08AMA1219R,CDI08AMA1219R,CD308AMA1219R,CD408AMA1219R,CD208AMA1219R,CDS08AMA1219R,CNS08AMA1219R,CNC08AMA1219R,CNM08AMA1219R,CDE08AMA1219R,CD008AMA1219R,
At Masters Grade Level,2021 2019,SDA08AMA1321R SDA08AMA1319R,DDA08AMA1321R DDA08AMA1319R,CDA08AMA1321R CDA08AMA1319R,CDB08AMA1321R CDB08AMA1319R,CDH08AMA1321R CDH08AMA1319R,CDW08AMA1321R CDW08AMA1319R,CDI08AMA1321R CDI08AMA1319R,CD308AMA1321R CD308AMA1319R,CD408AMA1321R CD408AMA1319R,CD208AMA1321R CD208AMA1319R,CDS08AMA1321R CDS08AMA1319R,CNS08AMA1321R CNS08AMA1319R,CNC08AMA1321R CNC08AMA1319R,CNM08AMA1321R CNM08AMA1319R,CDE08AMA1321R CDE08AMA1319R,CD008AMA1321R CD008AMA1319R,
Grade 8 Science,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08ASC1S21R,DDA08ASC1S21R,CDA08ASC1S21R,CDB08ASC1S21R,CDH08ASC1S21R,CDW08ASC1S21R,CDI08ASC1S21R,CD308ASC1S21R,CD408ASC1S21R,CD208ASC1S21R,CDS08ASC1S21R,CNS08ASC1S21R,CNC08ASC1S21R,CNM08ASC1S21R,CDE08ASC1S21R,CD008ASC1S21R,
,2019,SDA08ASC1S19R,DDA08ASC1S19R,CDA08ASC1S19R,CDB08ASC1S19R,CDH08ASC1S19R,CDW08ASC1S19R,CDI08ASC1S19R,CD308ASC1S19R,CD408ASC1S19R,CD208ASC1S19R,CDS08ASC1S19R,CNS08ASC1S19R,CNC08ASC1S19R,CNM08ASC1S19R,CDE08ASC1S19R,CD008ASC1S19R,
At Meets Grade Level or Above,2021,SDA08ASC1221R,DDA08ASC1221R,CDA08ASC1221R,CDB08ASC1221R,CDH08ASC1221R,CDW08ASC1221R,CDI08ASC1221R,CD308ASC1221R,CD408ASC1221R,CD208ASC1221R,CDS08ASC1221R,CNS08ASC1221R,CNC08ASC1221R,CNM08ASC1221R,CDE08ASC1221R,CD008ASC1221R,
,2019,SDA08ASC1219R,DDA08ASC1219R,CDA08ASC1219R,CDB08ASC1219R,CDH08ASC1219R,CDW08ASC1219R,CDI08ASC1219R,CD308ASC1219R,CD408ASC1219R,CD208ASC1219R,CDS08ASC1219R,CNS08ASC1219R,CNC08ASC1219R,CNM08ASC1219R,CDE08ASC1219R,CD008ASC1219R,
At Masters Grade Level,2021,SDA08ASC1321R,DDA08ASC1321R,CDA08ASC1321R,CDB08ASC1321R,CDH08ASC1321R,CDW08ASC1321R,CDI08ASC1321R,CD308ASC1321R,CD408ASC1321R,CD208ASC1321R,CDS08ASC1321R,CNS08ASC1321R,CNC08ASC1321R,CNM08ASC1321R,CDE08ASC1321R,CD008ASC1321R,
,2019,SDA08ASC1319R,DDA08ASC1319R,CDA08ASC1319R,CDB08ASC1319R,CDH08ASC1319R,CDW08ASC1319R,CDI08ASC1319R,CD308ASC1319R,CD408ASC1319R,CD208ASC1319R,CDS08ASC1319R,CNS08ASC1319R,CNC08ASC1319R,CNM08ASC1319R,CDE08ASC1319R,CD008ASC1319R,
Grade 8 Social Studies,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08ASS1S21R,DDA08ASS1S21R,CDA08ASS1S21R,CDB08ASS1S21R,CDH08ASS1S21R,CDW08ASS1S21R,CDI08ASS1S21R,CD308ASS1S21R,CD408ASS1S21R,CD208ASS1S21R,CDS08ASS1S21R,CNS08ASS1S21R,CNC08ASS1S21R,CNM08ASS1S21R,CDE08ASS1S21R,CD008ASS1S21R,
,2019,SDA08ASS1S19R,DDA08ASS1S19R,CDA08ASS1S19R,CDB08ASS1S19R,CDH08ASS1S19R,CDW08ASS1S19R,CDI08ASS1S19R,CD308ASS1S19R,CD408ASS1S19R,CD208ASS1S19R,CDS08ASS1S19R,CNS08ASS1S19R,CNC08ASS1S19R,CNM08ASS1S19R,CDE08ASS1S19R,CD008ASS1S19R,
At Meets Grade Level or Above,2021,SDA08ASS1221R,DDA08ASS1221R,CDA08ASS1221R,CDB08ASS1221R,CDH08ASS1221R,CDW08ASS1221R,CDI08ASS1221R,CD308ASS1221R,CD408ASS1221R,CD208ASS1221R,CDS08ASS1221R,CNS08ASS1221R,CNC08ASS1221R,CNM08ASS1221R,CDE08ASS1221R,CD008ASS1221R,
,2019,SDA08ASS1219R,DDA08ASS1219R,CDA08ASS1219R,CDB08ASS1219R,CDH08ASS1219R,CDW08ASS1219R,CDI08ASS1219R,CD308ASS1219R,CD408ASS1219R,CD208ASS1219R,CDS08ASS1219R,CNS08ASS1219R,CNC08ASS1219R,CNM08ASS1219R,CDE08ASS1219R,CD008ASS1219R,
At Masters Grade Level,2021,SDA08ASS1321R,DDA08ASS1321R,CDA08ASS1321R,CDB08ASS1321R,CDH08ASS1321R,CDW08ASS1321R,CDI08ASS1321R,CD308ASS1321R,CD408ASS1321R,CD208ASS1321R,CDS08ASS1321R,CNS08ASS1321R,CNC08ASS1321R,CNM08ASS1321R,CDE08ASS1321R,CD008ASS1321R,
,2019,SDA08ASS1319R,DDA08ASS1319R,CDA08ASS1319R,CDB08ASS1319R,CDH08ASS1319R,CDW08ASS1319R,CDI08ASS1319R,CD308ASS1319R,CD408ASS1319R,CD208ASS1319R,CDS08ASS1319R,CNS08ASS1319R,"CNC08ASS1319R
:unselected:",CNM08ASS1319R,CDE08ASS1319R,CD008ASS1319R,
End of Course English I,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AR11S21R,DDA00AR11S21R,CDA00AR11S21R,CDB00AR11S21R,CDH00AR11S21R,CDW00AR11S21R,CDI00AR11S21R,CD300AR11S21R,CD400AR11S21R,CD200AR11S21R,CDS00AR11S21R,CNS00AR11S21R,"CNC00AR11S21R
:unselected:",CNM00AR11S21R,CDE00AR11S21R,CD000AR11S21R,
,2019,SDA00AR11S19R,DDA00AR11S19R,CDA00AR11S19R,CDB00AR11S19R,CDH00AR11S19R,CDW00AR11S19R,CDI00AR11S19R,CD300AR11S19R,CD400AR11S19R,CD200AR11S19R,CDS00AR11S19R,"CNS00AR11S19R
:unselected:","CNC00AR11S19R
:unselected:",CNM00AR11S19R,CDE00AR11S19R,CD000AR11S19R,
At Meets Grade Level or Above,2021,SDA00AR11221R,DDA00AR11221R,CDA00AR11221R,CDB00AR11221R,CDH00AR11221R,CDW00AR11221R,CDI00AR11221R,CD300AR11221R,CD400AR11221R,CD200AR11221R,CDS00AR11221R,"CNS00AR11221R
:unselected:","CNC00AR11221R
:unselected:",CNM00AR11221R,CDE00AR11221R,CD000AR11221R,
,2019,SDA00AR11219R,DDA00AR11219R,CDA00AR11219R,CDB00AR11219R,CDH00AR11219R,CDW00AR11219R,CDI00AR11219R,CD300AR11219R,CD400AR11219R,CD200AR11219R,CDS00AR11219R,"CNS00AR11219R
:unselected:","CNC00AR11219R
:unselected:","CNM00AR11219R
:unselected:",CDE00AR11219R,CD000AR11219R,
At Masters Grade Level,2021,SDA00AR11321R,DDA00AR11321R,CDA00AR11321R,CDB00AR11321R,CDH00AR11321R,CDW00AR11321R,CDI00AR11321R,CD300AR11321R,CD400AR11321R,CD200AR11321R,CDS00AR11321R,"CNS00AR11321R
:unselected:","CNC00AR11321R
:unselected:","CNM00AR11321R
:unselected:",CDE00AR11321R,CD000AR11321R,
,2019,SDA00AR11319R,DDA00AR11319R,CDA00AR11319R,CDB00AR11319R,CDH00AR11319R,CDW00AR11319R,CDI00AR11319R,CD300AR11319R,CD400AR11319R,CD200AR11319R,CDS00AR11319R,"CNS00AR11319R
:unselected:","CNC00AR11319R
:unselected:","CNM00AR11319R
:unselected:",CDE00AR11319R,CD000AR11319R,
End of Course English II,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AR21S21R,DDA00AR21S21R,CDA00AR21S21R,CDB00AR21S21R,CDH00AR21S21R,CDW00AR21S21R,CDI00AR21S21R,CD300AR21S21R,CD400AR21S21R,CD200AR21S21R,CDS00AR21S21R,"CNS00AR21S21R
:unselected:","CNC00AR21S21R
:unselected:",CNM00AR21S21R,CDE00AR21S21R,CD000AR21S21R,
,2019,SDA00AR21S19R,DDA00AR21S19R,CDA00AR21S19R,CDB00AR21S19R,CDH00AR21S19R,CDW00AR21S19R,CDI00AR21S19R,CD300AR21S19R,CD400AR21S19R,CD200AR21S19R,CDS00AR21S19R,CNS00AR21S19R,"CNC00AR21S19R
:unselected:",CNM00AR21S19R,CDE00AR21S19R,CD000AR21S19R,
At Meets Grade Level or Above,2021,SDA00AR21221R,"DDA00AR21221R
:unselected:",CDA00AR21221R,"CDB00AR21221R
:unselected:",CDH00AR21221R,CDW00AR21221R,CDI00AR21221R,CD300AR21221R,CD400AR21221R,CD200AR21221R,CDS00AR21221R,"CNS00AR21221R
:unselected:","CNC00AR21221R
:unselected:","CNM00AR21221R
:unselected:",CDE00AR21221R,CD000AR21221R,
,2019,SDA00AR21219R,"DDA00AR21219R
:unselected:",CDA00AR21219R,"CDB00AR21219R
:unselected:",CDH00AR21219R,CDW00AR21219R,CDI00AR21219R,CD300AR21219R,CD400AR21219R,CD200AR21219R,CDS00AR21219R,"CNS00AR21219R
:unselected:","CNC00AR21219R
:unselected:",CNM00AR21219R,CDE00AR21219R,CD000AR21219R,
At Masters Grade Level,2021,SDA00AR21321R,"DDA00AR21321R
:unselected:",CDA00AR21321R,"CDB00AR21321R
:unselected:",CDH00AR21321R,CDW00AR21321R,CDI00AR21321R,CD300AR21321R,CD400AR21321R,CD200AR21321R,CDS00AR21321R,"CNS00AR21321R
:unselected:","CNC00AR21321R
:unselected:","CNM00AR21321R
:unselected:",CDE00AR21321R,CD000AR21321R,
,2019,SDA00AR21319R,"DDA00AR21319R
:unselected:",CDA00AR21319R,"CDB00AR21319R
:unselected:",CDH00AR21319R,"CDW00AR21319R
:unselected:",CDI00AR21319R,CD300AR21319R,"CD400AR21319R
:unselected:",CD200AR21319R,"CDS00AR21319R
:unselected:","CNS00AR21319R
:unselected:","CNC00AR21319R
:unselected:","CNM00AR21319R
:unselected:",CDE00AR21319R,CD000AR21319R,
End of Course Algebra I,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AA11S21R,"DDA00AA11S21R
:unselected:","CDA00AA11S21R
:unselected:","CDB00AA11S21R
:unselected:",CDH00AA11S21R,CDW00AA11S21R,CDI00AA11S21R,CD300AA11S21R,CD400AA11S21R,CD200AA11S21R,CDS00AA11S21R,"CNS00AA11S21R
:unselected:","CNC00AA11S21R
:unselected:",CNM00AA11S21R,CDE00AA11S21R,CD000AA11S21R,
,2019,SDA00AA11S19R,"DDA00AA11S19R
:unselected:",CDA00AA11S19R,"CDB00AA11S19R
:unselected:",CDH00AA11S19R,CDW00AA11S19R,CDI00AA11S19R,CD300AA11S19R,CD400AA11S19R,CD200AA11S19R,CDS00AA11S19R,"CNS00AA11S19R
:unselected:","CNC00AA11S19R
:unselected:","CNM00AA11S19R
:unselected:",CDE00AA11S19R,CD000AA11S19R,
At Meets Grade Level or Above,2021,SDA00AA11221R,"DDA00AA11221R
:unselected:",CDA00AA11221R,"CDB00AA11221R
:unselected:",CDH00AA11221R,CDW00AA11221R,CDI00AA11221R,CD300AA11221R,CD400AA11221R,CD200AA11221R,CDS00AA11221R,CNS00AA11221R,"CNC00AA11221R
:unselected:","CNM00AA11221R
:unselected:",CDE00AA11221R,CD000AA11221R,
,2019,SDA00AA11219R,"DDA00AA11219R
:unselected:",CDA00AA11219R,"CDB00AA11219R
:unselected:",CDH00AA11219R,CDW00AA11219R,CDI00AA11219R,CD300AA11219R,"CD400AA11219R
:unselected:",CD200AA11219R,CDS00AA11219R,"CNS00AA11219R
:unselected:","CNC00AA11219R
:unselected:","CNM00AA11219R
:unselected:",CDE00AA11219R,CD000AA11219R,
At Masters Grade Level,2021,SDA00AA11321R,"DDA00AA11321R
:unselected:",CDA00AA11321R,"CDB00AA11321R
:unselected:",CDH00AA11321R,CDW00AA11321R,CDI00AA11321R,CD300AA11321R,"CD400AA11321R
:unselected:",CD200AA11321R,CDS00AA11321R,"CNS00AA11321R
:unselected:","CNC00AA11321R
:unselected:","CNM00AA11321R
:unselected:",CDE00AA11321R,CD000AA11321R,
,2019,SDA00AA11319R,"DDA00AA11319R
:unselected:","CDA00AA11319R
:unselected:","CDB00AA11319R
:unselected:","CDH00AA11319R
:unselected:","CDW00AA11319R
:unselected:",CDI00AA11319R,CD300AA11319R,"CD400AA11319R
:unselected:","CD200AA11319R
:unselected:","CDS00AA11319R
:unselected:","CNS00AA11319R
:unselected:","CNC00AA11319R
:unselected:","CNM00AA11319R
:unselected:",CDE00AA11319R,CD000AA11319R,
,,,,,,,,,,,,,,,,,,
,School Year,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
End of Course Biology,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00ABI1S21R,DDA00ABI1S21R,CDA00ABI1S21R,CDB00ABI1S21R,CDH00ABI1S21R,CDW00ABI1S21R,CDI00ABI1S21R,CD300ABI1S21R,CD400ABI1S21R,CD200ABI1S21R,CDS00ABI1S21R,CNS00ABI1S21R,CNC00ABI1S21R,CNM00ABI1S21R,CDE00ABI1S21R,CD000ABI1S21R,
,2019,SDA00ABI1S19R,DDA00ABI1S19R,CDA00ABI1S19R,CDB00ABI1S19R,CDH00ABI1S19R,CDW00ABI1S19R,CDI00ABI1S19R,CD300ABI1S19R,CD400ABI1S19R,CD200ABI1S19R,CDS00ABI1S19R,CNS00ABI1S19R,CNC00ABI1S19R,CNM00ABI1S19R,CDE00ABI1S19R,CD000ABI1S19R,
At Meets Grade Level or Above,2021,SDA00ABI1221R,DDA00ABI1221R,CDA00ABI1221R,CDB00ABI1221R,CDH00ABI1221R,CDW00ABI1221R,CDI00ABI1221R,CD300ABI1221R,CD400ABI1221R,CD200ABI1221R,CDS00ABI1221R,CNS00ABI1221R,"CNC00ABI1221R
:unselected:",CNM00ABI1221R,CDE00ABI1221R,CD000ABI1221R,
,2019,SDA00ABI1219R,DDA00ABI1219R,CDA00ABI1219R,CDB00ABI1219R,CDH00ABI1219R,CDW00ABI1219R,CDI00ABI1219R,CD300ABI1219R,CD400ABI1219R,CD200ABI1219R,CDS00ABI1219R,CNS00ABI1219R,CNC00ABI1219R,CNM00ABI1219R,CDE00ABI1219R,CD000ABI1219R,
At Masters Grade Level,2021,SDA00ABI1321R,DDA00ABI1321R,CDA00ABI1321R,CDB00ABI1321R,CDH00ABI1321R,CDW00ABI1321R,CDI00ABI1321R,CD300ABI1321R,CD400ABI1321R,CD200ABI1321R,CDS00ABI1321R,CNS00ABI1321R,CNC00ABI1321R,CNM00ABI1321R,CDE00ABI1321R,CD000ABI1321R,
,2019,SDA00ABI1319R,DDA00ABI1319R,CDA00ABI1319R,CDB00ABI1319R,CDH00ABI1319R,CDW00ABI1319R,CDI00ABI1319R,CD300ABI1319R,CD400ABI1319R,CD200ABI1319R,CDS00ABI1319R,CNS00ABI1319R,"CNC00ABI1319R
:unselected:",CNM00ABI1319R,CDE00ABI1319R,CD000ABI1319R,
End of Course U.S. History,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AUS1S21R,DDA00AUS1S21R,CDA00AUS1S21R,CDB00AUS1S21R,CDH00AUS1S21R,CDW00AUS1S21R,CDI00AUS1S21R,CD300AUS1S21R,CD400AUS1S21R,CD200AUS1S21R,CDS00AUS1S21R,CNS00AUS1S21R,"CNC00AUS1S21R
:unselected:",CNM00AUS1S21R,CDE00AUS1S21R,CD000AUS1S21R,
,2019,SDA00AUS1S19R,DDA00AUS1S19R,CDA00AUS1S19R,CDB00AUS1S19R,CDH00AUS1S19R,CDW00AUS1S19R,CDI00AUS1S19R,CD300AUS1S19R,CD400AUS1S19R,CD200AUS1S19R,CDS00AUS1S19R,"CNS00AUS1S19R
:unselected:","CNC00AUS1S19R
:unselected:",CNM00AUS1S19R,CDE00AUS1S19R,CD000AUS1S19R,
At Meets Grade Level or Above,2021,SDA00AUS1221R,DDA00AUS1221R,CDA00AUS1221R,CDB00AUS1221R,CDH00AUS1221R,CDW00AUS1221R,CDI00AUS1221R,CD300AUS1221R,CD400AUS1221R,CD200AUS1221R,CDS00AUS1221R,CNS00AUS1221R,"CNC00AUS1221R
:unselected:",CNM00AUS1221R,CDE00AUS1221R,CD000AUS1221R,
,2019,SDA00AUS1219R,DDA00AUS1219R,CDA00AUS1219R,CDB00AUS1219R,CDH00AUS1219R,CDW00AUS1219R,CDI00AUS1219R,CD300AUS1219R,CD400AUS1219R,CD200AUS1219R,CDS00AUS1219R,"CNS00AUS1219R
:unselected:","CNC00AUS1219R
:unselected:",CNM00AUS1219R,CDE00AUS1219R,CD000AUS1219R,
At Masters Grade Level,2021,SDA00AUS1321R,DDA00AUS1321R,CDA00AUS1321R,CDB00AUS1321R,CDH00AUS1321R,CDW00AUS1321R,CDI00AUS1321R,CD300AUS1321R,CD400AUS1321R,CD200AUS1321R,CDS00AUS1321R,"CNS00AUS1321R
:unselected:","CNC00AUS1321R
:unselected:",CNM00AUS1321R,CDE00AUS1321R,CD000AUS1321R,
,2019,SDA00AUS1319R,DDA00AUS1319R,CDA00AUS1319R,CDB00AUS1319R,CDH00AUS1319R,CDW00AUS1319R,CDI00AUS1319R,CD300AUS1319R,CD400AUS1319R,CD200AUS1319R,CDS00AUS1319R,"CNS00AUS1319R
:unselected:","CNC00AUS1319R
:unselected:",CNM00AUS1319R,CDE00AUS1319R,CD000AUS1319R,
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AA01S21R,DDA00AA01S21R,CDA00AA01S21R,CDB00AA01S21R,CDH00AA01S21R,CDW00AA01S21R,CDI00AA01S21R,CD300AA01S21R,CD400AA01S21R,CD200AA01S21R,CDS00AA01S21R,"CNS00AA01S21R
:unselected:","CNC00AA01S21R
:unselected:","CNM00AA01S21R
:unselected:",CDE00AA01S21R,CD000AA01S21R,
At Meets Grade Level or Above,2021,SDA00AA01221R,DDA00AA01221R,CDA00AA01221R,CDB00AA01221R,CDH00AA01221R,CDW00AA01221R,CDI00AA01221R,CD300AA01221R,CD400AA01221R,CD200AA01221R,CDS00AA01221R,"CNS00AA01221R
:unselected:","CNC00AA01221R
:unselected:","CNM00AA01221R
:unselected:",CDE00AA01221R,CD000AA01221R,
At Masters Grade Level,2021,SDA00AA01321R,DDA00AA01321R,CDA00AA01321R,CDB00AA01321R,CDH00AA01321R,CDW00AA01321R,CDI00AA01321R,CD300AA01321R,CD400AA01321R,CD200AA01321R,CDS00AA01321R,CNS00AA01321R,"CNC00AA01321R
:unselected:",CNM00AA01321R,CDE00AA01321R,CD000AA01321R,
All Grades All Subjects,,,,,,,,,,,,,,,,,,
