Data field,Subcategory,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),Unnamed: 18
STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,,,,,,,,,,,,,,,,,,
Class of 2019,Continued HS,SANC419R,RANC419R,DANC4X19R,DBNC4X19R,DHNC4X19R,DWNC4X19R,DINC4X19R,D3NC4X19R,D4NC4X19R,D2NC4X19R,DSNC4X19R,DENC4X19R,DLNC4X19R,,,,,
Class of 2019,Dropped Out,SADC419R,RADC419R,DADC4X19R,DBDC4X19R,DHDC4X19R,DWDC4X19R,DIDC4X19R,D3DC4X19R,D4DC4X19R,D2DC4X19R,DSDC4X19R,DEDC4X19R,DLDC4X19R,,,,,
Class of 2019,Graduates and TxCHSE,SA3C419R,RA3C419R,DA3C4X19R,DB3C4X19R,DH3C4X19R,DW3C4X19R,DI3C4X19R,D33C4X19R,D43C4X19R,D23C4X19R,DS3C4X19R,DE3C4X19R,DL3C4X19R,,,,,
Class of 2019,"Grads, TxCHSE, & Cont",SA2C419R,RA2C419R,DA2C4X19R,DB2C4X19R,DH2C4X19R,DW2C4X19R,DI2C4X19R,D32C4X19R,D42C4X19R,D22C4X19R,DS2C4X19R,DE2C4X19R,DL2C4X19R,,,,,
5-Year Extended Longitudinal Rate (Gr 9-12),5-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2019,Class of 2019,,,,,,,,,,,,,,,,,,
Class of 2019,Graduated,SAGC519R,RAGC519R,DAGC5X19R,DBGC5X19R,DHGC5X19R,DWGC5X19R,DIGC5X19R,D3GC5X19R,D4GC5X19R,D2GC5X19R,DSGC5X19R,DEGC5X19R,DLGC5X19R,,,,,
Class of 2019,Received TxCHSE,SAEC519R,RAEC519R,DAEC5X19R,DBEC5X19R,DHEC5X19R,DWEC5X19R,DIEC5X19R,D3EC5X19R,D4EC5X19R,D2EC5X19R,DSEC5X19R,DEEC5X19R,DLEC5X19R,,,,,
Class of 2019,Continued HS,SANC519R,RANC519R,DANC5X19R,DBNC5X19R,DHNC5X19R,DWNC5X19R,DINC5X19R,D3NC5X19R,D4NC5X19R,D2NC5X19R,DSNC5X19R,DENC5X19R,DLNC5X19R,,,,,
Class of 2019,Dropped Out,SADC519R,RADC519R,DADC5X19R,DBDC5X19R,DHDC5X19R,DWDC5X19R,DIDC5X19R,D3DC5X19R,D4DC5X19R,D2DC5X19R,DSDC5X19R,DEDC5X19R,DLDC5X19R,,,,,
Class of 2019,Graduates and TxCHSE,SA3C519R,RA3C519R,DA3C5X19R,DB3C5X19R,DH3C5X19R,DW3C5X19R,DI3C5X19R,D33C5X19R,D43C5X19R,D23C5X19R,DS3C5X19R,DE3C5X19R,DL3C5X19R,,,,,
Class of 2019,"Grads, TxCHSE, & Cont",SA2C519R,RA2C519R,DA2C5X19R,DB2C5X19R,DH2C5X19R,DW2C5X19R,DI2C5X19R,D32C5X19R,D42C5X19R,D22C5X19R,DS2C5X19R,DE2C5X19R,DL2C5X19R,,,,,
Class of 2018,Class of 2018,,,,,,,,,,,,,,,,,,
Class of 2018,Graduated,SAGC518R,RAGC518R,DAGC5X18R,DBGC5X18R,DHGC5X18R,DWGC5X18R,DIGC5X18R,D3GC5X18R,D4GC5X18R,D2GC5X18R,DSGC5X18R,DEGC5X18R,DLGC5X18R,,,,,
Class of 2018,Received TxCHSE,SAEC518R,RAEC518R,DAEC5X18R,DBEC5X18R,DHEC5X18R,DWEC5X18R,DIEC5X18R,D3EC5X18R,D4EC5X18R,D2EC5X18R,DSEC5X18R,DEEC5X18R,DLEC5X18R,,,,,
Class of 2018,Continued HS,SANC518R,RANC518R,DANC5X18R,DBNC5X18R,DHNC5X18R,DWNC5X18R,DINC5X18R,D3NC5X18R,D4NC5X18R,D2NC5X18R,DSNC5X18R,DENC5X18R,DLNC5X18R,,,,,
Class of 2018,Dropped Out,SADC518R,RADC518R,DADC5X18R,DBDC5X18R,DHDC5X18R,DWDC5X18R,DIDC5X18R,D3DC5X18R,D4DC5X18R,D2DC5X18R,DSDC5X18R,DEDC5X18R,DLDC5X18R,,,,,
Class of 2018,Graduates and TxCHSE,SA3C518R,RA3C518R,DA3C5X18R,DB3C5X18R,DH3C5X18R,DW3C5X18R,DI3C5X18R,D33C5X18R,D43C5X18R,D23C5X18R,DS3C5X18R,DE3C5X18R,DL3C5X18R,,,,,
Class of 2018,"Grads, TxCHSE, & Cont",SA2C518R,RA2C518R,DA2C5X18R,DB2C5X18R,DH2C5X18R,DW2C5X18R,DI2C5X18R,D32C5X18R,D42C5X18R,D22C5X18R,DS2C5X18R,DE2C5X18R,DL2C5X18R,,,,,
,"Grads, TxCHSE, & Cont",,,,,,,,,,,,,,,,,,
,"Grads, TxCHSE, & Cont",State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
6-Year Extended Longitudinal Rate (Gr 9-12),6-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2018,Class of 2018,,,,,,,,,,,,,,,,,,
Class of 2018,Graduated,SAGC618R,RAGC618R,DAGC6X18R,DBGC6X18R,DHGC6X18R,DWGC6X18R,DIGC6X18R,D3GC6X18R,D4GC6X18R,D2GC6X18R,DSGC6X18R,DEGC6X18R,DLGC6X18R,,,,,
Class of 2018,Received TxCHSE,SAEC618R,RAEC618R,DAEC6X18R,DBEC6X18R,DHEC6X18R,DWEC6X18R,DIEC6X18R,D3EC6X18R,D4EC6X18R,D2EC6X18R,DSEC6X18R,DEEC6X18R,DLEC6X18R,,,,,
Class of 2018,Continued HS,SANC618R,RANC618R,DANC6X18R,DBNC6X18R,DHNC6X18R,DWNC6X18R,DINC6X18R,D3NC6X18R,D4NC6X18R,D2NC6X18R,DSNC6X18R,DENC6X18R,DLNC6X18R,,,,,
Class of 2018,Dropped Out,SADC618R,RADC618R,DADC6X18R,DBDC6X18R,DHDC6X18R,DWDC6X18R,DIDC6X18R,D3DC6X18R,D4DC6X18R,D2DC6X18R,DSDC6X18R,DEDC6X18R,DLDC6X18R,,,,,
Class of 2018,Graduates and TxCHSE,SA3C618R,RA3C618R,DA3C6X18R,DB3C6X18R,DH3C6X18R,DW3C6X18R,DI3C6X18R,D33C6X18R,D43C6X18R,D23C6X18R,DS3C6X18R,DE3C6X18R,DL3C6X18R,,,,,
Class of 2018,"Grads, TxCHSE, & Cont",SA2C618R,RA2C618R,DA2C6X18R,DB2C6X18R,DH2C6X18R,DW2C6X18R,DI2C6X18R,D32C6X18R,D42C6X18R,D22C6X18R,DS2C6X18R,DE2C6X18R,DL2C6X18R,,,,,
Class of 2017,Class of 2017,,,,,,,,,,,,,,,,,,
Class of 2017,Graduated,SAGC617R,RAGC617R,DAGC6X17R,DBGC6X17R,DHGC6X17R,DWGC6X17R,DIGC6X17R,D3GC6X17R,D4GC6X17R,D2GC6X17R,DSGC6X17R,DEGC6X17R,DLGC6X17R,,,,,
Class of 2017,Received TxCHSE,SAEC617R,RAEC617R,DAEC6X17R,DBEC6X17R,DHEC6X17R,DWEC6X17R,DIEC6X17R,D3EC6X17R,D4EC6X17R,D2EC6X17R,DSEC6X17R,DEEC6X17R,DLEC6X17R,,,,,
Class of 2017,Continued HS,SANC617R,RANC617R,DANC6X17R,DBNC6X17R,DHNC6X17R,DWNC6X17R,DINC6X17R,D3NC6X17R,D4NC6X17R,D2NC6X17R,DSNC6X17R,DENC6X17R,DLNC6X17R,,,,,
Class of 2017,Dropped Out,SADC617R,RADC617R,DADC6X17R,DBDC6X17R,DHDC6X17R,DWDC6X17R,DIDC6X17R,D3DC6X17R,D4DC6X17R,D2DC6X17R,DSDC6X17R,DEDC6X17R,DLDC6X17R,,,,,
Class of 2017,Graduates and TxCHSE,SA3C617R,RA3C617R,DA3C6X17R,DB3C6X17R,DH3C6X17R,DW3C6X17R,DI3C6X17R,D33C6X17R,D43C6X17R,D23C6X17R,DS3C6X17R,DE3C6X17R,DL3C6X17R,,,,,
Class of 2017,"Grads, TxCHSE, & Cont",SA2C617R,RA2C617R,DA2C6X17R,DB2C6X17R,DH2C6X17R,DW2C6X17R,DI2C6X17R,D32C6X17R,D42C6X17R,D22C6X17R,DS2C6X17R,DE2C6X17R,DL2C6X17R,,,,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),,,,,,,,,,,,,,,,,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),Class of 2020,SAGC420R,RAGC420R,DAGC420R,DBGC420R,DHGC420R,DWGC420R,DIGC420R,D3GC420R,D4GC420R,D2GC420R,DSGC420R,DEGC420R,DLGC420R,,,,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),Class of 2019,SAGC419R,RAGC419R,DAGC419R,DBGC419R,DHGC419R,DWGC419R,DIGC419R,D3GC419R,D4GC419R,D2GC419R,DSGC419R,DEGC419R,DLGC419R,,,,,
RHSP/DAP Graduates (Longitudinal Rate),RHSP/DAP Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
RHSP/DAP Graduates (Longitudinal Rate),Class of 2020,SARC420R,RARC420R,DARC4X20R,DBRC4X20R,DHRC4X20R,DWRC4X20R,DIRC4X20R,D3RC4X20R,D4RC4X20R,D2RC4X20R,DSRC4X20R,DERC4X20R,DLRC4X20R,,,,,
RHSP/DAP Graduates (Longitudinal Rate),Class of 2019,SARC419R,RARC419R,DARC4X19R,DBRC4X19R,DHRC4X19R,DWRC4X19R,DIRC4X19R,D3RC4X19R,D4RC4X19R,D2RC4X19R,DSRC4X19R,DERC4X19R,DLRC4X19R,,,,,
FHSP-E Graduates (Longitudinal Rate),FHSP-E Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
FHSP-E Graduates (Longitudinal Rate),Class of 2020,SAPC420R,RAPC420R,DAPC4X20R,DBPC4X20R,DHPC4X20R,DWPC4X20R,DIPC4X20R,D3PC4X20R,D4PC4X20R,D2PC4X20R,DSPC4X20R,DEPC4X20R,DLPC4X20R,,,,,
FHSP-E Graduates (Longitudinal Rate),Class of 2019,SAPC419R,RAPC419R,DAPC4X19R,DBPC4X19R,DHPC4X19R,DWPC4X19R,DIPC4X19R,D3PC4X19R,D4PC4X19R,D2PC4X19R,DSPC4X19R,DEPC4X19R,DLPC4X19R,,,,,
FHSP-DLA Graduates (Longitudinal Rate),FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
FHSP-DLA Graduates (Longitudinal Rate),Class of 2020,SAAC420R,RAAC420R,DAAC4X20R,DBAC4X20R,DHAC4X20R,DWAC4X20R,DIAC4X20R,D3AC4X20R,D4AC4X20R,D2AC4X20R,DSAC4X20R,DEAC4X20R,DLAC4X20R,,,,,
FHSP-DLA Graduates (Longitudinal Rate),Class of 2019,SAAC419R,RAAC419R,DAAC4X19R,DBAC4X19R,DHAC4X19R,DWAC4X19R,DIAC4X19R,D3AC4X19R,D4AC4X19R,D2AC4X19R,DSAC4X19R,DEAC4X19R,DLAC4X19R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),Class of 2020,SASC420R,RASC420R,DASC4X20R,DBSC4X20R,DHSC4X20R,DWSC4X20R,DISC4X20R,D3SC4X20R,D4SC4X20R,D2SC4X20R,DSSC4X20R,DESC4X20R,DLSC4X20R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),Class of 2019,SASC419R,RASC419R,DASC4X19R,DBSC4X19R,DHSC4X19R,DWSC4X19R,DISC4X19R,D3SC4X19R,D4SC4X19R,D2SC4X19R,DSSC4X19R,DESC4X19R,DLSC4X19R,,,,,
RHSP/DAP Graduates (Annual Rate),RHSP/DAP Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
RHSP/DAP Graduates (Annual Rate),2019-20,SA0GH20R,RA0GH20R,DA0GH20R,DB0GH20R,DH0GH20R,DW0GH20R,DI0GH20R,D30GH20R,D40GH20R,D20GH20R,DS0GH20R,DE0GH20R,DL0GH20R,,,,,
RHSP/DAP Graduates (Annual Rate),2018-19,SA0GH19R,RA0GH19R,DA0GH19R,DB0GH19R,DH0GH19R,DW0GH19R,DI0GH19R,D30GH19R,D40GH19R,D20GH19R,DS0GH19R,DE0GH19R,DL0GH19R,,,,,
FHSP-E Graduates (Annual Rate),FHSP-E Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
FHSP-E Graduates (Annual Rate),2019-20,SA0GE20R,RA0GE20R,DA0GE20R,DB0GE20R,DH0GE20R,DW0GE20R,DI0GE20R,D30GE20R,D40GE20R,D20GE20R,DS0GE20R,DE0GE20R,DL0GE20R,,,,,
FHSP-E Graduates (Annual Rate),2018-19,SA0GE19R,RA0GE19R,DA0GE19R,DB0GE19R,DH0GE19R,DW0GE19R,DI0GE19R,D30GE19R,D40GE19R,D20GE19R,DS0GE19R,DE0GE19R,DL0GE19R,,,,,
,2018-19,,,,,,,,,,,,,,,,,,
,2018-19,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
FHSP-DLA Graduates (Annual Rate),FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
FHSP-DLA Graduates (Annual Rate),2019-20,SA0GA20R,RA0GA20R,DA0GA20R,DB0GA20R,DH0GA20R,DW0GA20R,DI0GA20R,D30GA20R,D40GA20R,D20GA20R,DS0GA20R,DE0GA20R,DL0GA20R,,,,,
FHSP-DLA Graduates (Annual Rate),2018-19,SA0GA19R,RA0GA19R,DA0GA19R,DB0GA19R,DH0GA19R,DW0GA19R,DI0GA19R,D30GA19R,D40GA19R,D20GA19R,DS0GA19R,DE0GA19R,DL0GA19R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),2019-20,SA0GS20R,RA0GS20R,DA0GS20R,DB0GS20R,DH0GS20R,DW0GS20R,DI0GS20R,D30GS20R,D40GS20R,D20GS20R,DS0GS20R,DE0GS20R,DL0GS20R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),2018-19,SA0GS19R,RA0GS19R,DA0GS19R,DB0GS19R,DH0GS19R,DW0GS19R,DI0GS19R,D30GS19R,D40GS19R,D20GS19R,DS0GS19R,DE0GS19R,DL0GS19R,,,,,
,2018-19,,,,,,,,,,,,,,,,,,
,Student Information,District Count,District Percent,State Count,State Percent,,,,,,,,,,,,,,
Graduates (2019-20 Annual Graduates),Graduates (2019-20 Annual Graduates),,,,,,,,,,,,,,,,,,
Graduates (2019-20 Annual Graduates),Total Graduates,DA0GR20N,100.0%,SA0GR20N,100.0%,,,,,,,,,,,,,,
By Ethnicity:,By Ethnicity:,,,,,,,,,,,,,,,,,,
By Ethnicity:,African American,DB0GR20N,DB0GR20R,SB0GR20N,SB0GR20R,,,,,,,,,,,,,,
By Ethnicity:,Hispanic,DH0GR20N,DH0GR20R,SH0GR20N,SH0GR20R,,,,,,,,,,,,,,
By Ethnicity:,White,DW0GR20N,DW0GR20R,SW0GR20N,SW0GR20R,,,,,,,,,,,,,,
By Ethnicity:,American Indian,DI0GR20N,DI0GR20R,SI0GR20N,SI0GR20R,,,,,,,,,,,,,,
By Ethnicity:,Asian,D30GR20N,D30GR20R,S30GR20N,S30GR20R,,,,,,,,,,,,,,
By Ethnicity:,Pacific Islander,D40GR20N,D40GR20R,S40GR20N,S40GR20R,,,,,,,,,,,,,,
By Ethnicity:,Two or More Races,D20GR20N,D20GR20R,S20GR20N,S20GR20R,,,,,,,,,,,,,,
By Graduation Type:,By Graduation Type:,,,,,,,,,,,,,,,,,,
By Graduation Type:,Minimum H.S. Program,DA0GM20N,DA0GM20P,SA0GM20N,SA0GM20P,,,,,,,,,,,,,,
By Graduation Type:,Recommended H.S. Program/DAP,DA0GH20N,DA0GH20P,SA0GH20N,SA0GH20P,,,,,,,,,,,,,,
By Graduation Type:,Foundation H.S. Program (No Endorsement),DA0GN20N,DA0GN20P,SA0GN20N,SA0GN20P,,,,,,,,,,,,,,
By Graduation Type:,Foundation H.S. Program (Endorsement),DA0GE20N,DA0GE20P,SA0GE20N,SA0GE20P,,,,,,,,,,,,,,
By Graduation Type:,Foundation H.S. Program (DLA),DA0GA20N,DA0GA20P,SA0GA20N,SA0GA20P,,,,,,,,,,,,,,
By Graduation Type:,Special Education Graduates,DS0GR20N,DS0GR20R,SS0GR20N,SS0GR20R,,,,,,,,,,,,,,
By Graduation Type:,Economically Disadvantaged Graduates,DE0GR20N,DE0GR20R,SE0GR20N,SE0GR20R,,,,,,,,,,,,,,
By Graduation Type:,Emergent Bilingual (EB)/English Learner (EL) Graduates,DL0GR20N,DL0GR20R,SL0GR20N,SL0GR20R,,,,,,,,,,,,,,
By Graduation Type:,At-Risk Graduates,DR0GR20N,DR0GR20R,SR0GR20N,SR0GR20R,,,,,,,,,,,,,,
,At-Risk Graduates,,,,,,,,,,,,,,,,,,
,At-Risk Graduates,,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,
"College, Career, and Military Ready Graduates (Student Achievement)","College, Career, and Military Ready Graduates (Student Achievement)",,,,,,,,,,,,,,,,,,
"College, Career, and Military Ready (Annual Graduates)","College, Career, and Military Ready (Annual Graduates)",,,,,,,,,,,,,,,,,,
"College, Career, and Military Ready (Annual Graduates)",2019-20,,SA0GP20R,RA0GP20R,DA0GP20R,DB0GP20R,DH0GP20R,DW0GP20R,DI0GP20R,D30GP20R,D40GP20R,D20GP20R,DS0GP20R,DE0GP20R,DL0GP20R,,,,
"College, Career, and Military Ready (Annual Graduates)",2018-19,,SA0GP19R,RA0GP19R,DA0GP19R,DB0GP19R,DH0GP19R,DW0GP19R,DI0GP19R,D30GP19R,D40GP19R,D20GP19R,DS0GP19R,DE0GP19R,DL0GP19R,,,,
College Ready Graduates,College Ready Graduates,,,,,,,,,,,,,,,,,,
College Ready (Annual Graduates),College Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
College Ready (Annual Graduates),2019-20,,SA1GG20R,RA1GG20R,DA1GG20R,DB1GG20R,DH1GG20R,DW1GG20R,DI1GG20R,D31GG20R,D41GG20R,D21GG20R,DS1GG20R,DE1GG20R,DL1GG20R,,,,
College Ready (Annual Graduates),2018-19,,SA1GG19R,RA1GG19R,DA1GG19R,DB1GG19R,DH1GG19R,DW1GG19R,DI1GG19R,D31GG19R,D41GG19R,D21GG19R,DS1GG19R,DE1GG19R,DL1GG19R,,,,
TSI Criteria Graduates (Annual Graduates),TSI Criteria Graduates (Annual Graduates),,,,,,,,,,,,,,,,,,
TSI Criteria Graduates (Annual Graduates),English Language,,Arts,,,,,,,,,,,,,,,,
TSI Criteria Graduates (Annual Graduates),2019-20,,SACRR20R,RACRR20R,DACRR20R,DBCRR20R,DHCRR20R,DWCRR20R,DICRR20R,D3CRR20R,D4CRR20R,D2CRR20R,DSCRR20R,DECRR20R,DLCRR20R,,,,
TSI Criteria Graduates (Annual Graduates),2018-19,,SACRR19R,RACRR19R,DACRR19R,DBCRR19R,DHCRR19R,DWCRR19R,DICRR19R,D3CRR19R,D4CRR19R,D2CRR19R,DSCRR19R,DECRR19R,DLCRR19R,,,,
TSI Criteria Graduates (Annual Graduates),Mathematics 2019-20,,SACRM20R,RACRM20R,DACRM20R,DBCRM20R,DHCRM20R,DWCRM20R,DICRM20R,D3CRM20R,D4CRM20R,D2CRM20R,DSCRM20R,DECRM20R,DLCRM20R,,,,
TSI Criteria Graduates (Annual Graduates),2018-19,,SACRM19R,RACRM19R,DACRM19R,DBCRM19R,DHCRM19R,DWCRM19R,DICRM19R,D3CRM19R,D4CRM19R,D2CRM19R,DSCRM19R,DECRM19R,DLCRM19R,,,,
TSI Criteria Graduates (Annual Graduates),Both Subjects 2019-20,,SACRB20R,RACRB20R,DACRB20R,DBCRB20R,DHCRB20R,DWCRB20R,DICRB20R,D3CRB20R,D4CRB20R,D2CRB20R,DSCRB20R,DECRB20R,DLCRB20R,,,,
TSI Criteria Graduates (Annual Graduates),2018-19,,SACRB19R,RACRB19R,DACRB19R,DBCRB19R,DHCRB19R,DWCRB19R,DICRB19R,D3CRB19R,D4CRB19R,D2CRB19R,DSCRB19R,DECRB19R,DLCRB19R,,,,
Either Subject (download only),Either Subject (download only),,,,,,,,,,,,,,,,,,
Either Subject (download only),2019-20,,SACRE20R,RACRE20R,DACRE20R,DBCRE20R,DHCRE20R,DWCRE20R,DICRE20R,D3CRE20R,D4CRE20R,D2CRE20R,DSCRE20R,DECRE20R,DLCRE20R,,,,
Either Subject (download only),2018-19,,SACRE19R,RACRE19R,DACRE19R,DBCRE19R,DHCRE19R,DWCRE19R,DICRE19R,D3CRE19R,D4CRE19R,D2CRE19R,DSCRE19R,DECRE19R,DLCRE19R,,,,
AP/IB Met Criteria in Any Subject (Annual Graduates),AP/IB Met Criteria in Any Subject (Annual Graduates),,,,,,,,,,,,,,,,,,
AP/IB Met Criteria in Any Subject (Annual Graduates),Any Subject 2019-20,,SA0GY20R,RA0GY20R,DA0GY20R,DB0GY20R,DH0GY20R,DW0GY20R,DI0GY20R,D30GY20R,D40GY20R,D20GY20R,DS0GY20R,DE0GY20R,DL0GY20R,,,,
AP/IB Met Criteria in Any Subject (Annual Graduates),2018-19,,SA0GY19R,RA0GY19R,DA0GY19R,DB0GY19R,DH0GY19R,DW0GY19R,DI0GY19R,D30GY19R,D40GY19R,D20GY19R,DS0GY19R,DE0GY19R,DL0GY19R,,,,
Associate's Degree (Annual Graduates),Associate's Degree (Annual Graduates),,,,,,,,,,,,,,,,,,
Associate's Degree (Annual Graduates),2019-20,,SA0GJ20R,RA0GJ20R,DA0GJ20R,DB0GJ20R,DH0GJ20R,DW0GJ20R,DI0GJ20R,D30GJ20R,D40GJ20R,D20GJ20R,DS0GJ20R,DE0GJ20R,DL0GJ20R,,,,
Associate's Degree (Annual Graduates),2018-19,,SA0GJ19R,RA0GJ19R,DA0GJ19R,DB0GJ19R,DH0GJ19R,DW0GJ19R,DI0GJ19R,D30GJ19R,D40GJ19R,D20GJ19R,DS0GJ19R,DE0GJ19R,DL0GJ19R,,,,
Dual Course Credits (Annual Graduates),Dual Course Credits (Annual Graduates),,,,,,,,,,,,,,,,,,
Dual Course Credits (Annual Graduates),Any Subject 2019-20 2018-19,,SA0GUA20R SA0GUA19R,RA0GUA20R RA0GUA19R,DA0GUA20R DA0GUA19R,DB0GUA20R DB0GUA19R,DH0GUA20R DH0GUA19R,DW0GUA20R DW0GUA19R,DI0GUA20R DI0GUA19R,D30GUA20R D30GUA19R,D40GUA20R D40GUA19R,D20GUA20R D20GUA19R,DS0GUA20R DS0GUA19R,DE0GUA20R DE0GUA19R,DL0GUA20R DL0GUA19R,,,,
OnRamps Course Credits (Annual Graduates),OnRamps Course Credits (Annual Graduates),,,,,,,,,,,,,,,,,,
OnRamps Course Credits (Annual Graduates),2019-20,,SA0GZ20R,RA0GZ20R,DA0GZ20R,DB0GZ20R,DH0GZ20R,DW0GZ20R,DI0GZ20R,D30GZ20R,D40GZ20R,D20GZ20R,DS0GZ20R,DE0GZ20R,DL0GZ20R,,,,
OnRamps Course Credits (Annual Graduates),2018-19,,SA0GZ19R,RA0GZ19R,DA0GZ19R,DB0GZ19R,DH0GZ19R,DW0GZ19R,DI0GZ19R,D30GZ19R,D40GZ19R,D20GZ19R,DS0GZ19R,DE0GZ19R,DL0GZ19R,,,,
Career/Military Ready Graduates,Career/Military Ready Graduates,,,,,,,,,,,,,,,,,,
Career or Military Ready (Annual Graduates),Career or Military Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
Career or Military Ready (Annual Graduates),2019-20,,SA3GG20R,RA3GG20R,DA3GG20R,DB3GG20R,DH3GG20R,DW3GG20R,DI3GG20R,D33GG20R,D43GG20R,D23GG20R,DS3GG20R,DE3GG20R,DL3GG20R,,,,
Career or Military Ready (Annual Graduates),2018-19,,SA3GG19R,RA3GG19R,DA3GG19R,DB3GG19R,DH3GG19R,DW3GG19R,DI3GG19R,D33GG19R,D43GG19R,D23GG19R,DS3GG19R,DE3GG19R,DL3GG19R,,,,
Career or Military Ready (Annual Graduates),"Approved Industry-Based
2019-20",,"Certification (Annual
SA0GI20R","Graduates)
RA0GI20R",DA0GI20R,DB0GI20R,DH0GI20R,DW0GI20R,DI0GI20R,D30GI20R,D40GI20R,D20GI20R,DS0GI20R,DE0GI20R,DL0GI20R,,,,
Career or Military Ready (Annual Graduates),2018-19,,SA0GI19R,RA0GI19R,DA0GI19R,DB0GI19R,DH0GI19R,DW0GI19R,DI0GI19R,D30GI19R,D40GI19R,D20GI19R,DS0GI19R,DE0GI19R,DL0GI19R,,,,
,2018-19,,,,,,,,,,,,,,,,,,
,2018-19,,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),Graduates with Level I or Level II Certificate (Annual Graduates),,,,,,,,,,,,,,,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),2019-20,,SA3G420R,RA3G420R,DA3G420R,DB3G420R,DH3G420R,DW3G420R,DI3G420R,D33G420R,D43G420R,D23G420R,DS3G420R,DE3G420R,DL3G420R,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),2018-19,,SA3G419R,RA3G419R,DA3G419R,DB3G419R,DH3G419R,DW3G419R,DI3G419R,D33G419R,D43G419R,D23G419R,DS3G419R,DE3G419R,DL3G419R,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),Graduate with Completed,,IEP and Workforce Readiness (Annual Graduates),,,,,,,,,,,,,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),2019-20,,SA0GW20R,RA0GW20R,DA0GW20R,DB0GW20R,DH0GW20R,DW0GW20R,DI0GW20R,D30GW20R,D40GW20R,D20GW20R,DS0GW20R,DE0GW20R,DL0GW20R,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),2018-19,,SA0GW19R,RA0GW19R,DA0GW19R,DB0GW19R,DH0GW19R,DW0GW19R,DI0GW19R,D30GW19R,D40GW19R,D20GW19R,DS0GW19R,DE0GW19R,DL0GW19R,,,,
Graduates under an Advanced Degree Plan and Identified as a current Special Education Student (Annual Graduates),Graduates under an Advanced Degree Plan and Identified as a current Special Education Student (Annual Graduates),,,,,,,,,,,,,,,,,,
Graduates under an Advanced Degree Plan and Identified as a current Special Education Student (Annual Graduates),2019-20,,SASGA20R,RASGA20R,DASGA20R,DBSGA20R,DHSGA20R,DWSGA20R,DISGA20R,D3SGA20R,D4SGA20R,D2SGA20R,DSSGA20R,DESGA20R,DLSGA20R,,,,
Graduates under an Advanced Degree Plan and Identified as a current Special Education Student (Annual Graduates),2018-19,,SASGA19R,RASGA19R,DASGA19R,DBSGA19R,DHSGA19R,DWSGA19R,DISGA19R,D3SGA19R,D4SGA19R,D2SGA19R,DSSGA19R,DESGA19R,DLSGA19R,,,,
,2018-19,,,,,,,,,,,,,,,,,,
