At Meets Grade Level or Above,2021 2022 2021,SDA00AS01S21R SDA00AS01222R SDA00AS01221R,DDA00AS01S21R DDA00AS01222R DDA00AS01221R,CDA00AS01S21R CDA00AS01222R CDA00AS01221R,CDU00AS01S21R CDU00AS01222R CDU00AS01221R,CDJ00AS01S21R CDJ00AS01222R CDJ00AS01221R,CDK00AS01S21R CDK00AS01222R CDK00AS01221R,CDQ00AS01S21R CDQ00AS01222R CDQ00AS01221R,CDT00AS01S21R CDT00AS01222R CDT00AS01221R,CNB00AS01S21R CNB00AS01222R CNB00AS01221R,CDC00AS01S21R CDC00AS01222R CDC00AS01221R,CDX00AS01S21R CDX00AS01222R CDX00AS01221R,CDY00AS01S21R CDY00AS01222R CDY00AS01221R,CNE00AS01S21R CNE00AS01222R CNE00AS01221R,CDZ00AS01S21R CDZ00AS01222R CDZ00AS01221R,CD800AS01S21R CD800AS01222R CD800AS01221R,CDL00AS01S21R CDL00AS01222R CDL00AS01221R,CNT00AS01S21R CNT00AS01222R CNT00AS01221R
At Masters Grade Level,2022 2021,SDA00AS01322R SDA00AS01321R,DDA00AS01322R DDA00AS01321R,CDA00AS01322R CDA00AS01321R,CDU00AS01322R CDU00AS01321R,CDJ00AS01322R CDJ00AS01321R,CDK00AS01322R CDK00AS01321R,CDQ00AS01322R CDQ00AS01321R,CDT00AS01322R CDT00AS01321R,CNB00AS01322R CNB00AS01321R,CDC00AS01322R CDC00AS01321R,CDX00AS01322R CDX00AS01321R,CDY00AS01322R CDY00AS01321R,CNE00AS01322R CNE00AS01321R,CDZ00AS01322R CDZ00AS01321R,CD800AS01322R CD800AS01321R,CDL00AS01322R CDL00AS01321R,CNT00AS01322R CNT00AS01321R
School Progress Domain - Academic Growth Score,,,,,,,,,,,,,,,,,,
All Grades Both Subjects,2022,SDA00A00200022R,DDA00A00200022R,CDA00A00200022R,CDU00A00200022R,CDJ00A00200022R,CDK00A00200022R,CDQ00A00200022R,CDT00A00200022R,CNB00A00200022R,CDC00A00200022R,CDX00A00200022R,CDY00A00200022R,CNE00A00200022R,CDZ00A00200022R,CD800A00200022R,CDL00A00200022R,CNT00A00200022R
,2021,SDA00A00200021R,DDA00A00200021R,CDA00A00200021R,CDU00A00200021R,CDJ00A00200021R,CDK00A00200021R,CDQ00A00200021R,CDT00A00200021R,CNB00A00200021R,CDC00A00200021R,CDX00A00200021R,CDY00A00200021R,CNE00A00200021R,CDZ00A00200021R,CD800A00200021R,CDL00A00200021R,CNT00A00200021R
All Grades ELA/Reading,2022,SDA00AR0200022R,DDA00AR0200022R,CDA00AR0200022R,CDU00AR0200022R,CDJ00AR0200022R,CDK00AR0200022R,CDQ00AR0200022R,CDT00AR0200022R,CNB00AR0200022R,CDC00AR0200022R,CDX00AR0200022R,CDY00AR0200022R,CNE00AR0200022R,CDZ00AR0200022R,CD800AR0200022R,CDL00AR0200022R,CNT00AR0200022R
,2021,SDA00AR0200021R,DDA00AR0200021R,CDA00AR0200021R,CDU00AR0200021R,CDJ00AR0200021R,CDK00AR0200021R,CDQ00AR0200021R,CDT00AR0200021R,CNB00AR0200021R,CDC00AR0200021R,CDX00AR0200021R,"CDY00AR0200021R
CDY00AM0200022R","CNE00AR0200021R
CNE00AM0200022R","CDZ00AR0200021R
CDZ00AM0200022R","CD800AR0200021R
CD800AM0200022R","CDL00AR0200021R
CDL00AM0200022R",CNT00AR0200021R
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continuously Enrolled,Non- Continuously Enrolled,Econ Disadv,EB/EL (Current & Monitored),,
2022 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests Assessment Participant Included in Accountability Not Included in Accountability Mobile Other Exclusions Not Tested Absent Other,SDA00A00T022R SDAYAA00T022R SDAYMA00T022R SDAYXA00T022R SDANTA00T022R SDANAA00T022R SDANOA00T022R,"DDA00A00T022R DDAYAA00T022R DDAYMA00T022R DDAYXA00T022R DDANTA00T022R DDANAA00T022R DDANOA00T022R
:unselected:
:unselected:","CDA00A00T022R CDAYAA00T022R CDAYMA00T022R CDAYXA00T022R CDANTA00T022R CDANAA00T022R CDANOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:","CDB00A00T022R CDBYAA00T022R CDBYMA00T022R CDBYXA00T022R CDBNTA00T022R CDBNAA00T022R CDBNOA00T022R
:unselected:","CDH00A00T022R CDHYAA00T022R CDHYMA00T022R CDHYXA00T022R CDHNTA00T022R CDHNAA00T022R CDHNOA00T022R
:unselected:",CDW00A00T022R CDWYAA00T022R CDWYMA00T022R CDWYXA00T022R CDWNTA00T022R CDWNAA00T022R CDWNOA00T022R,CDI00A00T022R CDIYAA00T022R CDIYMA00T022R CDIYXA00T022R CDINTA00T022R CDINAA00T022R CDINOA00T022R,CD300A00T022R CD3YAA00T022R CD3YMA00T022R CD3YXA00T022R CD3NTA00T022R CD3NAA00T022R CD3NOA00T022R,"CD400A00T022R CD4YAA00T022R CD4YMA00T022R CD4YXA00T022R CD4NTA00T022R CD4NAA00T022R CD4NOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","CD200A00T022R CD2YAA00T022R CD2YMA00T022R CD2YXA00T022R CD2NTA00T022R CD2NAA00T022R CD2NOA00T022R
:unselected:
:unselected:","CDS00A00T022R CDSYAA00T022R CDSYMA00T022R CDSYXA00T022R CDSNTA00T022R CDSNAA00T022R CDSNOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","CNS00A00T022R CNSYAA00T022R CNSYMA00T022R CNSYXA00T022R CNSNTA00T022R CNSNAA00T022R CNSNOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","CNC00A00T022R CNCYAA00T022R CNCYMA00T022R CNCYXA00T022R CNCNTA00T022R CNCNAA00T022R CNCNOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","CNM00A00T022R CNMYAA00T022R CNMYMA00T022R CNMYXA00T022R CNMNTA00T022R CNMNAA00T022R CNMNOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:",CDE00A00T022R CDEYAA00T022R CDEYMA00T022R CDEYXA00T022R CDENTA00T022R CDENAA00T022R CDENOA00T022R,CD000A00T022R CD0YAA00T022R CD0YMA00T022R CD0YXA00T022R CD0NTA00T022R CD0NAA00T022R CD0NOA00T022R,,
2021 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,,,,,,,,,,,,,,,,,,
Assessment Participant,SDA00A00T021R,"DDA00A00T021R
:unselected:","CDA00A00T021R
:unselected:",CDB00A00T021R,CDH00A00T021R,CDW00A00T021R,CDI00A00T021R,CD300A00T021R,CD400A00T021R,CD200A00T021R,CDS00A00T021R,"CNS00A00T021R
:unselected:","CNC00A00T021R
:unselected:","CNM00A00T021R
:unselected:",CDE00A00T021R,CD000A00T021R,,
Included in Accountability,SDAYAA00T021R,"DDAYAA00T021R
:unselected:","CDAYAA00T021R
:unselected:",CDBYAA00T021R,CDHYAA00T021R,CDWYAA00T021R,CDIYAA00T021R,CD3YAA00T021R,"CD4YAA00T021R
:unselected:",CD2YAA00T021R,CDSYAA00T021R,"CNSYAA00T021R
:unselected:","CNCYAA00T021R
:unselected:","CNMYAA00T021R
:unselected:",CDEYAA00T021R,CD0YAA00T021R,,
Not Included in Accountability Mobile,SDAYMA00T021R,"DDAYMA00T021R
:unselected:","CDAYMA00T021R
:unselected:",CDBYMA00T021R,"CDHYMA00T021R
:unselected:",CDWYMA00T021R,CDIYMA00T021R,CD3YMA00T021R,"CD4YMA00T021R
:unselected:",CD2YMA00T021R,CDSYMA00T021R,"CNSYMA00T021R
:unselected:","CNCYMA00T021R
:unselected:","CNMYMA00T021R
:unselected:",CDEYMA00T021R,CD0YMA00T021R,,
Other Exclusions,SDAYXA00T021R,DDAYXA00T021R,CDAYXA00T021R,CDBYXA00T021R,CDHYXA00T021R,CDWYXA00T021R,CDIYXA00T021R,CD3YXA00T021R,"CD4YXA00T021R
:unselected:",CD2YXA00T021R,CDSYXA00T021R,CNSYXA00T021R,CNCYXA00T021R,"CNMYXA00T021R
:unselected:",CDEYXA00T021R,CD0YXA00T021R,,
"Not Tested
Absent","SDANTA00T021R
SDANAA00T021R","DDANTA00T021R
DDANAA00T021R","CDANTA00T021R
CDANAA00T021R
:unselected:
:unselected:","CDBNTA00T021R
CDBNAA00T021R","CDHNTA00T021R
CDHNAA00T021R","CDWNTA00T021R
CDWNAA00T021R","CDINTA00T021R
CDINAA00T021R","CD3NTA00T021R
CD3NAA00T021R","CD4NTA00T021R
CD4NAA00T021R
:unselected:
:unselected:","CD2NTA00T021R
CD2NAA00T021R","CDSNTA00T021R
CDSNAA00T021R","CNSNTA00T021R
CNSNAA00T021R
:unselected:","CNCNTA00T021R
CNCNAA00T021R
:unselected:
:unselected:","CNMNTA00T021R
CNMNAA00T021R
:unselected:
:unselected:","CDENTA00T021R
CDENAA00T021R","CD0NTA00T021R
CD0NAA00T021R",,
Other,SDANOA00T021R,"DDANOA00T021R
:unselected:",CDANOA00T021R,CDBNOA00T021R,CDHNOA00T021R,CDWNOA00T021R,CDINOA00T021R,CD3NOA00T021R,"CD4NOA00T021R
:unselected:",CD2NOA00T021R,"CDSNOA00T021R
:unselected:","CNSNOA00T021R
:unselected:","CNCNOA00T021R
:unselected:","CNMNOA00T021R
:unselected:",CDENOA00T021R,CD0NOA00T021R,,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Attendance Rate,,,,,,,,,,,,,,,,,,
2020-21,SA0AT21R,DA0AT21R,CA0AT21R,CB0AT21R,CH0AT21R,CW0AT21R,CI0AT21R,C30AT21R,C40AT21R,C20AT21R,CS0AT21R,CE0AT21R,CL0AT21R,,,,,
2019-20,SA0AT20R,DA0AT20R,CA0AT20R,CB0AT20R,CH0AT20R,CW0AT20R,CI0AT20R,C30AT20R,C40AT20R,C20AT20R,CS0AT20R,CE0AT20R,CL0AT20R,,,,,
Chronic Absenteeism,,,,,,,,,,,,,,,,,,
2020-21,SA0CA21R,DA0CA21R,CA0CA21R,CB0CA21R,CH0CA21R,CW0CA21R,CI0CA21R,C30CA21R,C40CA21R,C20CA21R,CS0CA21R,CE0CA21R,CL0CA21R,,,,,
2019-20,SA0CA20R,DA0CA20R,CA0CA20R,CB0CA20R,CH0CA20R,CW0CA20R,CI0CA20R,C30CA20R,C40CA20R,C20CA20R,CS0CA20R,CE0CA20R,CL0CA20R,,,,,
Annual Dropout Rate (Gr 7-8),,,,,,,,,,,,,,,,,,
2020-21,SA0708DR21R,DA0708DR21R,CA0708DR21R,CB0708DR21R,CH0708DR21R,CW0708DR21R,CI0708DR21R,C30708DR21R,C40708DR21R,C20708DR21R,CS0708DR21R,CE0708DR21R,CL0708DR21R,,,,,
2019-20,SA0708DR20R,DA0708DR20R,CA0708DR20R,CB0708DR20R,CH0708DR20R,CW0708DR20R,CI0708DR20R,C30708DR20R,C40708DR20R,C20708DR20R,CS0708DR20R,CE0708DR20R,CL0708DR20R,,,,,
Annual Dropout Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
2020-21 2019-20,"SA0912DR21R
SA0912DR20R","DA0912DR21R
DA0912DR20R",CA0912DR21R CA0912DR20R,CB0912DR21R CB0912DR20R,"CH0912DR21R
CH0912DR20R","CW0912DR21R
CW0912DR20R","CI0912DR21R
CI0912DR20R",C30912DR21R C30912DR20R,C40912DR21R C40912DR20R,C20912DR21R C20912DR20R,CS0912DR21R CS0912DR20R,CE0912DR21R CE0912DR20R,CL0912DR21R CL0912DR20R,,,,,
4-Year Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2021,,,,,,,,,,,,,,,,,,
Graduated,SAGC421R,DAGC4X21R,CAGC4X21R,CBGC4X21R,CHGC4X21R,CWGC4X21R,CIGC4X21R,C3GC4X21R,C4GC4X21R,C2GC4X21R,CSGC4X21R,CEGC4X21R,CLGC4X21R,,,,,
Received TxCHSE,SAEC421R,DAEC4X21R,CAEC4X21R,CBEC4X21R,CHEC4X21R,CWEC4X21R,CIEC4X21R,C3EC4X21R,C4EC4X21R,C2EC4X21R,CSEC4X21R,CEEC4X21R,CLEC4X21R,,,,,
Continued HS,SANC421R,DANC4X21R,CANC4X21R,CBNC4X21R,CHNC4X21R,CWNC4X21R,CINC4X21R,C3NC4X21R,C4NC4X21R,C2NC4X21R,CSNC4X21R,CENC4X21R,CLNC4X21R,,,,,
Dropped Out,SADC421R,DADC4X21R,CADC4X21R,CBDC4X21R,CHDC4X21R,CWDC4X21R,CIDC4X21R,C3DC4X21R,C4DC4X21R,C2DC4X21R,CSDC4X21R,CEDC4X21R,CLDC4X21R,,,,,
Graduates and TxCHSE,SA3C421R,DA3C4X21R,CA3C4X21R,CB3C4X21R,CH3C4X21R,CW3C4X21R,CI3C4X21R,C33C4X21R,C43C4X21R,C23C4X21R,CS3C4X21R,CE3C4X21R,CL3C4X21R,,,,,
"Grads, TxCHSE, & Cont",SA2C421R,DA2C4X21R,CA2C4X21R,CB2C4X21R,CH2C4X21R,CW2C4X21R,CI2C4X21R,C32C4X21R,C42C4X21R,C22C4X21R,CS2C4X21R,CE2C4X21R,CL2C4X21R,,,,,
Class of 2020,,,,,,,,,,,,,,,,,,
Graduated,SAGC420R,DAGC4X20R,CAGC4X20R,CBGC4X20R,CHGC4X20R,CWGC4X20R,CIGC4X20R,C3GC4X20R,C4GC4X20R,C2GC4X20R,CSGC4X20R,CEGC4X20R,CLGC4X20R,,,,,
Received TxCHSE,SAEC420R,DAEC4X20R,CAEC4X20R,CBEC4X20R,CHEC4X20R,CWEC4X20R,CIEC4X20R,C3EC4X20R,C4EC4X20R,C2EC4X20R,CSEC4X20R,CEEC4X20R,CLEC4X20R,,,,,
Continued HS,SANC420R,DANC4X20R,CANC4X20R,CBNC4X20R,CHNC4X20R,CWNC4X20R,CINC4X20R,C3NC4X20R,C4NC4X20R,C2NC4X20R,CSNC4X20R,CENC4X20R,CLNC4X20R,,,,,
Dropped Out,SADC420R,DADC4X20R,CADC4X20R,CBDC4X20R,CHDC4X20R,CWDC4X20R,CIDC4X20R,C3DC4X20R,C4DC4X20R,C2DC4X20R,CSDC4X20R,CEDC4X20R,CLDC4X20R,,,,,
Graduates and TxCHSE,SA3C420R,DA3C4X20R,CA3C4X20R,CB3C4X20R,CH3C4X20R,CW3C4X20R,CI3C4X20R,C33C4X20R,C43C4X20R,C23C4X20R,CS3C4X20R,CE3C4X20R,CL3C4X20R,,,,,
"Grads, TxCHSE, & Cont",SA2C420R,DA2C4X20R,CA2C4X20R,CB2C4X20R,CH2C4X20R,CW2C4X20R,CI2C4X20R,C32C4X20R,C42C4X20R,C22C4X20R,CS2C4X20R,CE2C4X20R,CL2C4X20R,,,,,
5-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2020,,,,,,,,,,,,,,,,,,
Graduated,SAGC520R,DAGC5X20R,CAGC5X20R,CBGC5X20R,CHGC5X20R,CWGC5X20R,CIGC5X20R,C3GC5X20R,C4GC5X20R,C2GC5X20R,CSGC5X20R,CEGC5X20R,CLGC5X20R,,,,,
Received TxCHSE,SAEC520R,"DAEC5X20R
:unselected:",CAEC5X20R,CBEC5X20R,CHEC5X20R,CWEC5X20R,CIEC5X20R,C3EC5X20R,C4EC5X20R,C2EC5X20R,CSEC5X20R,CEEC5X20R,CLEC5X20R,,,,,
Continued HS,SANC520R,"DANC5X20R
:unselected:",CANC5X20R,CBNC5X20R,CHNC5X20R,CWNC5X20R,CINC5X20R,C3NC5X20R,C4NC5X20R,C2NC5X20R,CSNC5X20R,CENC5X20R,CLNC5X20R,,,,,
Dropped Out,SADC520R,"DADC5X20R
:unselected:",CADC5X20R,CBDC5X20R,CHDC5X20R,CWDC5X20R,CIDC5X20R,C3DC5X20R,C4DC5X20R,C2DC5X20R,CSDC5X20R,CEDC5X20R,CLDC5X20R,,,,,
Graduates and TxCHSE,SA3C520R,"DA3C5X20R
:unselected:",CA3C5X20R,CB3C5X20R,CH3C5X20R,CW3C5X20R,CI3C5X20R,C33C5X20R,C43C5X20R,C23C5X20R,CS3C5X20R,CE3C5X20R,CL3C5X20R,,,,,
"Grads, TxCHSE, & Cont",SA2C520R,"DA2C5X20R
:unselected:","CA2C5X20R
:unselected:",CB2C5X20R,CH2C5X20R,CW2C5X20R,CI2C5X20R,C32C5X20R,C42C5X20R,C22C5X20R,CS2C5X20R,CE2C5X20R,CL2C5X20R,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC519R,"DAGC5X19R
:unselected:",CAGC5X19R,CBGC5X19R,CHGC5X19R,CWGC5X19R,CIGC5X19R,C3GC5X19R,C4GC5X19R,C2GC5X19R,CSGC5X19R,CEGC5X19R,CLGC5X19R,,,,,
Received TxCHSE,SAEC519R,DAEC5X19R,CAEC5X19R,CBEC5X19R,CHEC5X19R,CWEC5X19R,CIEC5X19R,C3EC5X19R,C4EC5X19R,C2EC5X19R,CSEC5X19R,CEEC5X19R,CLEC5X19R,,,,,
Continued HS,SANC519R,DANC5X19R,CANC5X19R,CBNC5X19R,CHNC5X19R,CWNC5X19R,CINC5X19R,C3NC5X19R,C4NC5X19R,C2NC5X19R,CSNC5X19R,CENC5X19R,CLNC5X19R,,,,,
Dropped Out,SADC519R,"DADC5X19R
:unselected:",CADC5X19R,CBDC5X19R,CHDC5X19R,CWDC5X19R,CIDC5X19R,C3DC5X19R,C4DC5X19R,C2DC5X19R,CSDC5X19R,CEDC5X19R,CLDC5X19R,,,,,
Graduates and TxCHSE,SA3C519R,DA3C5X19R,"CA3C5X19R
:unselected:",CB3C5X19R,CH3C5X19R,CW3C5X19R,CI3C5X19R,C33C5X19R,C43C5X19R,C23C5X19R,CS3C5X19R,CE3C5X19R,CL3C5X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C519R,"DA2C5X19R
:unselected:",CA2C5X19R,CB2C5X19R,CH2C5X19R,CW2C5X19R,CI2C5X19R,C32C5X19R,C42C5X19R,C22C5X19R,CS2C5X19R,CE2C5X19R,CL2C5X19R,,,,,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
6-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC619R,"DAGC6X19R
:unselected:","CAGC6X19R
:unselected:","CBGC6X19R
:unselected:",CHGC6X19R,CWGC6X19R,CIGC6X19R,C3GC6X19R,C4GC6X19R,C2GC6X19R,CSGC6X19R,CEGC6X19R,CLGC6X19R,,,,,
Received TxCHSE,SAEC619R,"DAEC6X19R
:unselected:","CAEC6X19R
:unselected:","CBEC6X19R
:unselected: :selected:",CHEC6X19R,CWEC6X19R,CIEC6X19R,C3EC6X19R,C4EC6X19R,C2EC6X19R,CSEC6X19R,CEEC6X19R,CLEC6X19R,,,,,
Continued HS,SANC619R,"DANC6X19R
:unselected:","CANC6X19R
:unselected:","CBNC6X19R
:unselected:",CHNC6X19R,CWNC6X19R,CINC6X19R,C3NC6X19R,C4NC6X19R,C2NC6X19R,CSNC6X19R,CENC6X19R,CLNC6X19R,,,,,
Dropped Out,SADC619R,"DADC6X19R
:unselected:","CADC6X19R
:unselected:","CBDC6X19R
:unselected:",CHDC6X19R,CWDC6X19R,CIDC6X19R,C3DC6X19R,C4DC6X19R,C2DC6X19R,CSDC6X19R,CEDC6X19R,CLDC6X19R,,,,,
Graduates and TxCHSE,SA3C619R,"DA3C6X19R
:unselected:","CA3C6X19R
:unselected:",CB3C6X19R,CH3C6X19R,CW3C6X19R,CI3C6X19R,C33C6X19R,C43C6X19R,C23C6X19R,CS3C6X19R,CE3C6X19R,CL3C6X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C619R,"DA2C6X19R
:unselected:","CA2C6X19R
:unselected:",CB2C6X19R,CH2C6X19R,CW2C6X19R,CI2C6X19R,C32C6X19R,C42C6X19R,C22C6X19R,CS2C6X19R,CE2C6X19R,CL2C6X19R,,,,,
Class of 2018,,,,,,,,,,,,,,,,,,
Graduated,SAGC618R,"DAGC6X18R
:unselected:","CAGC6X18R
:unselected:","CBGC6X18R
:selected:",CHGC6X18R,CWGC6X18R,CIGC6X18R,C3GC6X18R,C4GC6X18R,C2GC6X18R,CSGC6X18R,CEGC6X18R,CLGC6X18R,,,,,
Received TxCHSE,SAEC618R,"DAEC6X18R
:unselected:","CAEC6X18R
:unselected:",CBEC6X18R,CHEC6X18R,CWEC6X18R,CIEC6X18R,C3EC6X18R,C4EC6X18R,C2EC6X18R,CSEC6X18R,CEEC6X18R,CLEC6X18R,,,,,
Continued HS,SANC618R,"DANC6X18R
:unselected:","CANC6X18R
:unselected:",CBNC6X18R,CHNC6X18R,CWNC6X18R,CINC6X18R,C3NC6X18R,C4NC6X18R,C2NC6X18R,CSNC6X18R,CENC6X18R,CLNC6X18R,,,,,
Dropped Out,SADC618R,"DADC6X18R
:unselected:","CADC6X18R
:unselected:",CBDC6X18R,CHDC6X18R,CWDC6X18R,CIDC6X18R,C3DC6X18R,C4DC6X18R,C2DC6X18R,CSDC6X18R,CEDC6X18R,CLDC6X18R,,,,,
Graduates and TxCHSE,SA3C618R,"DA3C6X18R
:unselected:","CA3C6X18R
:unselected:",CB3C6X18R,CH3C6X18R,CW3C6X18R,CI3C6X18R,C33C6X18R,C43C6X18R,C23C6X18R,CS3C6X18R,CE3C6X18R,CL3C6X18R,,,,,
"Grads, TxCHSE, & Cont",SA2C618R,"DA2C6X18R
:unselected:","CA2C6X18R
:unselected:",CB2C6X18R,CH2C6X18R,CW2C6X18R,CI2C6X18R,C32C6X18R,C42C6X18R,C22C6X18R,CS2C6X18R,CE2C6X18R,CL2C6X18R,,,,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2021,SAGC421R,DAGC421R,CAGC421R,CBGC421R,CHGC421R,CWGC421R,CIGC421R,C3GC421R,C4GC421R,C2GC421R,CSGC421R,CEGC421R,CLGC421R,,,,,
Class of 2020,SAGC420R,DAGC420R,CAGC420R,CBGC420R,CHGC420R,CWGC420R,CIGC420R,C3GC420R,C4GC420R,C2GC420R,CSGC420R,CEGC420R,CLGC420R,,,,,
FHSP-E Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2021,SAPC421R,DAPC4X21R,CAPC4X21R,CBPC4X21R,CHPC4X21R,CWPC4X21R,CIPC4X21R,C3PC4X21R,C4PC4X21R,C2PC4X21R,CSPC4X21R,CEPC4X21R,CLPC4X21R,,,,,
Class of 2020,SAPC420R,DAPC4X20R,CAPC4X20R,CBPC4X20R,CHPC4X20R,CWPC4X20R,CIPC4X20R,C3PC4X20R,C4PC4X20R,C2PC4X20R,CSPC4X20R,CEPC4X20R,CLPC4X20R,,,,,
FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2021,SAAC421R,DAAC4X21R,CAAC4X21R,CBAC4X21R,CHAC4X21R,CWAC4X21R,CIAC4X21R,C3AC4X21R,C4AC4X21R,C2AC4X21R,CSAC4X21R,CEAC4X21R,CLAC4X21R,,,,,
Class of 2020,SAAC420R,DAAC4X20R,CAAC4X20R,CBAC4X20R,CHAC4X20R,CWAC4X20R,CIAC4X20R,C3AC4X20R,C4AC4X20R,C2AC4X20R,CSAC4X20R,CEAC4X20R,CLAC4X20R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2021,SASC421R,DASC4X21R,CASC4X21R,CBSC4X21R,CHSC4X21R,CWSC4X21R,CISC4X21R,C3SC4X21R,C4SC4X21R,C2SC4X21R,CSSC4X21R,CESC4X21R,CLSC4X21R,,,,,
Class of 2020,SASC420R,DASC4X20R,CASC4X20R,CBSC4X20R,CHSC4X20R,CWSC4X20R,CISC4X20R,C3SC4X20R,C4SC4X20R,C2SC4X20R,CSSC4X20R,CESC4X20R,CLSC4X20R,,,,,
RHSP/DAP Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GH21R,DA0GH21R,CA0GH21R,CB0GH21R,CH0GH21R,CW0GH21R,CI0GH21R,C30GH21R,C40GH21R,C20GH21R,CS0GH21R,CE0GH21R,CL0GH21R,,,,,
2019-20,SA0GH20R,DA0GH20R,CA0GH20R,CB0GH20R,CH0GH20R,CW0GH20R,CI0GH20R,C30GH20R,C40GH20R,C20GH20R,CS0GH20R,CE0GH20R,CL0GH20R,,,,,
FHSP-E Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GE21R,DA0GE21R,CA0GE21R,CB0GE21R,CH0GE21R,CW0GE21R,CI0GE21R,C30GE21R,C40GE21R,C20GE21R,CS0GE21R,CE0GE21R,CL0GE21R,,,,,
2019-20,SA0GE20R,DA0GE20R,CA0GE20R,CB0GE20R,CH0GE20R,CW0GE20R,CI0GE20R,C30GE20R,C40GE20R,C20GE20R,CS0GE20R,CE0GE20R,CL0GE20R,,,,,
FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GA21R,DA0GA21R,CA0GA21R,CB0GA21R,CH0GA21R,CW0GA21R,CI0GA21R,C30GA21R,C40GA21R,C20GA21R,CS0GA21R,CE0GA21R,CL0GA21R,,,,,
2019-20,SA0GA20R,DA0GA20R,CA0GA20R,CB0GA20R,CH0GA20R,CW0GA20R,CI0GA20R,C30GA20R,C40GA20R,C20GA20R,CS0GA20R,CE0GA20R,CL0GA20R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2020-21,SA0GS21R,DA0GS21R,CA0GS21R,CB0GS21R,CH0GS21R,CW0GS21R,CI0GS21R,C30GS21R,C40GS21R,C20GS21R,CS0GS21R,CE0GS21R,CL0GS21R,,,,,
2019-20,SA0GS20R,DA0GS20R,CA0GS20R,CB0GS20R,CH0GS20R,CW0GS20R,CI0GS20R,C30GS20R,C40GS20R,C20GS20R,CS0GS20R,CE0GS20R,CL0GS20R,,,,,
,,,,,,,,,,,,,,,,,,
Student Information,Campus Count,Campus Percent,District Count,State Count,,,,,,,,,,,,,,
Graduates (2020-21 Annual Graduates),,,,,,,,,,,,,,,,,,
Total Graduates,CA0GR21N,100.0%,DA0GR21N,100.0%,,,,,,,,,,,,,,
By Ethnicity:,,,,,,,,,,,,,,,,,,
African American,CB0GR21N,CB0GR21R,DB0GR21N,SB0GR21N,,,,,,,,,,,,,,
Hispanic,CH0GR21N,CH0GR21R,DH0GR21N,SH0GR21N,,,,,,,,,,,,,,
White,CW0GR21N,CW0GR21R,DW0GR21N,SW0GR21N,,,,,,,,,,,,,,
American Indian,CI0GR21N,CI0GR21R,DI0GR21N,SI0GR21N,,,,,,,,,,,,,,
Asian,C30GR21N,C30GR21R,D30GR21N,S30GR21N,,,,,,,,,,,,,,
Pacific Islander,"C40GR21N
:unselected:",C40GR21R,D40GR21N,S40GR21N,,,,,,,,,,,,,,
Two or More Races,C21GR21N,C21GR21R,D21GR21N,S21GR21N,,,,,,,,,,,,,,
By Graduation Type:,,,,,,,,,,,,,,,,,,
Minimum H.S. Program,CA0GM21N,CA0GM21P,DA0GM21N,SA0GM21N,,,,,,,,,,,,,,
