DISTRICT,DD000A00200019R,DD000AA1200019R,DD000AE2200019R,DD000AM0200019R,DD000AR0200019R,DD004AM0200019R,DD004AR0200019R,DD005AM0200019R,DD005AR0200019R,DD006AM0200019R,DD006AR0200019R,DD007AM0200019R,DD007AR0200019R,DD008AM0200019R,DD008AR0200019R,DD200A00200019R,DD200AA1200019R,DD200AE2200019R,DD200AM0200019R,DD200AR0200019R,DD204AM0200019R,DD204AR0200019R,DD205AM0200019R,DD205AR0200019R,DD206AM0200019R,DD206AR0200019R,DD207AM0200019R,DD207AR0200019R,DD208AM0200019R,DD208AR0200019R,DD300A00200019R,DD300AA1200019R,DD300AE2200019R,DD300AM0200019R,DD300AR0200019R,DD304AM0200019R,DD304AR0200019R,DD305AM0200019R,DD305AR0200019R,DD306AM0200019R,DD306AR0200019R,DD307AM0200019R,DD307AR0200019R,DD308AM0200019R,DD308AR0200019R,DD400A00200019R,DD400AA1200019R,DD400AE2200019R,DD400AM0200019R,DD400AR0200019R,DD404AM0200019R,DD404AR0200019R,DD405AM0200019R,DD405AR0200019R,DD406AM0200019R,DD406AR0200019R,DD407AM0200019R,DD407AR0200019R,DD408AM0200019R,DD408AR0200019R,DDA00A00200019R,DDA00AA1200019R,DDA00AE2200019R,DDA00AM0200019R,DDA00AR0200019R,DDA04AM0200019R,DDA04AR0200019R,DDA05AM0200019R,DDA05AR0200019R,DDA06AM0200019R,DDA06AR0200019R,DDA07AM0200019R,DDA07AR0200019R,DDA08AM0200019R,DDA08AR0200019R,DDB00A00200019R,DDB00AA1200019R,DDB00AE2200019R,DDB00AM0200019R,DDB00AR0200019R,DDB04AM0200019R,DDB04AR0200019R,DDB05AM0200019R,DDB05AR0200019R,DDB06AM0200019R,DDB06AR0200019R,DDB07AM0200019R,DDB07AR0200019R,DDB08AM0200019R,DDB08AR0200019R,DDE00A00200019R,DDE00AA1200019R,DDE00AE2200019R,DDE00AM0200019R,DDE00AR0200019R,DDE04AM0200019R,DDE04AR0200019R,DDE05AM0200019R,DDE05AR0200019R,DDE06AM0200019R,DDE06AR0200019R,DDE07AM0200019R,DDE07AR0200019R,DDE08AM0200019R,DDE08AR0200019R,DDF00A00200019R,DDF00AA1200019R,DDF00AE2200019R,DDF00AM0200019R,DDF00AR0200019R,DDF04AM0200019R,DDF04AR0200019R,DDF05AM0200019R,DDF05AR0200019R,DDF06AM0200019R,DDF06AR0200019R,DDF07AM0200019R,DDF07AR0200019R,DDF08AM0200019R,DDF08AR0200019R,DDH00A00200019R,DDH00AA1200019R,DDH00AE2200019R,DDH00AM0200019R,DDH00AR0200019R,DDH04AM0200019R,DDH04AR0200019R,DDH05AM0200019R,DDH05AR0200019R,DDH06AM0200019R,DDH06AR0200019R,DDH07AM0200019R,DDH07AR0200019R,DDH08AM0200019R,DDH08AR0200019R,DDI00A00200019R,DDI00AA1200019R,DDI00AE2200019R,DDI00AM0200019R,DDI00AR0200019R,DDI04AM0200019R,DDI04AR0200019R,DDI05AM0200019R,DDI05AR0200019R,DDI06AM0200019R,DDI06AR0200019R,DDI07AM0200019R,DDI07AR0200019R,DDI08AM0200019R,DDI08AR0200019R,DDM00A00200019R,DDM00AA1200019R,DDM00AE2200019R,DDM00AM0200019R,DDM00AR0200019R,DDM04AM0200019R,DDM04AR0200019R,DDM05AM0200019R,DDM05AR0200019R,DDM06AM0200019R,DDM06AR0200019R,DDM07AM0200019R,DDM07AR0200019R,DDM08AM0200019R,DDM08AR0200019R,DDR00A00200019R,DDR00AA1200019R,DDR00AE2200019R,DDR00AM0200019R,DDR00AR0200019R,DDR04AM0200019R,DDR04AR0200019R,DDR05AM0200019R,DDR05AR0200019R,DDR06AM0200019R,DDR06AR0200019R,DDR07AM0200019R,DDR07AR0200019R,DDR08AM0200019R,DDR08AR0200019R,DDS00A00200019R,DDS00AA1200019R,DDS00AE2200019R,DDS00AM0200019R,DDS00AR0200019R,DDS04AM0200019R,DDS04AR0200019R,DDS05AM0200019R,DDS05AR0200019R,DDS06AM0200019R,DDS06AR0200019R,DDS07AM0200019R,DDS07AR0200019R,DDS08AM0200019R,DDS08AR0200019R,DDW00A00200019R,DDW00AA1200019R,DDW00AE2200019R,DDW00AM0200019R,DDW00AR0200019R,DDW04AM0200019R,DDW04AR0200019R,DDW05AM0200019R,DDW05AR0200019R,DDW06AM0200019R,DDW06AR0200019R,DDW07AM0200019R,DDW07AR0200019R,DDW08AM0200019R,DDW08AR0200019R,DISTNAME,DNC00A00200019R,DNC00AA1200019R,DNC00AE2200019R,DNC00AM0200019R,DNC00AR0200019R,DNC04AM0200019R,DNC04AR0200019R,DNC05AM0200019R,DNC05AR0200019R,DNC06AM0200019R,DNC06AR0200019R,DNC07AM0200019R,DNC07AR0200019R,DNC08AM0200019R,DNC08AR0200019R,DNM00A00200019R,DNM00AA1200019R,DNM00AE2200019R,DNM00AM0200019R,DNM00AR0200019R,DNM04AM0200019R,DNM04AR0200019R,DNM05AM0200019R,DNM05AR0200019R,DNM06AM0200019R,DNM06AR0200019R,DNM07AM0200019R,DNM07AR0200019R,DNM08AM0200019R,DNM08AR0200019R,DNS00A00200019R,DNS00AA1200019R,DNS00AE2200019R,DNS00AM0200019R,DNS00AR0200019R,DNS04AM0200019R,DNS04AR0200019R,DNS05AM0200019R,DNS05AR0200019R,DNS06AM0200019R,DNS06AR0200019R,DNS07AM0200019R,DNS07AR0200019R,DNS08AM0200019R,DNS08AR0200019R
"'227820",68,70,67,67,68,65,70,77,79,57,44,67,76,71,79,80,68,67,81,79,86,71,92,86,75,61,82,82,67,100,77,80,-1,79,74,60,60,83,88,76,52,84,79,82,82,50,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,68,70,73,67,69,62,64,76,79,57,46,67,79,72,79,65,60,76,63,67,60,55,73,76,56,48,65,80,64,75,67,70,72,66,69,62,64,76,78,56,46,66,79,72,79,71,77,76,70,71,64,66,77,81,60,49,70,81,78,80,68,73,73,67,69,63,67,77,79,57,45,67,78,74,80,76,-1,-1,78,73,88,69,95,90,44,50,83,83,-1,-1,65,64,70,64,67,61,62,75,76,54,43,65,77,66,78,65,63,68,64,67,62,67,76,79,54,43,64,76,64,79,57,39,67,53,60,57,59,81,71,39,34,50,66,44,72,68,60,65,66,71,60,75,66,78,66,48,76,78,61,77,"KIPP TEXAS PUBLIC SCHOOLS",73,78,67,74,71,69,73,80,81,69,47,77,83,78,84,67,69,75,65,69,61,62,75,78,55,46,67,79,71,78,64,41,50,60,69,71,71,80,85,39,45,69,79,48,74
"'227821",59,.,.,56,63,-1,-1,-1,-1,-1,-1,.,.,-1,-1,69,.,.,54,85,29,86,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,-1,.,64,69,60,73,82,74,43,43,70,80,63,65,63,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,69,.,.,70,68,60,68,93,93,40,30,-1,-1,70,50,67,-1,.,62,72,50,67,84,79,40,55,65,90,83,75,66,-1,.,68,64,59,76,94,78,30,10,90,70,67,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,-1,.,66,66,68,78,80,70,44,35,73,73,54,61,65,-1,.,60,70,50,75,77,75,36,50,64,75,62,65,56,.,.,45,66,43,86,50,60,-1,-1,-1,-1,50,60,66,-1,.,65,68,66,70,80,71,43,48,65,85,55,70,"AUSTIN DISCOVERY SCHOOL",69,-1,.,66,72,58,74,83,72,43,50,68,89,65,65,60,.,.,60,60,65,68,75,83,42,35,72,67,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'227824",65,85,60,66,64,73,65,92,100,14,35,57,71,82,64,50,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,80,63,65,65,69,66,89,89,21,29,57,75,82,73,59,64,-1,57,61,-1,-1,-1,-1,40,40,50,50,-1,-1,65,80,61,65,64,69,70,88,88,21,29,55,70,83,76,64,80,63,64,65,73,64,88,85,10,33,60,85,80,65,65,82,65,65,65,71,67,89,88,18,28,58,78,82,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,81,64,67,65,64,69,89,91,31,24,54,64,83,77,68,76,64,68,67,74,50,89,96,18,33,59,70,79,74,66,71,-1,71,60,-1,.,-1,-1,70,20,-1,-1,-1,-1,100,-1,.,100,100,.,.,-1,-1,.,.,.,.,-1,-1,"PROMESA PUBLIC SCHOOLS",70,89,64,76,65,.,.,89,94,41,27,58,78,88,60,63,65,61,60,65,69,66,89,87,15,29,56,73,77,81,54,-1,-1,57,50,.,.,.,.,-1,-1,.,.,-1,-1
"'227825",57,78,82,51,63,53,42,65,69,25,30,42,71,80,73,50,-1,-1,-1,67,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,74,85,51,63,55,35,64,69,28,31,42,72,77,73,55,-1,100,48,60,-1,-1,-1,-1,50,50,-1,-1,-1,-1,57,74,84,51,63,55,35,65,68,27,31,42,72,77,72,59,76,87,52,66,57,43,65,69,25,34,40,73,79,78,57,74,83,52,63,54,37,65,70,27,30,43,72,78,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,71,84,51,60,53,26,63,68,30,28,44,71,74,68,55,71,78,49,61,52,42,66,68,25,31,42,71,74,70,44,35,58,38,51,29,-1,46,42,21,27,43,77,43,31,75,-1,-1,80,72,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,"AUSTIN ACHIEVE PUBLIC SCHOOLS",81,30,83,30,84,.,.,.,.,.,.,.,.,-1,-1,56,75,91,52,61,55,35,64,69,28,31,42,72,78,72,58,-1,.,54,64,-1,-1,67,80,-1,-1,-1,-1,-1,-1
"'227826",64,.,.,69,58,58,45,82,81,58,33,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,58,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,.,73,63,62,52,90,85,62,38,.,.,.,.,70,.,.,75,65,-1,-1,100,100,-1,-1,.,.,.,.,58,.,.,66,49,54,36,86,73,29,0,.,.,.,.,67,.,.,72,63,65,48,83,93,65,40,.,.,.,.,65,.,.,69,60,59,50,83,78,55,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,.,.,74,63,59,57,98,78,57,36,.,.,.,.,67,.,.,69,65,67,50,79,88,50,40,.,.,.,.,55,.,.,68,41,-1,-1,80,30,-1,-1,.,.,.,.,72,.,.,79,65,69,57,100,88,-1,-1,.,.,.,.,"MONTESSORI FOR ALL",72,.,.,72,73,57,57,85,93,70,55,.,.,.,.,62,.,.,75,49,67,48,100,69,50,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'227827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE EXCEL CENTER (FOR ADULTS)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'227829",29,.,.,32,25,-1,-1,-1,-1,-1,-1,.,.,.,.,64,.,.,57,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,-1,.,53,65,45,59,73,70,44,53,-1,-1,-1,90,59,.,.,70,50,-1,-1,-1,-1,-1,-1,.,.,.,-1,42,-1,.,40,44,25,21,55,60,50,43,-1,-1,-1,-1,62,-1,.,53,71,50,72,70,70,17,50,-1,-1,-1,-1,44,-1,.,42,47,23,36,64,57,44,29,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,-1,.,54,57,38,42,75,70,60,56,-1,-1,-1,-1,47,-1,.,38,57,20,30,60,70,-1,-1,-1,-1,-1,-1,40,.,.,20,60,-1,-1,.,.,.,.,-1,-1,.,.,72,-1,.,60,83,45,86,89,78,40,80,-1,-1,-1,-1,"VALOR PUBLIC SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,-1,.,53,65,45,59,73,70,44,53,-1,-1,-1,90,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'227901",64,79,63,65,64,65,59,81,82,33,29,53,71,76,75,72,85,79,72,72,69,67,82,82,58,51,71,78,79,82,81,93,78,83,80,83,73,92,89,72,67,81,85,83,88,67,-1,-1,63,71,-1,-1,-1,-1,57,64,-1,70,64,100,68,81,71,68,68,67,63,83,82,46,39,59,73,75,79,62,71,70,61,63,62,58,77,82,33,26,47,68,75,77,62,76,66,62,62,62,58,80,80,33,27,50,68,74,74,69,84,72,69,70,65,64,82,83,45,42,60,75,78,80,64,78,67,64,64,63,59,80,80,36,29,53,69,75,76,70,80,78,62,78,57,64,-1,-1,42,50,-1,100,64,92,67,78,71,67,67,68,62,83,80,46,37,59,72,73,77,63,71,65,63,63,64,58,81,81,32,24,49,66,75,76,58,56,63,58,58,62,55,82,77,31,27,43,59,70,67,75,86,77,75,74,72,70,86,84,63,53,72,81,75,83,"AUSTIN ISD",68,82,72,68,68,67,63,83,82,45,39,60,74,75,79,67,76,69,67,67,65,62,82,81,46,40,57,70,76,78,72,83,74,71,72,67,67,87,83,54,57,59,82,70,72
"'227904",66,64,67,66,66,71,57,86,82,44,33,56,75,74,79,70,76,72,71,69,64,59,87,79,54,40,67,91,75,76,78,91,74,82,75,83,75,92,88,74,45,80,83,81,82,61,-1,-1,71,53,-1,-1,-1,-1,83,17,-1,-1,-1,-1,68,72,68,68,67,68,61,84,81,52,38,59,76,76,77,65,67,68,65,64,55,60,82,77,52,33,62,75,75,71,63,61,65,64,63,63,54,83,80,44,30,58,72,74,77,69,75,70,70,69,68,62,83,83,52,43,61,76,79,78,65,66,65,66,65,67,56,83,79,45,33,55,72,76,78,67,-1,-1,66,68,-1,-1,-1,-1,-1,-1,-1,-1,100,70,66,69,65,67,65,67,60,84,78,53,33,58,76,74,77,63,54,62,63,63,66,55,84,81,41,26,56,72,76,78,56,43,54,56,57,65,51,81,73,32,27,47,64,66,65,72,83,69,72,71,73,67,83,84,61,48,61,81,76,79,"PFLUGERVILLE ISD",69,75,68,69,68,70,63,84,80,53,40,61,78,77,77,65,63,67,66,65,64,57,83,81,50,33,56,72,76,78,67,60,73,67,68,68,70,85,77,59,35,50,81,73,73
"'227907",67,64,63,67,68,75,66,87,83,40,34,56,75,76,86,71,58,67,68,73,67,61,86,83,57,32,61,86,76,98,77,78,66,80,74,77,82,97,89,64,50,77,70,85,85,50,.,-1,50,50,-1,-1,.,.,-1,-1,-1,-1,.,.,67,68,69,66,68,70,64,86,85,42,37,56,72,78,84,64,64,67,61,66,60,66,86,84,40,39,50,69,78,78,66,66,69,65,67,70,64,86,84,41,36,55,71,77,84,68,74,69,67,69,70,67,87,85,42,41,57,73,80,85,67,68,69,66,68,74,62,85,84,40,34,56,74,78,84,83,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,66,63,69,64,67,70,61,84,85,43,32,54,71,76,82,66,62,68,64,68,71,64,84,83,39,33,56,72,76,84,57,35,65,54,60,77,59,70,79,40,26,51,66,51,69,68,74,74,65,69,57,67,87,88,51,50,59,61,73,82,"MANOR ISD",67,68,70,66,68,71,64,87,85,41,34,55,72,81,84,67,67,68,65,69,68,64,83,84,44,42,57,72,73,82,73,-1,-1,80,67,71,42,92,72,67,33,80,80,81,94
"'227909",80,97,79,83,77,80,74,86,79,67,55,81,90,86,94,79,97,65,84,75,80,68,80,79,73,64,80,86,92,92,86,100,75,90,83,86,76,92,93,92,74,92,91,87,90,42,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,79,94,73,81,78,77,73,88,85,72,59,70,86,86,89,69,-1,-1,63,74,70,60,-1,-1,-1,-1,-1,70,70,-1,72,81,78,71,73,59,72,85,82,73,54,57,81,80,75,80,95,74,80,79,75,74,88,88,71,65,69,86,89,90,77,92,70,77,76,79,74,84,86,56,53,64,83,84,94,92,.,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,78,93,71,81,76,80,72,88,82,74,54,70,86,84,89,70,86,57,71,69,71,78,83,83,65,35,55,69,65,86,65,74,62,65,65,64,77,75,69,58,36,51,66,66,80,78,93,73,80,77,76,72,89,83,73,58,65,85,86,87,"EANES ISD",79,94,72,80,77,77,72,89,85,72,60,69,85,86,89,80,93,75,82,78,78,77,86,82,72,54,73,89,89,90,79,94,67,79,78,78,83,91,97,79,46,60,84,79,87
"'227910",62,72,59,62,63,52,55,82,77,32,35,52,69,84,85,70,81,47,70,69,50,64,81,81,43,79,40,64,88,91,66,86,-1,62,72,-1,-1,-1,-1,29,36,-1,-1,83,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,63,72,62,63,64,53,55,79,79,35,35,54,69,84,84,63,69,62,63,64,52,58,76,76,40,34,54,70,86,87,63,73,61,63,64,53,56,79,79,33,35,54,68,83,83,65,78,62,65,65,54,55,79,81,35,37,56,69,87,85,63,71,62,63,64,53,55,80,79,34,33,53,69,84,83,100,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,62,66,62,61,63,52,55,79,78,34,32,52,69,81,82,62,67,59,62,63,53,55,80,81,33,31,52,67,83,84,56,51,70,55,58,51,53,79,74,32,25,46,61,78,79,67,86,65,67,68,56,52,67,87,34,63,75,56,80,84,"DEL VALLE ISD",65,74,64,64,65,54,57,79,78,37,36,53,69,84,83,61,65,57,60,62,51,52,78,82,31,31,56,69,84,84,62,.,.,58,67,50,57,81,75,20,-1,-1,-1,-1,-1
"'227912",61,79,-1,69,52,45,41,78,56,89,28,55,62,81,90,69,67,60,68,69,50,50,70,90,86,57,-1,100,58,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,67,78,65,68,66,56,63,73,73,66,44,67,77,69,75,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,66,71,59,67,64,48,58,76,72,68,44,63,81,72,71,71,83,66,71,70,56,64,83,78,74,53,67,82,69,78,67,59,67,70,65,53,64,83,73,81,31,64,74,77,83,70,-1,.,69,71,-1,-1,.,.,.,.,-1,-1,70,70,63,75,65,64,63,57,61,64,69,59,36,67,74,68,72,65,70,63,65,64,50,36,85,65,62,40,58,76,68,84,56,61,20,56,56,55,36,80,90,42,25,33,50,54,79,66,85,65,66,66,57,63,71,72,60,47,70,77,66,75,"LAGO VISTA ISD",65,76,61,66,64,56,61,66,70,65,45,68,77,71,75,70,79,72,70,69,57,65,83,77,67,42,66,78,64,76,71,-1,.,75,68,80,80,-1,-1,79,36,-1,-1,-1,83
"'227913",65,63,62,68,60,75,51,85,82,41,32,67,68,82,69,75,78,72,76,74,79,72,94,97,69,43,68,70,81,89,81,97,84,84,78,80,71,93,83,74,50,88,82,89,95,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,71,79,75,72,70,70,62,87,86,57,46,70,72,80,82,64,58,50,64,65,78,56,55,71,56,44,55,86,88,65,64,55,68,64,65,65,60,79,83,39,42,68,66,79,73,72,78,76,73,71,69,60,91,87,54,49,75,70,80,83,67,70,71,67,66,66,50,83,86,48,42,63,69,81,77,60,-1,-1,64,58,-1,-1,-1,-1,-1,-1,.,-1,83,-1,71,79,73,72,70,70,64,83,84,61,43,64,74,80,81,65,59,69,65,65,69,58,84,88,43,28,63,69,79,74,63,36,61,62,64,69,60,80,81,56,30,51,74,66,71,72,81,75,73,71,69,64,88,85,58,47,72,72,79,82,"LAKE TRAVIS ISD",71,79,75,72,71,70,63,86,86,56,46,69,72,81,82,71,76,73,72,70,68,59,89,85,61,46,71,72,78,81,76,60,86,79,73,79,60,93,85,76,43,70,84,88,96
"'228901",69,.,.,62,76,25,67,86,100,-1,-1,-1,-1,-1,-1,74,-1,-1,58,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,59,82,68,74,38,59,84,90,79,47,66,83,82,82,56,-1,-1,54,58,-1,-1,-1,-1,.,.,-1,-1,-1,-1,71,59,80,69,74,24,60,86,91,81,40,67,87,84,85,74,68,81,75,74,53,58,85,92,88,42,66,82,91,85,74,92,79,72,75,21,71,100,89,86,29,64,100,72,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,52,84,62,74,28,59,84,88,71,52,67,83,76,80,67,31,88,55,78,-1,-1,95,90,64,27,57,86,53,90,58,29,73,43,74,-1,-1,67,83,33,39,-1,-1,50,85,71,59,82,69,74,42,57,80,95,78,51,70,80,84,82,"GROVETON ISD",72,59,85,68,75,35,56,86,94,82,45,67,87,83,85,70,58,75,68,72,57,71,81,81,67,54,65,69,79,76,58,-1,.,57,58,-1,-1,-1,-1,-1,-1,.,.,-1,-1
"'228903",57,54,57,56,59,64,60,71,75,25,30,54,62,-1,-1,88,-1,-1,91,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,59,74,67,63,63,67,93,67,39,32,64,60,92,79,66,63,79,75,57,94,67,90,40,50,29,79,48,92,71,63,54,71,65,60,61,65,91,61,37,31,64,57,92,84,67,73,82,68,67,58,70,91,63,36,35,62,63,93,85,65,64,66,64,66,67,65,82,66,31,36,61,70,93,93,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,62,48,65,66,58,67,63,95,71,42,30,65,57,91,69,62,49,69,65,59,53,53,93,68,34,26,64,59,93,78,50,41,60,49,50,45,40,71,67,29,42,55,59,80,40,63,51,74,64,62,54,67,97,74,38,32,57,59,91,77,"TRINITY ISD",65,54,69,67,62,67,66,94,66,39,33,64,64,93,75,65,75,90,67,63,53,68,90,69,40,31,63,48,91,85,66,-1,.,70,61,-1,-1,-1,-1,.,.,-1,-1,.,.
"'228904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,83,69,56,75,13,75,67,89,41,45,38,100,83,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,75,80,56,70,17,83,-1,-1,57,21,-1,-1,-1,-1,62,67,-1,50,76,0,83,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,40,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,100,80,61,75,-1,-1,80,80,39,44,20,100,75,100,63,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,50,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,67,82,64,58,77,14,86,63,88,50,44,38,100,83,83,"CENTERVILLE ISD",67,90,75,62,73,-1,-1,71,86,43,36,50,100,100,75,62,79,-1,48,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.
"'228905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,65,59,75,71,58,71,94,83,69,54,73,69,81,88,88,.,-1,-1,90,.,.,.,.,-1,-1,.,.,-1,-1,78,-1,57,80,75,58,92,94,78,88,69,78,67,90,100,78,-1,92,82,74,75,69,100,67,69,63,-1,-1,-1,-1,77,.,-1,90,67,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,68,50,20,68,68,-1,-1,89,100,70,40,75,70,-1,-1,32,-1,-1,30,33,.,.,.,.,.,.,-1,-1,-1,-1,52,60,-1,65,36,-1,-1,-1,-1,-1,-1,.,.,-1,-1,72,72,56,74,69,55,68,94,88,65,45,71,67,80,80,"APPLE SPRINGS ISD",73,75,44,77,68,65,65,92,88,75,56,70,65,-1,-1,73,-1,-1,71,76,-1,-1,100,75,60,50,-1,-1,-1,-1,81,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'229901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,97,71,68,63,64,53,38,70,75,43,54,89,73,58,78,-1,.,100,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,66,95,77,69,64,65,52,43,77,86,44,39,87,73,58,67,100,71,70,63,57,57,37,70,90,40,50,95,80,54,77,100,.,93,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,95,71,65,62,75,46,38,69,60,47,57,83,69,61,63,80,74,61,65,80,60,46,69,64,27,50,84,62,58,55,-1,-1,65,46,-1,-1,83,33,-1,-1,-1,-1,75,50,64,96,72,64,64,60,52,37,67,70,48,55,93,70,59,"COLMESNEIL ISD",63,94,69,63,64,62,53,29,66,76,38,56,97,66,62,68,100,75,75,61,66,53,56,78,73,50,-1,71,82,55,81,-1,-1,71,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'229903",56,.,.,48,64,58,67,-1,-1,0,38,64,86,-1,-1,64,64,-1,67,62,-1,-1,80,90,56,56,33,67,-1,-1,94,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,66,59,64,65,50,59,85,85,38,30,56,82,90,69,56,67,50,57,55,33,61,72,74,36,14,46,63,88,65,62,61,64,61,64,44,58,82,87,41,28,48,78,90,66,64,62,59,64,63,48,58,86,84,42,33,59,75,98,64,62,58,67,56,68,58,58,90,80,25,39,50,95,94,88,74,-1,-1,65,83,-1,-1,-1,-1,60,60,64,100,-1,-1,65,69,60,64,66,53,60,84,85,35,27,52,91,86,72,62,50,55,60,64,57,52,80,83,36,27,50,78,93,77,60,55,45,61,60,65,40,86,79,38,30,53,84,83,73,67,67,59,68,67,53,62,91,90,37,24,61,87,90,67,"WOODVILLE ISD",64,69,54,65,63,52,58,85,85,36,31,58,82,88,68,65,58,76,62,68,45,61,83,85,46,27,53,82,100,72,79,.,-1,75,83,60,70,-1,-1,-1,-1,-1,-1,-1,-1
