DISTRICT,DD007AMA1221R,DD007AMA1321R,DD007AMA1S21R,DD007ARE1221R,DD007ARE1321R,DD007ARE1S21R,DD007AWR1221R,DD007AWR1321R,DD007AWR1S21R,DD207AMA1221R,DD207AMA1321R,DD207AMA1S21R,DD207ARE1221R,DD207ARE1321R,DD207ARE1S21R,DD207AWR1221R,DD207AWR1321R,DD207AWR1S21R,DD307AMA1221R,DD307AMA1321R,DD307AMA1S21R,DD307ARE1221R,DD307ARE1321R,DD307ARE1S21R,DD307AWR1221R,DD307AWR1321R,DD307AWR1S21R,DD407AMA1221R,DD407AMA1321R,DD407AMA1S21R,DD407ARE1221R,DD407ARE1321R,DD407ARE1S21R,DD407AWR1221R,DD407AWR1321R,DD407AWR1S21R,DDA07AMA1221R,DDA07AMA1321R,DDA07AMA1S21R,DDA07ARE1221R,DDA07ARE1321R,DDA07ARE1S21R,DDA07AWR1221R,DDA07AWR1321R,DDA07AWR1S21R,DDB07AMA1221R,DDB07AMA1321R,DDB07AMA1S21R,DDB07ARE1221R,DDB07ARE1321R,DDB07ARE1S21R,DDB07AWR1221R,DDB07AWR1321R,DDB07AWR1S21R,DDE07AMA1221R,DDE07AMA1321R,DDE07AMA1S21R,DDE07ARE1221R,DDE07ARE1321R,DDE07ARE1S21R,DDE07AWR1221R,DDE07AWR1321R,DDE07AWR1S21R,DDF07AMA1221R,DDF07AMA1321R,DDF07AMA1S21R,DDF07ARE1221R,DDF07ARE1321R,DDF07ARE1S21R,DDF07AWR1221R,DDF07AWR1321R,DDF07AWR1S21R,DDH07AMA1221R,DDH07AMA1321R,DDH07AMA1S21R,DDH07ARE1221R,DDH07ARE1321R,DDH07ARE1S21R,DDH07AWR1221R,DDH07AWR1321R,DDH07AWR1S21R,DDI07AMA1221R,DDI07AMA1321R,DDI07AMA1S21R,DDI07ARE1221R,DDI07ARE1321R,DDI07ARE1S21R,DDI07AWR1221R,DDI07AWR1321R,DDI07AWR1S21R,DDL07AMA1221R,DDL07AMA1321R,DDL07AMA1S21R,DDL07ARE1221R,DDL07ARE1321R,DDL07ARE1S21R,DDL07AWR1221R,DDL07AWR1321R,DDL07AWR1S21R,DDM07AMA1221R,DDM07AMA1321R,DDM07AMA1S21R,DDM07ARE1221R,DDM07ARE1321R,DDM07ARE1S21R,DDM07AWR1221R,DDM07AWR1321R,DDM07AWR1S21R,DDR07AMA1221R,DDR07AMA1321R,DDR07AMA1S21R,DDR07ARE1221R,DDR07ARE1321R,DDR07ARE1S21R,DDR07AWR1221R,DDR07AWR1321R,DDR07AWR1S21R,DDS07AMA1221R,DDS07AMA1321R,DDS07AMA1S21R,DDS07ARE1221R,DDS07ARE1321R,DDS07ARE1S21R,DDS07AWR1221R,DDS07AWR1321R,DDS07AWR1S21R,DDW07AMA1221R,DDW07AMA1321R,DDW07AMA1S21R,DDW07ARE1221R,DDW07ARE1321R,DDW07ARE1S21R,DDW07AWR1221R,DDW07AWR1321R,DDW07AWR1S21R,DISTNAME,DNC07AMA1221R,DNC07AMA1321R,DNC07AMA1S21R,DNC07ARE1221R,DNC07ARE1321R,DNC07ARE1S21R,DNC07AWR1221R,DNC07AWR1321R,DNC07AWR1S21R,DNM07AMA1221R,DNM07AMA1321R,DNM07AMA1S21R,DNM07ARE1221R,DNM07ARE1321R,DNM07ARE1S21R,DNM07AWR1221R,DNM07AWR1321R,DNM07AWR1S21R,DNS07AMA1221R,DNS07AMA1321R,DNS07AMA1S21R,DNS07ARE1221R,DNS07ARE1321R,DNS07ARE1S21R,DNS07AWR1221R,DNS07AWR1321R,DNS07AWR1S21R
"'101807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UNIVERSITY OF HOUSTON CHARTER SCHO",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101810",14,5,62,43,10,86,24,5,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,3,50,36,11,75,22,3,61,0,0,33,33,17,58,25,0,58,11,3,51,34,11,74,23,3,60,5,5,50,41,14,82,32,0,59,10,5,52,29,10,81,19,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,50,25,0,81,19,0,50,21,0,50,29,7,64,7,7,64,6,6,50,25,0,81,19,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"ACADEMY OF ACCELERATED LEARNING IN",14,5,55,50,14,73,32,5,59,7,0,43,14,7,79,7,0,64,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'101811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCEL ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101814",23,0,65,29,16,65,23,3,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,3,51,29,19,59,19,3,56,13,9,30,22,17,39,8,4,50,18,2,51,30,20,59,19,3,56,19,3,50,36,25,64,30,5,65,23,0,62,33,21,72,26,3,62,.,.,.,.,.,.,.,.,.,18,0,47,12,0,47,12,0,41,19,4,52,19,11,52,4,0,44,14,0,40,14,7,45,12,0,47,20,0,20,20,0,40,0,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,"THE VARNETT PUBLIC SCHOOL",18,2,52,30,20,59,16,2,59,21,5,47,26,16,58,25,5,50,.,.,.,.,.,.,.,.,.
"'101815",29,14,86,43,29,100,14,0,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,40,10,90,50,40,100,30,20,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,80,60,40,100,20,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,20,0,80,40,20,100,0,0,100,43,14,100,57,43,100,29,14,100,20,0,80,40,20,100,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"ALIEF MONTESSORI COMMUNITY SCHOOL",33,11,89,44,33,100,22,11,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'101819",68,45,91,68,25,91,41,5,82,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,67,45,91,69,28,91,43,5,83,.,.,.,.,.,.,.,.,.,67,44,91,68,26,91,42,5,82,71,52,95,71,33,100,57,10,95,67,44,91,68,26,91,42,5,82,.,.,.,.,.,.,.,.,.,63,35,89,61,13,89,33,2,78,65,41,89,68,24,86,35,3,76,62,34,89,62,13,89,32,2,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,"AMIGOS POR VIDA-FRIENDS FOR LIFE P",77,56,92,77,31,100,54,8,92,47,21,89,53,21,74,21,0,63,.,.,.,.,.,.,.,.,.
"'101821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON HEIGHTS HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101828",68,46,92,73,41,92,59,16,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,49,91,77,44,92,60,18,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,49,90,76,42,92,59,15,89,75,53,96,82,47,95,66,18,95,69,49,91,76,44,92,59,18,90,.,.,.,.,.,.,.,.,.,61,37,88,67,32,89,49,11,87,62,44,83,68,38,87,51,17,83,61,37,88,67,28,88,50,9,88,0,0,20,20,0,40,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HOUSTON GATEWAY ACADEMY INC",68,45,91,79,43,93,65,21,91,72,57,90,72,45,90,50,12,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'101837",18,9,64,73,27,91,64,9,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,39,14,74,68,37,95,54,11,95,27,0,100,36,0,91,45,9,100,32,11,63,68,26,100,42,5,89,47,11,68,74,47,89,68,21,100,40,14,63,77,46,94,51,11,94,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,16,76,66,32,97,47,5,92,25,13,56,44,13,94,19,6,81,.,.,.,.,.,.,.,.,.,33,0,67,50,33,100,50,0,83,"CALVIN NELMS CHARTER SCHOOLS",.,.,.,.,.,.,.,.,.,39,14,74,68,37,95,54,11,95,.,.,.,.,.,.,.,.,.
"'101838",5,0,21,16,6,46,6,0,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,1,23,22,9,51,8,0,30,0,0,20,20,0,80,0,0,60,6,0,21,24,7,53,7,0,34,5,0,23,26,7,62,7,0,43,8,1,23,21,8,49,7,0,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,19,14,5,45,4,0,21,10,2,24,18,10,42,8,0,20,5,1,20,18,6,46,4,0,25,0,0,20,40,20,60,20,0,40,.,.,.,.,.,.,.,.,.,"SOUTHWEST SCHOOL",20,0,27,47,27,87,27,0,73,5,1,23,17,5,44,4,0,22,.,.,.,.,.,.,.,.,.
"'101840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TWO DIMENSIONS PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMQUEST ACADEMY",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101845",19,7,49,28,10,57,15,3,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,15,75,65,30,75,60,5,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,10,54,35,16,63,25,5,56,15,3,41,34,17,58,24,4,54,24,9,54,34,15,63,24,5,56,25,10,53,40,18,69,29,6,63,25,10,55,35,16,64,24,5,56,17,0,50,50,17,67,50,0,50,15,5,44,22,6,51,11,1,41,24,10,55,30,13,58,20,4,49,16,6,44,24,7,51,13,2,42,8,3,24,13,5,26,8,2,16,27,23,62,31,23,62,31,8,69,"YES PREP PUBLIC SCHOOLS INC",-1,-1,-1,-1,-1,-1,-1,-1,-1,25,10,54,35,16,63,25,5,56,17,8,29,17,0,29,9,5,23
"'101846",24,7,52,30,11,62,21,7,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,21,79,60,30,85,56,6,72,.,.,.,.,.,.,.,.,.,28,10,58,42,20,70,31,9,57,34,12,65,61,36,81,48,12,72,28,10,56,40,19,69,31,8,56,19,7,53,41,19,72,29,11,58,22,7,51,32,11,63,20,7,47,.,.,.,.,.,.,.,.,.,14,3,38,15,3,46,6,1,26,36,13,62,43,22,69,34,7,56,18,5,45,21,8,55,14,3,38,6,0,12,18,9,36,6,6,24,33,33,78,33,33,78,44,11,67,"HARMONY SCIENCE ACADEMY",26,10,56,41,18,71,34,9,62,29,11,58,42,21,69,30,8,54,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'101847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,92,75,58,100,75,58,92,33,0,92,75,58,100,75,58,92,33,0,100,67,44,100,75,50,88,38,0,88,75,50,100,88,63,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BEATRICE MAYES INSTITUTE CHARTER S",36,0,91,73,55,100,70,50,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'101849",33,17,67,50,0,100,20,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,13,63,50,13,100,38,13,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,63,50,13,100,38,13,63,14,14,57,43,14,100,29,0,57,29,14,71,57,14,100,43,14,71,.,.,.,.,.,.,.,.,.,33,17,67,50,0,100,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,14,57,43,0,100,20,0,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,"ACCELERATED INTERMEDIATE ACADEMY",0,0,50,33,17,100,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'101853",12,4,32,28,16,48,12,4,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,33,29,13,50,10,2,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,30,26,12,48,6,2,32,14,0,28,24,10,48,14,3,34,12,2,35,31,14,53,10,2,37,.,.,.,.,.,.,.,.,.,13,4,29,25,13,46,8,0,33,9,4,39,35,17,52,4,0,35,8,3,23,20,10,43,5,0,25,0,0,0,8,8,17,0,0,8,.,.,.,.,.,.,.,.,.,"PROMISE COMMUNITY SCHOOL",17,0,45,38,21,52,17,3,48,4,4,17,17,4,48,0,0,17,.,.,.,.,.,.,.,.,.
"'101855",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEYERPARK ELEMENTARY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101856",2,0,38,23,10,69,16,3,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,40,25,11,70,19,5,55,.,.,.,.,.,.,.,.,.,2,0,39,25,10,69,19,5,55,3,0,36,24,9,67,26,9,56,2,0,40,25,11,70,19,5,55,.,.,.,.,.,.,.,.,.,0,0,26,9,2,60,8,2,42,0,0,43,27,13,73,10,0,53,0,0,26,9,2,60,8,2,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DRAW ACADEMY",2,0,41,29,14,76,21,6,60,0,0,33,8,0,42,8,0,33,.,.,.,.,.,.,.,.,.
"'101858",18,7,44,28,13,61,21,4,53,33,33,33,44,11,67,67,22,100,65,46,87,69,46,94,62,17,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,13,53,39,19,67,31,8,66,18,10,43,35,12,63,30,5,70,22,10,50,34,15,62,25,5,60,25,11,47,39,18,70,33,8,69,24,8,48,33,15,63,25,7,59,.,.,.,.,.,.,.,.,.,5,3,24,11,4,42,7,2,32,31,15,59,39,21,64,29,8,62,16,5,38,23,10,53,19,5,47,8,6,20,12,4,25,8,2,24,39,18,75,51,33,74,33,13,70,"HARMONY SCHOOL OF EXCELLENCE",35,15,60,43,22,70,35,11,68,23,12,47,35,17,65,28,6,64,40,20,80,40,40,60,-1,-1,-1
"'101859",50,14,86,42,17,83,36,7,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,56,17,83,56,31,88,42,5,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,17,83,56,31,88,42,5,84,63,25,100,71,57,100,50,10,90,53,13,80,54,23,85,36,7,79,.,.,.,.,.,.,.,.,.,50,14,86,42,17,83,36,7,79,50,10,70,44,11,78,33,0,78,50,14,86,42,17,83,36,7,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"STEP CHARTER SCHOOL",60,20,87,62,31,92,47,7,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'101861",.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,38,47,40,73,31,0,54,7,7,43,47,40,73,29,0,54,0,0,31,42,33,67,23,0,45,0,0,25,43,29,71,31,0,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,50,50,50,75,31,0,54,0,0,43,33,33,50,17,0,42,0,0,20,-1,-1,-1,0,0,17,.,.,.,.,.,.,.,.,.,"THE RHODES SCHOOL",10,10,40,44,33,67,20,0,47,0,0,33,50,50,83,45,0,64,.,.,.,.,.,.,.,.,.
"'101862",48,25,73,49,25,81,40,9,66,86,0,100,71,43,86,43,0,71,65,40,85,70,47,94,61,28,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,26,77,59,36,81,50,17,74,45,24,73,54,38,75,44,16,71,45,20,74,51,30,79,45,11,70,50,28,75,59,37,82,57,17,79,46,18,66,44,23,68,44,10,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,6,55,30,13,72,28,4,46,53,25,79,59,36,80,44,17,70,40,17,62,38,16,73,31,6,55,12,0,32,12,8,36,11,4,30,41,20,88,68,29,83,48,10,76,"HARMONY SCHOOL OF SCIENCE - HOUSTO",61,35,81,69,46,87,58,25,83,44,19,74,50,28,75,42,10,66,63,13,88,67,44,89,44,22,67
"'101864",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,22,19,10,48,10,0,38,4,0,19,15,6,48,8,0,37,4,0,23,15,10,46,10,0,35,6,0,26,24,15,56,15,0,47,0,0,50,50,50,50,33,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,17,13,4,38,4,0,25,2,0,20,18,9,46,9,0,36,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,"THE LAWSON ACADEMY",.,.,.,.,.,.,.,.,.,3,0,22,19,10,48,10,0,38,-1,-1,-1,-1,-1,-1,.,.,.
"'101868",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,16,4,47,0,0,21,0,0,0,16,5,45,0,0,19,0,0,0,16,5,43,0,0,20,0,0,0,21,5,63,0,0,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,12,4,35,0,0,23,0,0,0,8,0,32,0,0,13,0,0,0,0,0,33,-1,-1,-1,.,.,.,.,.,.,.,.,.,"THE PRO-VISION ACADEMY",0,0,0,60,0,80,0,0,20,0,0,0,10,5,43,0,0,21,-1,-1,-1,-1,-1,-1,.,.,.
"'101870",39,25,89,64,39,94,78,22,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,34,16,80,57,31,90,63,20,91,38,13,63,38,13,88,75,25,88,26,13,74,43,22,87,52,15,87,32,18,79,59,32,94,76,29,91,35,18,82,62,36,89,65,22,91,.,.,.,.,.,.,.,.,.,33,17,89,56,33,94,67,17,100,36,14,81,56,31,86,50,11,92,34,16,87,58,37,92,63,24,95,40,20,100,80,80,100,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BETA ACADEMY",36,10,82,62,26,97,72,26,97,32,23,77,52,39,81,52,13,84,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'101871",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,19,47,47,22,67,30,14,62,13,13,38,38,19,50,24,12,59,25,17,38,50,25,67,28,12,56,27,13,40,60,27,73,33,13,60,29,18,47,53,24,76,29,12,59,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,24,52,38,19,62,27,14,64,12,8,27,35,12,54,19,7,52,30,30,60,60,20,70,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,"A+ UNLIMITED POTENTIAL",.,.,.,.,.,.,.,.,.,25,19,47,47,22,67,30,14,62,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'101872",28,9,67,39,22,69,19,9,66,.,.,.,.,.,.,.,.,.,50,25,92,58,25,67,33,33,75,.,.,.,.,.,.,.,.,.,31,12,65,44,27,76,26,14,69,24,10,43,43,29,86,29,10,71,29,10,65,43,24,75,26,12,68,23,5,63,39,22,71,24,15,66,29,8,69,41,27,73,24,10,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,8,64,33,17,67,17,9,64,38,18,67,49,31,80,28,13,72,28,9,62,36,20,70,22,12,63,38,25,38,38,25,63,38,38,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,"ETOILE ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,31,12,65,44,27,76,26,14,69,.,.,.,.,.,.,.,.,.
"'101873",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,25,20,9,50,10,0,45,2,0,25,20,9,50,10,0,45,3,0,23,18,8,48,11,0,42,4,0,24,20,8,44,14,0,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,26,21,11,58,5,0,43,0,0,9,9,4,26,8,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,"YELLOWSTONE COLLEGE PREPARATORY",.,.,.,.,.,.,.,.,.,2,0,25,20,9,50,10,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'101874",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,44,50,24,70,45,0,79,0,0,44,44,16,64,43,0,71,0,0,50,43,14,64,29,0,79,0,0,33,31,19,75,53,0,82,0,0,39,55,30,70,40,0,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,48,59,26,68,42,0,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LEGACY SCHOOL OF SPORT SCIENCES",.,.,.,.,.,.,.,.,.,2,2,44,50,24,70,45,0,79,.,.,.,.,.,.,-1,-1,-1
"'101875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLOOM ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101876",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"REVE PREPARATORY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101878",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON CLASSICAL CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
