DISTRICT,D20GR21N,D20GR21R,D30GR21N,D30GR21R,D40GR21N,D40GR21R,DA0GA21N,DA0GA21P,DA0GE21N,DA0GE21P,DA0GH21N,DA0GH21P,DA0GM21N,DA0GM21P,DA0GN21N,DA0GN21P,DA0GR21N,DA0GR21R,DB0GR21N,DB0GR21R,DE0GR21N,DE0GR21R,DH0GR21N,DH0GR21R,DI0GR21N,DI0GR21R,DISTNAME,DL0GR21N,DL0GR21R,DR0GR21N,DR0GR21R,DS0GR21N,DS0GR21R,DW0GR21N,DW0GR21R
"'057827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NOVA ACADEMY SOUTHEAST",.,.,.,.,.,.,.,.
"'057828",12,3.9,11,3.6,2,0.7,141,46.1,7,2.3,5,1.6,21,6.9,132,43.1,306,100,77,25.2,155,50.7,122,39.9,0,0,"WINFREE ACADEMY CHARTER SCHOOLS",28,9.2,250,81.7,43,14.1,82,26.8
"'057829",1,1.1,0,0,0,0,86,95.6,1,1.1,0,0,0,0,3,3.3,90,100,0,0,77,85.6,89,98.9,0,0,"A+ ACADEMY",12,13.3,60,66.7,11,12.2,0,0
"'057830",0,0,1,1.3,0,0,69,86.3,2,2.5,0,0,0,0,9,11.3,80,100,9,11.3,67,83.8,68,85,0,0,"INSPIRED VISION ACADEMY",15,18.8,21,26.3,6,7.5,2,2.5
"'057831",1,2.4,0,0,0,0,31,73.8,0,0,0,0,0,0,11,26.2,42,100,39,92.9,29,69,2,4.8,0,0,"GATEWAY CHARTER ACADEMY",0,0,13,31,7,16.7,0,0
"'057833",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EDUCATION CENTER INTERNATIONAL ACADEMY",.,.,.,.,.,.,.,.
"'057834",9,3,5,1.6,1,0.3,219,72,17,5.6,6,2,6,2,56,18.4,304,100,146,48,208,68.4,105,34.5,4,1.3,"EVOLUTION ACADEMY CHARTER SCHOOL",21,6.9,243,79.9,15,4.9,34,11.2
"'057835",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GOLDEN RULE CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'057836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ST ANTHONY SCHOOL",.,.,.,.,.,.,.,.
"'057839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA ACADEMIA DE ESTRELLAS",.,.,.,.,.,.,.,.
"'057840",3,1.2,63,25.9,0,0,228,93.8,0,0,0,0,0,0,15,6.2,243,100,74,30.5,34,14,67,27.6,0,0,"RICHLAND COLLEGIATE HIGH SCHOOL",4,1.6,20,8.2,1,0.4,36,14.8
"'057841",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CITYSCAPE SCHOOLS",.,.,.,.,.,.,.,.
"'057844",1,4.8,10,47.6,0,0,16,76.2,1,4.8,0,0,0,0,4,19,21,100,3,14.3,14,66.7,1,4.8,0,0,"MANARA ACADEMY",5,23.8,5,23.8,2,9.5,6,28.6
"'057845",2,3.4,1,1.7,0,0,49,84.5,0,0,0,0,0,0,9,15.5,58,100,6,10.3,14,24.1,24,41.4,1,1.7,"UME PREPARATORY ACADEMY",3,5.2,20,34.5,2,3.4,24,41.4
"'057846",1,1.6,1,1.6,0,0,0,0,62,96.9,0,0,0,0,2,3.1,64,100,5,7.8,63,98.4,49,76.6,0,0,"LEGACY PREPARATORY",22,34.4,34,53.1,6,9.4,8,12.5
"'057847",4,8.5,1,2.1,0,0,47,100,0,0,0,0,0,0,0,0,47,100,10,21.3,12,25.5,19,40.4,0,0,"VILLAGE TECH SCHOOLS",1,2.1,6,12.8,2,4.3,13,27.7
"'057848",17,3.1,30,5.4,0,0,489,87.8,22,3.9,0,0,0,0,46,8.3,557,100,119,21.4,274,49.2,315,56.6,5,0.9,"INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)",92,16.5,198,35.5,25,4.5,71,12.7
"'057850",1,4.8,0,0,0,0,21,100,0,0,0,0,0,0,0,0,21,100,2,9.5,8,38.1,12,57.1,0,0,"PIONEER TECHNOLOGY & ARTS ACADEMY",3,14.3,11,52.4,0,0,6,28.6
"'057851",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BRIDGEWAY PREPARATORY ACADEMY",.,.,.,.,.,.,.,.
"'057903",38,2.3,146,8.9,0,0,1163,71.2,127,7.8,1,0.1,4,0.2,338,20.7,1633,100,254,15.6,1031,63.1,967,59.2,3,0.2,"CARROLLTON-FARMERS BRANCH ISD",273,16.7,722,44.2,156,9.6,225,13.8
"'057904",16,2.8,12,2.1,1,0.2,517,89.6,3,0.5,0,0,0,0,57,9.9,577,100,393,68.1,315,54.6,138,23.9,3,0.5,"CEDAR HILL ISD",19,3.3,148,25.6,47,8.1,14,2.4
"'057905",60,0.7,121,1.5,7,0.1,6502,81.1,180,2.2,0,0,16,0.2,1316,16.4,8014,100,1707,21.3,6319,78.8,5638,70.4,18,0.2,"DALLAS ISD",2213,27.6,4104,51.2,661,8.2,463,5.8
"'057906",12,1.9,2,0.3,0,0,487,75.4,31,4.8,1,0.2,0,0,127,19.7,646,100,524,81.1,477,73.8,99,15.3,2,0.3,"DESOTO ISD",20,3.1,300,46.4,56,8.7,7,1.1
"'057907",11,1.1,19,1.9,0,0,851,86,30,3,0,0,0,0,108,10.9,989,100,414,41.9,790,79.9,519,52.5,3,0.3,"DUNCANVILLE ISD",89,9,595,60.2,86,8.7,23,2.3
"'057909",77,1.9,425,10.6,3,0.1,3302,82.4,13,0.3,0,0,11,0.3,682,17,4008,100,719,17.9,2474,61.7,2063,51.5,24,0.6,"GARLAND ISD",510,12.7,1316,32.8,236,5.9,697,17.4
"'057910",40,1.9,72,3.4,1,0,1889,88.3,22,1,4,0.2,25,1.2,199,9.3,2139,100,354,16.5,1249,58.4,1474,68.9,8,0.4,"GRAND PRAIRIE ISD",540,25.2,1485,69.4,155,7.2,190,8.9
"'057911",10,1.8,45,8.2,0,0,528,95.8,0,0,0,0,2,0.4,21,3.8,551,100,3,0.5,1,0.2,33,6,3,0.5,"HIGHLAND PARK ISD",6,1.1,36,6.5,32,5.8,457,82.9
"'057912",25,1.1,82,3.5,6,0.3,1808,77.2,47,2,1,0,2,0.1,484,20.7,2342,100,261,11.1,1803,77,1777,75.9,19,0.8,"IRVING ISD",552,23.6,1438,61.4,175,7.5,172,7.3
"'057913",5,1,0,0,0,0,460,89.5,38,7.4,0,0,1,0.2,15,2.9,514,100,403,78.4,430,83.7,99,19.3,1,0.2,"LANCASTER ISD",15,2.9,274,53.3,49,9.5,6,1.2
"'057914",53,2,61,2.3,1,0,2106,78.9,1,0,0,0,0,0,563,21.1,2670,100,695,26,1825,68.4,1550,58.1,9,0.3,"MESQUITE ISD",278,10.4,1122,42,226,8.5,301,11.3
"'057916",63,2.7,176,7.6,2,0.1,1845,79.2,20,0.9,1,0,4,0.2,459,19.7,2329,100,466,20,1052,45.2,905,38.9,8,0.3,"RICHARDSON ISD",274,11.8,1000,42.9,195,8.4,709,30.4
"'057919",4,2.7,39,26.7,1,0.7,129,88.4,1,0.7,0,0,0,0,16,11,146,100,14,9.6,21,14.4,13,8.9,0,0,"SUNNYVALE ISD",1,0.7,15,10.3,15,10.3,75,51.4
"'057922",24,2.4,433,43.7,0,0,945,95.5,0,0,0,0,1,0.1,44,4.4,990,100,37,3.7,98,9.9,140,14.1,1,0.1,"COPPELL ISD",30,3,183,18.5,50,5.1,355,35.9
"'058902",0,0,0,0,0,0,3,75,0,0,0,0,0,0,1,25,4,100,0,0,4,100,2,50,0,0,"DAWSON ISD",1,25,2,50,0,0,2,50
"'058905",0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,11,100,0,0,3,27.3,5,45.5,0,0,"KLONDIKE ISD",0,0,1,9.1,0,0,6,54.5
"'058906",0,0,1,0.8,0,0,100,77.5,0,0,0,0,0,0,29,22.5,129,100,5,3.9,98,76,107,82.9,0,0,"LAMESA ISD",2,1.6,55,42.6,11,8.5,16,12.4
"'058909",0,0,1,5.3,0,0,17,89.5,1,5.3,0,0,0,0,1,5.3,19,100,0,0,12,63.2,9,47.4,0,0,"SANDS CISD",0,0,3,15.8,2,10.5,9,47.4
"'059901",0,0,1,0.4,0,0,111,42.9,2,0.8,0,0,0,0,146,56.4,259,100,2,0.8,171,66,218,84.2,0,0,"HEREFORD ISD",21,8.1,173,66.8,20,7.7,38,14.7
"'059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WALCOTT ISD",.,.,.,.,.,.,.,.
"'060902",3,4.7,0,0,0,0,59,92.2,0,0,0,0,2,3.1,3,4.7,64,100,0,0,26,40.6,9,14.1,1,1.6,"COOPER ISD",0,0,10,15.6,3,4.7,51,79.7
"'060914",1,7.7,0,0,0,0,10,76.9,2,15.4,0,0,0,0,1,7.7,13,100,4,30.8,11,84.6,2,15.4,0,0,"FANNINDEL ISD",0,0,7,53.8,1,7.7,6,46.2
"'061802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NORTH TEXAS COLLEGIATE ACADEMY",.,.,.,.,.,.,.,.
"'061804",2,2.9,15,21.7,0,0,44,63.8,0,0,0,0,0,0,25,36.2,69,100,7,10.1,4,5.8,13,18.8,1,1.4,"LEADERSHIP PREP SCHOOL",2,2.9,6,8.7,4,5.8,31,44.9
"'061805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRIVIUM ACADEMY",.,.,.,.,.,.,.,.
"'061901",45,2.1,59,2.8,4,0.2,1766,84.3,42,2,1,0,0,0,286,13.7,2095,100,342,16.3,857,40.9,658,31.4,14,0.7,"DENTON ISD",166,7.9,511,24.4,200,9.5,973,46.4
"'061902",142,3.4,628,15.1,2,0,3504,84,14,0.3,1,0,5,0.1,647,15.5,4171,100,465,11.1,965,23.1,1161,27.8,12,0.3,"LEWISVILLE ISD",383,9.2,981,23.5,418,10,1761,42.2
"'061903",2,1.9,0,0,1,0.9,98,90.7,2,1.9,0,0,0,0,8,7.4,108,100,4,3.7,38,35.2,46,42.6,2,1.9,"PILOT POINT ISD",10,9.3,29,26.9,8,7.4,53,49.1
"'061905",4,2.5,1,0.6,1,0.6,150,93.8,1,0.6,0,0,0,0,9,5.6,160,100,3,1.9,39,24.4,51,31.9,1,0.6,"KRUM ISD",10,6.3,66,41.3,19,11.9,99,61.9
"'061906",0,0,2,2.2,0,0,79,85.9,0,0,0,0,0,0,13,14.1,92,100,5,5.4,22,23.9,18,19.6,2,2.2,"PONDER ISD",6,6.5,15,16.3,12,13,65,70.7
"'061907",3,1.8,2,1.2,1,0.6,131,78,12,7.1,0,0,0,0,25,14.9,168,100,13,7.7,39,23.2,30,17.9,2,1.2,"AUBREY ISD",0,0,23,13.7,11,6.5,117,69.6
"'061908",4,2.5,2,1.2,0,0,138,84.7,0,0,0,0,0,0,25,15.3,163,100,7,4.3,67,41.1,45,27.6,1,0.6,"SANGER ISD",6,3.7,35,21.5,23,14.1,104,63.8
"'061910",7,2.9,6,2.4,0,0,223,91,1,0.4,0,0,1,0.4,20,8.2,245,100,5,2,14,5.7,39,15.9,3,1.2,"ARGYLE ISD",1,0.4,47,19.2,13,5.3,185,75.5
"'061911",5,0.3,68,4.1,4,0.2,1476,88.8,61,3.7,1,0.1,1,0.1,123,7.4,1662,100,151,9.1,258,15.5,361,21.7,11,0.7,"NORTHWEST ISD",37,2.2,384,23.1,115,6.9,1062,63.9
"'061912",17,6.6,7,2.7,0,0,251,96.9,3,1.2,0,0,0,0,5,1.9,259,100,24,9.3,85,32.8,74,28.6,1,0.4,"LAKE DALLAS ISD",8,3.1,50,19.3,13,5,136,52.5
"'061914",15,2.9,12,2.3,1,0.2,467,89.1,13,2.5,0,0,0,0,44,8.4,524,100,116,22.1,280,53.4,216,41.2,1,0.2,"LITTLE ELM ISD",31,5.9,240,45.8,26,5,163,31.1
"'062901",5,3.4,0,0,0,0,106,71.6,7,4.7,0,0,0,0,35,23.6,148,100,13,8.8,76,51.4,61,41.2,1,0.7,"CUERO ISD",4,2.7,32,21.6,14,9.5,68,45.9
"'062902",0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,9,100,0,0,5,55.6,5,55.6,0,0,"NORDHEIM ISD",0,0,2,22.2,0,0,4,44.4
"'062903",1,0.8,2,1.7,0,0,113,93.4,0,0,0,0,0,0,8,6.6,121,100,8,6.6,92,76,74,61.2,0,0,"YOAKUM ISD",5,4.1,46,38,13,10.7,36,29.8
"'062904",0,0,0,0,0,0,27,87.1,0,0,0,0,0,0,4,12.9,31,100,0,0,12,38.7,10,32.3,0,0,"YORKTOWN ISD",0,0,9,29,4,12.9,21,67.7
"'062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WESTHOFF ISD",.,.,.,.,.,.,.,.
"'062906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEYERSVILLE ISD",.,.,.,.,.,.,.,.
"'063903",0,0,1,5,0,0,17,85,1,5,0,0,0,0,2,10,20,100,1,5,8,40,9,45,0,0,"SPUR ISD",2,10,8,40,4,20,9,45
"'063906",0,0,0,0,0,0,2,66.7,0,0,0,0,0,0,1,33.3,3,100,0,0,3,100,3,100,0,0,"PATTON SPRINGS ISD",1,33.3,1,33.3,0,0,0,0
"'064903",0,0,0,0,0,0,122,89.7,2,1.5,0,0,0,0,12,8.8,136,100,0,0,98,72.1,125,91.9,0,0,"CARRIZO SPRINGS CISD",1,0.7,66,48.5,10,7.4,11,8.1
"'065901",1,4.8,0,0,0,0,12,57.1,7,33.3,0,0,0,0,2,9.5,21,100,0,0,7,33.3,3,14.3,0,0,"CLARENDON ISD",0,0,3,14.3,0,0,17,81
"'065902",0,0,0,0,0,0,2,16.7,10,83.3,0,0,0,0,0,0,12,100,0,0,7,58.3,3,25,0,0,"HEDLEY ISD",1,8.3,2,16.7,0,0,9,75
"'066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RAMIREZ CSD",.,.,.,.,.,.,.,.
"'066901",0,0,0,0,0,0,24,96,0,0,0,0,0,0,1,4,25,100,0,0,18,72,24,96,0,0,"BENAVIDES ISD",0,0,3,12,2,8,1,4
"'066902",0,0,0,0,0,0,69,86.3,0,0,0,0,0,0,11,13.8,80,100,0,0,66,82.5,80,100,0,0,"SAN DIEGO ISD",1,1.3,36,45,9,11.3,0,0
"'066903",0,0,0,0,0,0,44,88,0,0,0,0,0,0,6,12,50,100,0,0,37,74,46,92,0,0,"FREER ISD",1,2,30,60,13,26,4,8
"'067902",3,5.3,0,0,0,0,32,56.1,20,35.1,0,0,0,0,5,8.8,57,100,1,1.8,33,57.9,11,19.3,1,1.8,"CISCO ISD",0,0,32,56.1,6,10.5,41,71.9
"'067903",0,0,0,0,0,0,80,84.2,0,0,0,0,0,0,15,15.8,95,100,2,2.1,38,40,24,25.3,0,0,"EASTLAND ISD",5,5.3,51,53.7,15,15.8,69,72.6
"'067904",0,0,0,0,0,0,11,84.6,0,0,0,0,0,0,2,15.4,13,100,0,0,7,53.8,8,61.5,0,0,"GORMAN ISD",0,0,4,30.8,1,7.7,5,38.5
"'067907",0,0,0,0,0,0,7,33.3,6,28.6,0,0,0,0,8,38.1,21,100,0,0,11,52.4,6,28.6,0,0,"RANGER ISD",1,4.8,16,76.2,3,14.3,15,71.4
"'067908",0,0,0,0,0,0,15,100,0,0,0,0,0,0,0,0,15,100,0,0,5,33.3,0,0,0,0,"RISING STAR ISD",0,0,6,40,1,6.7,15,100
"'068802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMPASS ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'068803",0,0,0,0,0,0,45,95.7,0,0,0,0,0,0,2,4.3,47,100,3,6.4,9,19.1,24,51.1,0,0,"UTPB STEM ACADEMY",1,2.1,19,40.4,4,8.5,20,42.6
"'068901",9,0.5,30,1.7,3,0.2,1388,78.2,55,3.1,4,0.2,0,0,329,18.5,1776,100,63,3.5,613,34.5,1327,74.7,4,0.2,"ECTOR COUNTY ISD",181,10.2,1127,63.5,117,6.6,340,19.1
"'069901",0,0,1,4.3,0,0,15,65.2,0,0,0,0,0,0,8,34.8,23,100,0,0,12,52.2,18,78.3,0,0,"ROCKSPRINGS ISD",2,8.7,13,56.5,7,30.4,4,17.4
"'069902",0,0,0,0,0,0,9,90,1,10,0,0,0,0,0,0,10,100,0,0,8,80,6,60,0,0,"NUECES CANYON CISD",0,0,1,10,2,20,4,40
"'070801",0,0,0,0,0,0,110,80.3,0,0,0,0,0,0,27,19.7,137,100,40,29.2,136,99.3,97,70.8,0,0,"WAXAHACHIE FAITH FAMILY ACADEMY",63,46,75,54.7,29,21.2,0,0
"'070901",0,0,0,0,0,0,5,31.3,10,62.5,0,0,0,0,1,6.3,16,100,0,0,8,50,7,43.8,0,0,"AVALON ISD",0,0,0,0,6,37.5,9,56.3
"'070903",3,0.7,1,0.2,1,0.2,372,92.8,5,1.2,0,0,0,0,24,6,401,100,47,11.7,196,48.9,228,56.9,0,0,"ENNIS ISD",11,2.7,159,39.7,44,11,121,30.2
"'070905",3,1.8,2,1.2,0,0,137,80.6,2,1.2,0,0,0,0,31,18.2,170,100,10,5.9,126,74.1,122,71.8,1,0.6,"FERRIS ISD",34,20,123,72.4,18,10.6,32,18.8
"'070907",1,2.6,0,0,0,0,26,66.7,0,0,0,0,0,0,13,33.3,39,100,6,15.4,16,41,14,35.9,0,0,"ITALY ISD",1,2.6,18,46.2,5,12.8,18,46.2
"'070908",29,4.1,16,2.3,0,0,553,78.4,77,10.9,0,0,2,0.3,73,10.4,705,100,66,9.4,125,17.7,154,21.8,3,0.4,"MIDLOTHIAN ISD",13,1.8,177,25.1,47,6.7,437,62
"'070909",3,13.6,0,0,0,0,12,54.5,0,0,0,0,0,0,10,45.5,22,100,4,18.2,18,81.8,8,36.4,1,4.5,"MILFORD ISD",2,9.1,12,54.5,5,22.7,6,27.3
"'070910",2,2.5,1,1.3,0,0,64,81,3,3.8,0,0,0,0,12,15.2,79,100,1,1.3,30,38,27,34.2,0,0,"PALMER ISD",4,5.1,35,44.3,14,17.7,48,60.8
"'070911",8,1.9,4,1,0,0,322,77.6,53,12.8,2,0.5,1,0.2,37,8.9,415,100,119,28.7,130,31.3,149,35.9,4,1,"RED OAK ISD",31,7.5,141,34,32,7.7,131,31.6
"'070912",19,2.6,2,0.3,4,0.6,479,66,83,11.4,0,0,2,0.3,162,22.3,726,100,135,18.6,289,39.8,239,32.9,5,0.7,"WAXAHACHIE ISD",24,3.3,360,49.6,82,11.3,322,44.4
"'070915",0,0,1,1.1,1,1.1,83,91.2,7,7.7,0,0,0,0,1,1.1,91,100,0,0,21,23.1,12,13.2,1,1.1,"MAYPEARL ISD",2,2.2,18,19.8,6,6.6,76,83.5
"'071801",0,0,0,0,0,0,31,86.1,4,11.1,1,2.8,0,0,0,0,36,100,0,0,13,36.1,30,83.3,0,0,"BURNHAM WOOD CHARTER SCHOOL DISTRICT",13,36.1,19,52.8,0,0,6,16.7
"'071803",0,0,0,0,0,0,42,52.5,5,6.3,0,0,2,2.5,31,38.8,80,100,0,0,70,87.5,77,96.3,0,0,"TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO",21,26.3,57,71.3,6,7.5,3,3.8
"'071804",0,0,1,0.7,0,0,0,0,51,37,0,0,1,0.7,86,62.3,138,100,1,0.7,98,71,128,92.8,1,0.7,"EL PASO ACADEMY",15,10.9,119,86.2,16,11.6,7,5.1
"'071806",1,0.8,0,0,0,0,111,94.1,2,1.7,0,0,0,0,5,4.2,118,100,2,1.7,85,72,105,89,0,0,"HARMONY PUBLIC SCHOOLS - WEST TEXAS",11,9.3,57,48.3,14,11.9,10,8.5
"'071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA FE PREPARATORY SCHOOL",.,.,.,.,.,.,.,.
"'071809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VISTA DEL FUTURO CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'071810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EL PASO LEADERSHIP ACADEMY",.,.,.,.,.,.,.,.
"'071901",7,0.9,1,0.1,0,0,749,96,4,0.5,0,0,2,0.3,25,3.2,780,100,3,0.4,637,81.7,736,94.4,3,0.4,"CLINT ISD",126,16.2,401,51.4,62,7.9,30,3.8
"'071902",37,1,59,1.6,10,0.3,3268,86.1,400,10.5,12,0.3,5,0.1,110,2.9,3795,100,113,3,2565,67.6,3256,85.8,3,0.1,"EL PASO ISD",735,19.4,2017,53.1,264,7,317,8.4
"'071903",0,0,0,0,0,0,131,87.3,4,2.7,0,0,0,0,15,10,150,100,0,0,124,82.7,148,98.7,0,0,"FABENS ISD",31,20.7,86,57.3,20,13.3,2,1.3
"'071904",0,0,0,0,0,0,170,76.6,19,8.6,1,0.5,0,0,32,14.4,222,100,1,0.5,188,84.7,220,99.1,0,0,"SAN ELIZARIO ISD",48,21.6,154,69.4,19,8.6,1,0.5
"'071905",5,0.2,7,0.3,2,0.1,2575,94,66,2.4,8,0.3,0,0,91,3.3,2740,100,35,1.3,1633,59.6,2610,95.3,2,0.1,"YSLETA ISD",434,15.8,1446,52.8,246,9,79,2.9
"'071906",0,0,0,0,0,0,45,97.8,0,0,0,0,0,0,1,2.2,46,100,0,0,25,54.3,44,95.7,0,0,"ANTHONY ISD",7,15.2,30,65.2,6,13,2,4.3
"'071907",3,0.7,0,0,0,0,370,86.9,28,6.6,0,0,3,0.7,25,5.9,426,100,5,1.2,238,55.9,399,93.7,0,0,"CANUTILLO ISD",76,17.8,214,50.2,30,7,19,4.5
"'071908",0,0,0,0,0,0,58,76.3,3,3.9,0,0,0,0,15,19.7,76,100,0,0,69,90.8,76,100,0,0,"TORNILLO ISD",24,31.6,45,59.2,4,5.3,0,0
"'071909",17,0.5,23,0.7,3,0.1,3412,97.4,13,0.4,3,0.1,4,0.1,72,2.1,3504,100,76,2.2,2098,59.9,3283,93.7,7,0.2,"SOCORRO ISD",468,13.4,1532,43.7,230,6.6,95,2.7
"'072801",44,2.8,13,0.8,4,0.3,838,53.2,26,1.7,4,0.3,8,0.5,698,44.3,1574,100,144,9.1,916,58.2,772,49,6,0.4,"PREMIER HIGH SCHOOLS",134,8.5,1213,77.1,219,13.9,591,37.5
"'072802",1,2.8,0,0,0,0,0,0,19,52.8,0,0,0,0,17,47.2,36,100,1,2.8,31,86.1,17,47.2,1,2.8,"ERATH EXCELS ACADEMY INC",0,0,24,66.7,2,5.6,16,44.4
"'072901",0,0,0,0,0,0,12,92.3,1,7.7,0,0,0,0,0,0,13,100,0,0,12,92.3,7,53.8,0,0,"THREE WAY ISD",2,15.4,3,23.1,1,7.7,6,46.2
"'072902",0,0,0,0,0,0,66,97.1,1,1.5,0,0,0,0,1,1.5,68,100,2,2.9,42,61.8,38,55.9,0,0,"DUBLIN ISD",4,5.9,17,25,8,11.8,28,41.2
"'072903",3,1.3,6,2.7,0,0,193,85.8,0,0,0,0,0,0,32,14.2,225,100,5,2.2,79,35.1,75,33.3,0,0,"STEPHENVILLE ISD",7,3.1,60,26.7,15,6.7,136,60.4
"'072904",0,0,0,0,0,0,14,82.4,1,5.9,0,0,0,0,2,11.8,17,100,0,0,6,35.3,1,5.9,0,0,"BLUFF DALE ISD",0,0,4,23.5,0,0,16,94.1
"'072908",0,0,0,0,0,0,8,88.9,1,11.1,0,0,0,0,0,0,9,100,0,0,1,11.1,1,11.1,0,0,"HUCKABAY ISD",0,0,2,22.2,0,0,8,88.9
"'072909",0,0,0,0,0,0,13,68.4,2,10.5,0,0,0,0,4,21.1,19,100,0,0,6,31.6,5,26.3,0,0,"LINGLEVILLE ISD",1,5.3,3,15.8,2,10.5,14,73.7
"'072910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MORGAN MILL ISD",.,.,.,.,.,.,.,.
"'073901",1,2.9,0,0,0,0,32,91.4,2,5.7,0,0,0,0,1,2.9,35,100,5,14.3,30,85.7,20,57.1,0,0,"CHILTON ISD",1,2.9,12,34.3,3,8.6,9,25.7
"'073903",2,4.5,0,0,0,0,41,93.2,0,0,0,0,0,0,3,6.8,44,100,30,68.2,42,95.5,10,22.7,0,0,"MARLIN ISD",2,4.5,19,43.2,7,15.9,2,4.5
"'073904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WESTPHALIA ISD",.,.,.,.,.,.,.,.
"'073905",1,2,0,0,0,0,40,81.6,0,0,0,0,0,0,9,18.4,49,100,5,10.2,19,38.8,18,36.7,0,0,"ROSEBUD-LOTT ISD",0,0,9,18.4,4,8.2,25,51
"'074903",3,2.8,1,0.9,0,0,97,90.7,0,0,0,0,0,0,10,9.3,107,100,6,5.6,53,49.5,26,24.3,1,0.9,"BONHAM ISD",3,2.8,40,37.4,7,6.5,70,65.4
"'074904",0,0,0,0,0,0,21,87.5,0,0,0,0,0,0,3,12.5,24,100,0,0,5,20.8,3,12.5,0,0,"DODD CITY ISD",0,0,7,29.2,1,4.2,21,87.5
"'074905",1,4.8,1,4.8,0,0,9,42.9,12,57.1,0,0,0,0,0,0,21,100,1,4.8,12,57.1,4,19,0,0,"ECTOR ISD",0,0,2,9.5,2,9.5,14,66.7
"'074907",3,7.1,0,0,0,0,35,83.3,4,9.5,0,0,0,0,3,7.1,42,100,4,9.5,11,26.2,6,14.3,0,0,"HONEY GROVE ISD",1,2.4,7,16.7,3,7.1,29,69
"'074909",5,8.3,0,0,0,0,53,88.3,1,1.7,0,0,0,0,6,10,60,100,0,0,24,40,13,21.7,0,0,"LEONARD ISD",3,5,13,21.7,6,10,42,70
"'074911",0,0,0,0,0,0,17,89.5,0,0,0,0,0,0,2,10.5,19,100,0,0,4,21.1,3,15.8,0,0,"SAVOY ISD",1,5.3,4,21.1,1,5.3,16,84.2
"'074912",2,4,0,0,0,0,49,98,0,0,0,0,0,0,1,2,50,100,1,2,13,26,6,12,0,0,"TRENTON ISD",1,2,3,6,2,4,41,82
"'074917",1,3.7,0,0,0,0,27,100,0,0,0,0,0,0,0,0,27,100,0,0,10,37,2,7.4,0,0,"SAM RAYBURN ISD",1,3.7,1,3.7,1,3.7,24,88.9
"'075901",0,0,0,0,0,0,31,93.9,1,3,0,0,1,3,0,0,33,100,1,3,15,45.5,16,48.5,0,0,"FLATONIA ISD",0,0,5,15.2,0,0,16,48.5
"'075902",4,2.6,0,0,0,0,143,92.3,4,2.6,0,0,0,0,8,5.2,155,100,21,13.5,77,49.7,48,31,0,0,"LA GRANGE ISD",1,0.6,47,30.3,16,10.3,82,52.9
"'075903",0,0,0,0,0,0,38,80.9,5,10.6,0,0,0,0,4,8.5,47,100,4,8.5,22,46.8,20,42.6,0,0,"SCHULENBURG ISD",0,0,7,14.9,6,12.8,23,48.9
