DISTRICT,D20GH19R,D20GH20R,D2RC4X19R,D2RC4X20R,D30GH19R,D30GH20R,D3RC4X19R,D3RC4X20R,D40GH19R,D40GH20R,D4RC4X19R,D4RC4X20R,DA0GH19R,DA0GH20R,DARC4X19R,DARC4X20R,DB0GH19R,DB0GH20R,DBRC4X19R,DBRC4X20R,DE0GH19R,DE0GH20R,DERC4X19R,DERC4X20R,DF0GH19R,DF0GH20R,DFRC4X19R,DFRC4X20R,DH0GH19R,DH0GH20R,DHRC4X19R,DHRC4X20R,DI0GH19R,DI0GH20R,DIRC4X19R,DIRC4X20R,DISTNAME,DL0GH19R,DL0GH20R,DLRC4X19R,DLRC4X20R,DM0GH19R,DM0GH20R,DMRC4X19R,DMRC4X20R,DR0GH19R,DR0GH20R,DRRC4X19R,DRRC4X20R,DS0GH19R,DS0GH20R,DSRC4X19R,DSRC4X20R,DW0GH19R,DW0GH20R,DWRC4X19R,DWRC4X20R
"'042905",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,"PANTHER CREEK CISD",.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'043801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"IMAGINE INTERNATIONAL ACADEMY OF N",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'043802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LONE STAR LANGUAGE ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'043901",.,.,.,.,-1,.,.,.,.,.,.,.,0,0,.,.,-1,.,.,.,-1,.,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,"ALLEN ISD",-1,.,.,.,0,-1,.,.,-1,-1,.,.,0,0,.,.,0,-1,.,.
"'043902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ANNA ISD",.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.
"'043903",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,-1,.,.,.,.,.,.,"CELINA ISD",.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'043904",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"FARMERSVILLE ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.
"'043905",.,.,.,.,.,-1,.,.,.,.,.,.,6.7,8.3,-1,.,-1,-1,.,.,.,-1,-1,.,10,14.3,.,.,0,-1,-1,.,-1,.,.,.,"FRISCO ISD",.,.,.,.,0,0,-1,.,-1,20,.,.,-1,11.1,.,.,20,14.3,.,.
"'043907",.,-1,.,.,.,.,.,.,.,.,.,.,13.3,5.6,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,16.7,-1,-1,-1,0,-1,.,-1,-1,-1,.,.,"MCKINNEY ISD",.,.,.,.,11.1,0,-1,-1,-1,-1,.,-1,-1,-1,.,.,28.6,11.1,-1,-1
"'043908",.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MELISSA ISD",.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.
"'043910",.,.,.,.,-1,0,.,.,.,.,.,.,0,4.2,.,.,-1,-1,.,.,-1,-1,.,.,0,11.1,.,.,0,0,.,.,.,.,.,.,"PLANO ISD",-1,.,.,.,0,0,.,.,.,-1,.,.,0,0,.,.,0,11.1,.,.
"'043911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PRINCETON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'043912",.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROSPER ISD",.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.
"'043914",.,.,.,.,.,-1,.,.,.,.,.,.,0,-1,.,.,-1,.,.,.,-1,.,.,.,-1,-1,.,.,-1,.,.,.,.,.,.,.,"WYLIE ISD",.,.,.,.,-1,.,.,.,-1,-1,.,.,-1,-1,.,.,-1,.,.,.
"'043917",.,-1,.,-1,.,.,.,.,.,.,.,.,-1,100,-1,100,.,.,.,.,.,-1,.,-1,-1,100,-1,100,-1,-1,-1,-1,.,.,.,.,"BLUE RIDGE ISD",.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,-1,-1,-1,-1
"'043918",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMMUNITY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'043919",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,"LOVEJOY ISD",.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.
"'044902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WELLINGTON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'045902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COLUMBUS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'045903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICE CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'045905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WEIMAR ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'046802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINITY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'046901",.,.,.,.,.,.,.,.,.,.,.,.,33.3,.,-1,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,"NEW BRAUNFELS ISD",.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.
"'046902",.,.,.,.,.,.,.,.,.,.,.,.,33.3,0,-1,.,.,-1,.,.,60,0,-1,.,-1,-1,-1,.,-1,0,.,.,.,.,.,.,"COMAL ISD",.,.,.,.,25,0,.,.,12.5,0,.,.,12.5,0,.,.,37.5,-1,-1,.
"'047901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMANCHE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'047902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DE LEON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'047903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GUSTINE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'047905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SIDNEY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'048901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EDEN CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'048903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PAINT ROCK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GAINESVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MUENSTER ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VALLEY VIEW ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CALLISBURG ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ERA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LINDSAY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WALNUT BEND ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'049909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SIVELLS BEND ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'050901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EVANT ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'050902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GATESVILLE ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'050904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"OGLESBY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'050909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"JONESBORO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'050910",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,.,.,-1,.,.,.,.,-1,.,.,-1,-1,-1,.,.,.,.,.,"COPPERAS COVE ISD",.,.,.,.,-1,-1,-1,.,-1,-1,-1,.,-1,-1,.,.,-1,-1,.,.
"'051901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PADUCAH ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'052901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CRANE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'053001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROCKETT COUNTY CONSOLIDATED CSD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'054901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROSBYTON CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'054902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LORENZO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'054903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RALLS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'055901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CULBERSON COUNTY-ALLAMOORE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'056901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DALHART ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'056902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXLINE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PEGASUS SCHOOL OF LIBERAL ARTS AND",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UPLIFT EDUCATION",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057804",-1,-1,-1,.,-1,.,.,.,.,.,.,.,60,66.7,86.1,-1,50,-1,100,-1,61.3,57.1,87.1,-1,65.2,75,91.3,-1,61.8,60,81.3,-1,.,.,-1,.,"TEXANS CAN ACADEMIES",60,83.3,-1,-1,55.9,55.6,76.9,-1,60.5,63.6,84,-1,25,.,-1,-1,45.5,-1,-1,.
"'057805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LUMIN EDUCATION",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ADVANTAGE ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057807",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,"LIFE SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.
"'057808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UNIVERSAL ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NOVA ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACADEMY OF DALLAS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINITY BASIN PREPARATORY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACADEMY FOR ACADEMIC EXCELLENCE",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057816",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"A W BROWN LEADERSHIP ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"JEAN MASSIEU ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NOVA ACADEMY SOUTHEAST",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057828",.,-1,.,.,.,.,.,.,.,.,.,.,8,12.9,-1,-1,0,0,-1,.,6.8,20,-1,-1,5.1,19,-1,-1,20.7,17.6,.,.,.,-1,.,.,"WINFREE ACADEMY CHARTER SCHOOLS",40,-1,.,-1,11.1,0,-1,.,6.8,21.4,-1,-1,0,.,.,.,0,16.7,-1,-1
"'057829",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,"A+ ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057830",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"INSPIRED VISION ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057831",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GATEWAY CHARTER ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057833",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EDUCATION CENTER INTERNATIONAL ACA",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057834",.,-1,.,-1,.,-1,.,.,.,.,.,.,28.6,39.1,-1,-1,10,22.2,-1,-1,15.4,50,.,-1,22.2,54.5,.,-1,33.3,50,.,-1,.,.,.,.,"EVOLUTION ACADEMY CHARTER SCHOOL",-1,-1,.,-1,33.3,25,-1,-1,30,50,-1,-1,-1,.,.,.,-1,.,.,.
"'057835",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GOLDEN RULE CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ST ANTHONY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA ACADEMIA DE ESTRELLAS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHLAND COLLEGIATE HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057841",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CITYSCAPE SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057844",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MANARA ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057845",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UME PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057846",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LEGACY PREPARATORY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VILLAGE TECH SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057848",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"INTERNATIONAL LEADERSHIP OF TEXAS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057850",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PIONEER TECHNOLOGY & ARTS ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057851",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BRIDGEWAY PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057903",.,.,.,.,.,-1,.,.,.,.,.,.,16.7,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,20,-1,-1,.,-1,-1,.,-1,.,.,.,.,"CARROLLTON-FARMERS BRANCH ISD",.,-1,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.
"'057904",.,.,.,.,.,.,.,.,.,.,.,.,20,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,"CEDAR HILL ISD",.,.,.,.,-1,.,.,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.
"'057905",-1,.,.,.,.,.,.,.,.,.,.,.,6,7.5,84.2,55.6,0,0,66.7,.,5.6,7.4,100,50,0,15,80,60,9.1,10,100,55.6,.,.,.,.,"DALLAS ISD",0,9.1,100,-1,9.4,0,85.7,-1,4.7,8.3,86.7,60,0,2.7,-1,-1,-1,-1,-1,.
"'057906",-1,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,.,-1,-1,.,.,-1,.,.,.,-1,0,-1,.,.,-1,-1,.,.,.,.,.,"DESOTO ISD",.,.,.,.,-1,.,.,.,-1,-1,-1,.,.,.,.,.,-1,.,.,.
"'057907",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,"DUNCANVILLE ISD",.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.
"'057909",.,.,.,.,-1,.,-1,.,.,.,.,.,35,11.8,86.7,-1,40,-1,-1,.,36.8,20,87.5,-1,25,12.5,83.3,.,50,20,80,-1,-1,.,.,-1,"GARLAND ISD",50,-1,-1,-1,41.7,11.1,88.9,-1,38.7,7.7,83.3,-1,0,0,.,.,7.1,0,-1,.
"'057910",-1,.,.,.,.,.,.,.,.,.,.,.,10.7,27.3,-1,-1,20,-1,.,-1,0,33.3,-1,-1,15.8,31.3,-1,-1,12.5,18.8,-1,-1,.,.,.,.,"GRAND PRAIRIE ISD",27.3,-1,-1,.,0,16.7,-1,-1,0,0,-1,.,0,-1,.,.,0,-1,.,.
"'057911",.,.,.,.,.,.,.,.,.,.,.,.,0,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,"HIGHLAND PARK ISD",.,.,.,.,-1,.,.,.,0,.,.,.,0,-1,.,.,0,-1,.,.
"'057912",.,.,.,.,.,.,.,.,.,.,.,.,50,80,62.5,.,-1,-1,-1,.,45.5,.,71.4,.,71.4,-1,-1,.,46.2,-1,71.4,.,.,.,.,.,"IRVING ISD",-1,.,-1,.,28.6,-1,-1,.,20,.,-1,.,0,.,-1,.,.,.,.,.
"'057913",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,"LANCASTER ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.
"'057914",-1,.,.,.,.,.,.,.,.,.,.,.,7.7,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,20,-1,.,-1,20,-1,.,-1,.,.,.,.,"MESQUITE ISD",.,.,.,.,0,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.
"'057916",.,.,.,.,-1,-1,.,.,.,.,.,.,8.7,0,80,-1,20,-1,-1,-1,-1,-1,-1,-1,8.3,0,-1,-1,12.5,-1,-1,.,.,.,.,.,"RICHARDSON ISD",-1,-1,-1,-1,9.1,0,-1,-1,5.6,0,-1,-1,0,0,-1,.,0,0,.,.
"'057919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SUNNYVALE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057922",.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,.,.,.,.,.,.,.,"COPPELL ISD",.,.,.,.,0,-1,.,.,.,-1,.,.,0,0,.,.,-1,0,.,.
