DISTRICT,D20GR20N,D20GR20R,D30GR20N,D30GR20R,D40GR20N,D40GR20R,DA0GA20N,DA0GA20P,DA0GE20N,DA0GE20P,DA0GH20N,DA0GH20P,DA0GM20N,DA0GM20P,DA0GN20N,DA0GN20P,DA0GR20N,DA0GR20R,DB0GR20N,DB0GR20R,DE0GR20N,DE0GR20R,DH0GR20N,DH0GR20R,DI0GR20N,DI0GR20R,DISTNAME,DL0GR20N,DL0GR20R,DR0GR20N,DR0GR20R,DS0GR20N,DS0GR20R,DW0GR20N,DW0GR20R
"'248902",0,0,0,0,0,0,27,90,2,6.7,0,0,0,0,1,3.3,30,100,1,3.3,8,26.7,13,43.3,0,0,"WINK-LOVING ISD",0,0,10,33.3,2,6.7,16,53.3
"'249901",1,1.9,0,0,0,0,41,75.9,0,0,0,0,0,0,13,24.1,54,100,1,1.9,14,25.9,9,16.7,1,1.9,"ALVORD ISD",1,1.9,6,11.1,2,3.7,42,77.8
"'249902",2,2.5,0,0,0,0,71,87.7,0,0,0,0,0,0,10,12.3,81,100,0,0,23,28.4,8,9.9,0,0,"BOYD ISD",0,0,17,21,2,2.5,71,87.7
"'249903",1,0.7,0,0,0,0,132,86.8,13,8.6,0,0,0,0,7,4.6,152,100,4,2.6,82,53.9,78,51.3,3,2,"BRIDGEPORT ISD",7,4.6,44,28.9,13,8.6,66,43.4
"'249904",1,2.7,0,0,0,0,34,91.9,2,5.4,0,0,0,0,1,2.7,37,100,0,0,19,51.4,10,27,2,5.4,"CHICO ISD",0,0,5,13.5,2,5.4,24,64.9
"'249905",1,0.4,2,0.8,0,0,240,93,0,0,0,0,0,0,18,7,258,100,3,1.2,111,43,72,27.9,3,1.2,"DECATUR ISD",14,5.4,70,27.1,21,8.1,177,68.6
"'249906",2,2.2,0,0,0,0,78,85.7,2,2.2,0,0,0,0,11,12.1,91,100,0,0,17,18.7,6,6.6,0,0,"PARADISE ISD",0,0,16,17.6,10,11,83,91.2
"'249908",0,0,0,0,0,0,15,88.2,0,0,0,0,0,0,2,11.8,17,100,0,0,10,58.8,5,29.4,0,0,"SLIDELL ISD",0,0,6,35.3,1,5.9,12,70.6
"'250902",2,3.2,0,0,0,0,54,85.7,1,1.6,0,0,1,1.6,7,11.1,63,100,7,11.1,42,66.7,3,4.8,0,0,"HAWKINS ISD",0,0,42,66.7,6,9.5,51,81
"'250903",1,1,1,1,0,0,87,86.1,1,1,0,0,3,3,10,9.9,101,100,15,14.9,48,47.5,25,24.8,0,0,"MINEOLA ISD",0,0,28,27.7,5,5,59,58.4
"'250904",0,0,1,1.4,0,0,66,93,3,4.2,0,0,0,0,2,2.8,71,100,3,4.2,44,62,12,16.9,2,2.8,"QUITMAN ISD",2,2.8,18,25.4,9,12.7,53,74.6
"'250905",0,0,0,0,0,0,12,54.5,1,4.5,0,0,0,0,9,40.9,22,100,0,0,11,50,9,40.9,0,0,"YANTIS ISD",0,0,14,63.6,3,13.6,13,59.1
"'250906",1,1.7,1,1.7,0,0,40,69,18,31,0,0,0,0,0,0,58,100,0,0,34,58.6,10,17.2,0,0,"ALBA-GOLDEN ISD",0,0,18,31,6,10.3,46,79.3
"'250907",2,1.9,1,1,0,0,103,100,0,0,0,0,0,0,0,0,103,100,1,1,49,47.6,18,17.5,0,0,"WINNSBORO ISD",3,2.9,27,26.2,12,11.7,81,78.6
"'251901",0,0,0,0,0,0,91,83.5,15,13.8,0,0,0,0,3,2.8,109,100,0,0,46,42.2,87,79.8,0,0,"DENVER CITY ISD",14,12.8,49,45,5,4.6,22,20.2
"'251902",0,0,0,0,0,0,21,87.5,0,0,0,0,0,0,3,12.5,24,100,0,0,11,45.8,14,58.3,0,0,"PLAINS ISD",1,4.2,5,20.8,2,8.3,10,41.7
"'252901",1,0.6,0,0,0,0,112,70.9,28,17.7,0,0,0,0,18,11.4,158,100,1,0.6,76,48.1,50,31.6,0,0,"GRAHAM ISD",9,5.7,40,25.3,10,6.3,106,67.1
"'252902",0,0,0,0,0,0,7,41.2,10,58.8,0,0,0,0,0,0,17,100,0,0,8,47.1,1,5.9,0,0,"NEWCASTLE ISD",0,0,2,11.8,1,5.9,16,94.1
"'252903",2,5.7,0,0,0,0,23,65.7,9,25.7,0,0,0,0,3,8.6,35,100,0,0,25,71.4,18,51.4,0,0,"OLNEY ISD",0,0,11,31.4,11,31.4,15,42.9
"'253901",0,0,0,0,0,0,192,81.7,9,3.8,0,0,0,0,34,14.5,235,100,0,0,197,83.8,233,99.1,0,0,"ZAPATA COUNTY ISD",22,9.4,115,48.9,28,11.9,2,0.9
"'254901",0,0,0,0,0,0,115,85.8,0,0,0,0,0,0,19,14.2,134,100,2,1.5,98,73.1,131,97.8,0,0,"CRYSTAL CITY ISD",1,0.7,80,59.7,16,11.9,1,0.7
"'254902",0,0,0,0,0,0,36,87.8,5,12.2,0,0,0,0,0,0,41,100,0,0,31,75.6,41,100,0,0,"LA PRYOR ISD",1,2.4,17,41.5,4,9.8,0,0
